chr	start	end	cereb_average	all_brain_average	other_brain_avg	pref_average	leuk_average	white_matter	dist_to_other	dist_to_all_brain	chr	start	end	als.1.meth	als.1.unmeth	als.2.meth	als.2.unmeth	als.3.meth	als.3.unmeth	als.4.meth	als.4.unmeth	ctrl.1.meth	ctrl.1.unmeth	ctrl.2.meth	ctrl.2.unmeth	ctrl.3.meth	ctrl.3.unmeth	ctrl.4.meth	ctrl.4.unmeth
chr2	236615876	236616177	0.492433333	0.46517	0.853644304	0.54816	0.9197	0.388042105	0.465602199	0.077127895	chr2	236616172	236616173	7	0	18	0	11	1	9	1	7	1	18	1	18	2	5	1
chr2	236615876	236616177	0.492433333	0.46517	0.853644304	0.54816	0.9197	0.388042105	0.465602199	0.077127895	chr2	236616173	236616174	NA	NA	NA	NA	NA	NA	11	1	NA	NA	NA	NA	NA	NA	NA	NA
chr2	236619295	236619596	0.800066667	0.3851525	0.858550633	0.38732	0.9277625	0.233089474	0.625461159	0.152063026	chr2	236619312	236619313	11	1	12	1	12	3	8	1	5	2	NA	NA	7	1	NA	NA
chr2	236619295	236619596	0.800066667	0.3851525	0.858550633	0.38732	0.9277625	0.233089474	0.625461159	0.152063026	chr2	236619313	236619314	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	236619295	236619596	0.800066667	0.3851525	0.858550633	0.38732	0.9277625	0.233089474	0.625461159	0.152063026	chr2	236619330	236619331	10	1	11	2	8	5	9	2	NA	NA	NA	NA	5	1	NA	NA
chr2	236619295	236619596	0.800066667	0.3851525	0.858550633	0.38732	0.9277625	0.233089474	0.625461159	0.152063026	chr2	236619331	236619332	4	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	236619295	236619596	0.800066667	0.3851525	0.858550633	0.38732	0.9277625	0.233089474	0.625461159	0.152063026	chr2	236619382	236619383	9	1	8	1	11	2	10	2	8	2	3	3	NA	NA	6	0
chr2	236619295	236619596	0.800066667	0.3851525	0.858550633	0.38732	0.9277625	0.233089474	0.625461159	0.152063026	chr2	236619383	236619384	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr2	236619295	236619596	0.800066667	0.3851525	0.858550633	0.38732	0.9277625	0.233089474	0.625461159	0.152063026	chr2	236619506	236619507	10	0	14	2	16	5	12	0	13	1	14	1	11	3	NA	NA
chr2	236619295	236619596	0.800066667	0.3851525	0.858550633	0.38732	0.9277625	0.233089474	0.625461159	0.152063026	chr2	236619507	236619508	6	1	6	0	NA	NA	7	2	NA	NA	NA	NA	NA	NA	NA	NA
chr2	236619295	236619596	0.800066667	0.3851525	0.858550633	0.38732	0.9277625	0.233089474	0.625461159	0.152063026	chr2	236619556	236619557	15	0	21	2	18	1	12	2	16	3	16	1	15	0	NA	NA
chr2	236619295	236619596	0.800066667	0.3851525	0.858550633	0.38732	0.9277625	0.233089474	0.625461159	0.152063026	chr2	236619557	236619558	9	0	14	0	6	0	10	2	6	1	NA	NA	7	2	9	0
chr2	236619295	236619596	0.800066667	0.3851525	0.858550633	0.38732	0.9277625	0.233089474	0.625461159	0.152063026	chr2	236619562	236619563	15	1	23	0	18	1	13	0	21	0	16	0	15	1	NA	NA
chr2	236619295	236619596	0.800066667	0.3851525	0.858550633	0.38732	0.9277625	0.233089474	0.625461159	0.152063026	chr2	236619563	236619564	9	0	13	1	6	3	12	1	6	0	NA	NA	9	0	9	1
chr2	236619295	236619596	0.800066667	0.3851525	0.858550633	0.38732	0.9277625	0.233089474	0.625461159	0.152063026	chr2	236619577	236619578	16	0	19	2	13	3	11	1	22	0	14	2	13	2	NA	NA
chr2	236619295	236619596	0.800066667	0.3851525	0.858550633	0.38732	0.9277625	0.233089474	0.625461159	0.152063026	chr2	236619578	236619579	9	0	17	1	9	0	15	1	6	1	NA	NA	9	0	10	0
chr2	236619598	236619899	0.743833333	0.304375	0.929889873	0.37404	0.911475	0.109242105	0.820647768	0.195132895	chr2	236619602	236619603	14	0	19	0	10	2	7	1	17	0	10	2	11	0	NA	NA
chr2	236619598	236619899	0.743833333	0.304375	0.929889873	0.37404	0.911475	0.109242105	0.820647768	0.195132895	chr2	236619603	236619604	NA	NA	17	1	9	1	11	2	10	0	7	0	NA	NA	9	1
chr2	236619598	236619899	0.743833333	0.304375	0.929889873	0.37404	0.911475	0.109242105	0.820647768	0.195132895	chr2	236619669	236619670	12	3	11	3	14	2	5	3	10	3	9	2	7	2	NA	NA
chr2	236619598	236619899	0.743833333	0.304375	0.929889873	0.37404	0.911475	0.109242105	0.820647768	0.195132895	chr2	236619670	236619671	8	5	17	3	12	2	14	1	16	0	10	3	11	3	6	3
chr2	236619598	236619899	0.743833333	0.304375	0.929889873	0.37404	0.911475	0.109242105	0.820647768	0.195132895	chr2	236619742	236619743	9	1	8	0	13	0	NA	NA	6	1	7	0	NA	NA	NA	NA
chr2	236619598	236619899	0.743833333	0.304375	0.929889873	0.37404	0.911475	0.109242105	0.820647768	0.195132895	chr2	236619743	236619744	NA	NA	12	1	12	0	17	0	11	0	10	0	10	0	10	0
chr2	236619598	236619899	0.743833333	0.304375	0.929889873	0.37404	0.911475	0.109242105	0.820647768	0.195132895	chr2	236619747	236619748	9	1	7	2	11	2	NA	NA	3	3	7	0	NA	NA	NA	NA
chr2	236619598	236619899	0.743833333	0.304375	0.929889873	0.37404	0.911475	0.109242105	0.820647768	0.195132895	chr2	236619748	236619749	6	0	12	1	11	0	14	2	12	4	8	1	8	2	8	1
chr2	236619598	236619899	0.743833333	0.304375	0.929889873	0.37404	0.911475	0.109242105	0.820647768	0.195132895	chr2	236619798	236619799	NA	NA	5	3	5	1	6	1	5	1	5	5	6	2	NA	NA
chr2	236619598	236619899	0.743833333	0.304375	0.929889873	0.37404	0.911475	0.109242105	0.820647768	0.195132895	chr2	236619799	236619800	4	2	8	2	5	6	10	5	10	2	3	3	8	4	NA	NA
chr2	236716069	236716370	0.778	0.3774625	0.881497468	0.40446	0.9172625	0.223957895	0.657539574	0.153504605	chr2	236716114	236716115	8	0	22	1	22	1	20	1	11	1	15	1	12	0	NA	NA
chr2	236716069	236716370	0.778	0.3774625	0.881497468	0.40446	0.9172625	0.223957895	0.657539574	0.153504605	chr2	236716115	236716116	9	0	15	1	18	0	11	0	16	4	10	1	10	1	NA	NA
chr2	236716069	236716370	0.778	0.3774625	0.881497468	0.40446	0.9172625	0.223957895	0.657539574	0.153504605	chr2	236716145	236716146	7	0	20	1	18	1	22	1	13	1	15	0	14	0	NA	NA
chr2	236716069	236716370	0.778	0.3774625	0.881497468	0.40446	0.9172625	0.223957895	0.657539574	0.153504605	chr2	236716146	236716147	7	1	14	0	15	1	8	1	18	0	9	1	11	0	NA	NA
chr2	236716069	236716370	0.778	0.3774625	0.881497468	0.40446	0.9172625	0.223957895	0.657539574	0.153504605	chr2	236716232	236716233	NA	NA	16	3	12	0	9	1	7	1	12	1	11	2	NA	NA
chr2	236716069	236716370	0.778	0.3774625	0.881497468	0.40446	0.9172625	0.223957895	0.657539574	0.153504605	chr2	236716233	236716234	9	2	11	0	13	0	10	0	11	0	12	1	9	0	6	1
chr2	236716069	236716370	0.778	0.3774625	0.881497468	0.40446	0.9172625	0.223957895	0.657539574	0.153504605	chr2	236716237	236716238	NA	NA	17	2	10	0	10	0	6	1	13	0	13	0	NA	NA
chr2	236716069	236716370	0.778	0.3774625	0.881497468	0.40446	0.9172625	0.223957895	0.657539574	0.153504605	chr2	236716238	236716239	9	2	9	1	10	0	10	0	11	0	12	1	7	0	8	0
chr2	236716069	236716370	0.778	0.3774625	0.881497468	0.40446	0.9172625	0.223957895	0.657539574	0.153504605	chr2	236716291	236716292	NA	NA	17	3	7	1	9	2	6	4	9	1	10	1	NA	NA
chr2	236716069	236716370	0.778	0.3774625	0.881497468	0.40446	0.9172625	0.223957895	0.657539574	0.153504605	chr2	236716292	236716293	12	2	13	0	12	1	13	2	11	2	4	13	9	0	4	3
chr2	236716069	236716370	0.778	0.3774625	0.881497468	0.40446	0.9172625	0.223957895	0.657539574	0.153504605	chr2	236716350	236716351	NA	NA	9	0	NA	NA	12	4	NA	NA	8	5	12	2	NA	NA
chr2	236716069	236716370	0.778	0.3774625	0.881497468	0.40446	0.9172625	0.223957895	0.657539574	0.153504605	chr2	236716351	236716352	6	0	7	1	14	2	7	4	10	1	9	8	11	0	NA	NA
chr2	236716135	236716436	0.76515	0.42023	0.880668354	0.45424	0.936	0.278663158	0.602005197	0.141566842	chr2	236716145	236716146	7	0	20	1	18	1	22	1	13	1	15	0	14	0	NA	NA
chr2	236716135	236716436	0.76515	0.42023	0.880668354	0.45424	0.936	0.278663158	0.602005197	0.141566842	chr2	236716146	236716147	7	1	14	0	15	1	8	1	18	0	9	1	11	0	NA	NA
chr2	236716135	236716436	0.76515	0.42023	0.880668354	0.45424	0.936	0.278663158	0.602005197	0.141566842	chr2	236716232	236716233	NA	NA	16	3	12	0	9	1	7	1	12	1	11	2	NA	NA
chr2	236716135	236716436	0.76515	0.42023	0.880668354	0.45424	0.936	0.278663158	0.602005197	0.141566842	chr2	236716233	236716234	9	2	11	0	13	0	10	0	11	0	12	1	9	0	6	1
chr2	236716135	236716436	0.76515	0.42023	0.880668354	0.45424	0.936	0.278663158	0.602005197	0.141566842	chr2	236716237	236716238	NA	NA	17	2	10	0	10	0	6	1	13	0	13	0	NA	NA
chr2	236716135	236716436	0.76515	0.42023	0.880668354	0.45424	0.936	0.278663158	0.602005197	0.141566842	chr2	236716238	236716239	9	2	9	1	10	0	10	0	11	0	12	1	7	0	8	0
chr2	236716135	236716436	0.76515	0.42023	0.880668354	0.45424	0.936	0.278663158	0.602005197	0.141566842	chr2	236716291	236716292	NA	NA	17	3	7	1	9	2	6	4	9	1	10	1	NA	NA
chr2	236716135	236716436	0.76515	0.42023	0.880668354	0.45424	0.936	0.278663158	0.602005197	0.141566842	chr2	236716292	236716293	12	2	13	0	12	1	13	2	11	2	4	13	9	0	4	3
chr2	236716135	236716436	0.76515	0.42023	0.880668354	0.45424	0.936	0.278663158	0.602005197	0.141566842	chr2	236716350	236716351	NA	NA	9	0	NA	NA	12	4	NA	NA	8	5	12	2	NA	NA
chr2	236716135	236716436	0.76515	0.42023	0.880668354	0.45424	0.936	0.278663158	0.602005197	0.141566842	chr2	236716351	236716352	6	0	7	1	14	2	7	4	10	1	9	8	11	0	NA	NA
chr2	236716135	236716436	0.76515	0.42023	0.880668354	0.45424	0.936	0.278663158	0.602005197	0.141566842	chr2	236716389	236716390	NA	NA	8	1	10	0	9	3	NA	NA	17	1	14	0	NA	NA
chr2	236716135	236716436	0.76515	0.42023	0.880668354	0.45424	0.936	0.278663158	0.602005197	0.141566842	chr2	236716390	236716391	8	1	8	3	19	3	10	0	9	0	16	1	11	2	NA	NA
chr2	236716222	236716523	0.8221	0.3830725	0.881811392	0.4093	0.908775	0.217668421	0.664142971	0.165404079	chr2	236716232	236716233	NA	NA	16	3	12	0	9	1	7	1	12	1	11	2	NA	NA
chr2	236716222	236716523	0.8221	0.3830725	0.881811392	0.4093	0.908775	0.217668421	0.664142971	0.165404079	chr2	236716233	236716234	9	2	11	0	13	0	10	0	11	0	12	1	9	0	6	1
chr2	236716222	236716523	0.8221	0.3830725	0.881811392	0.4093	0.908775	0.217668421	0.664142971	0.165404079	chr2	236716237	236716238	NA	NA	17	2	10	0	10	0	6	1	13	0	13	0	NA	NA
chr2	236716222	236716523	0.8221	0.3830725	0.881811392	0.4093	0.908775	0.217668421	0.664142971	0.165404079	chr2	236716238	236716239	9	2	9	1	10	0	10	0	11	0	12	1	7	0	8	0
chr2	236716222	236716523	0.8221	0.3830725	0.881811392	0.4093	0.908775	0.217668421	0.664142971	0.165404079	chr2	236716291	236716292	NA	NA	17	3	7	1	9	2	6	4	9	1	10	1	NA	NA
chr2	236716222	236716523	0.8221	0.3830725	0.881811392	0.4093	0.908775	0.217668421	0.664142971	0.165404079	chr2	236716292	236716293	12	2	13	0	12	1	13	2	11	2	4	13	9	0	4	3
chr2	236716222	236716523	0.8221	0.3830725	0.881811392	0.4093	0.908775	0.217668421	0.664142971	0.165404079	chr2	236716350	236716351	NA	NA	9	0	NA	NA	12	4	NA	NA	8	5	12	2	NA	NA
chr2	236716222	236716523	0.8221	0.3830725	0.881811392	0.4093	0.908775	0.217668421	0.664142971	0.165404079	chr2	236716351	236716352	6	0	7	1	14	2	7	4	10	1	9	8	11	0	NA	NA
chr2	236716222	236716523	0.8221	0.3830725	0.881811392	0.4093	0.908775	0.217668421	0.664142971	0.165404079	chr2	236716389	236716390	NA	NA	8	1	10	0	9	3	NA	NA	17	1	14	0	NA	NA
chr2	236716222	236716523	0.8221	0.3830725	0.881811392	0.4093	0.908775	0.217668421	0.664142971	0.165404079	chr2	236716390	236716391	8	1	8	3	19	3	10	0	9	0	16	1	11	2	NA	NA
chr2	236716222	236716523	0.8221	0.3830725	0.881811392	0.4093	0.908775	0.217668421	0.664142971	0.165404079	chr2	236716461	236716462	NA	NA	8	2	13	0	9	1	5	2	17	4	13	2	NA	NA
chr2	236716222	236716523	0.8221	0.3830725	0.881811392	0.4093	0.908775	0.217668421	0.664142971	0.165404079	chr2	236716462	236716463	5	1	10	0	25	0	NA	NA	NA	NA	12	0	9	2	NA	NA
chr2	236716222	236716523	0.8221	0.3830725	0.881811392	0.4093	0.908775	0.217668421	0.664142971	0.165404079	chr2	236716472	236716473	NA	NA	9	0	14	0	11	0	8	1	21	1	17	0	NA	NA
chr2	236716222	236716523	0.8221	0.3830725	0.881811392	0.4093	0.908775	0.217668421	0.664142971	0.165404079	chr2	236716473	236716474	NA	NA	12	0	26	0	NA	NA	NA	NA	11	0	10	2	NA	NA
chr2	236716222	236716523	0.8221	0.3830725	0.881811392	0.4093	0.908775	0.217668421	0.664142971	0.165404079	chr2	236716479	236716480	6	0	8	0	13	0	9	1	8	1	19	2	13	3	NA	NA
chr2	236716222	236716523	0.8221	0.3830725	0.881811392	0.4093	0.908775	0.217668421	0.664142971	0.165404079	chr2	236716480	236716481	NA	NA	11	1	22	1	NA	NA	6	0	10	0	10	3	NA	NA
chr2	236716222	236716523	0.8221	0.3830725	0.881811392	0.4093	0.908775	0.217668421	0.664142971	0.165404079	chr2	236716502	236716503	NA	NA	8	1	10	2	12	1	8	0	12	7	13	2	NA	NA
chr2	236716222	236716523	0.8221	0.3830725	0.881811392	0.4093	0.908775	0.217668421	0.664142971	0.165404079	chr2	236716503	236716504	6	1	15	0	19	0	NA	NA	6	0	13	2	8	5	NA	NA
chr2	236760871	236761172	0.8431	0.3754075	0.901239241	0.46324	0.913075	0.146131579	0.755107662	0.229275921	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr2	236760918	236761219	0.863333333	0.456325	0.853316456	0.46828	0.9096125	0.304794737	0.548521719	0.151530263	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr2	236826057	236826358	0.71925	0.373595	0.882316456	0.48128	0.906725	0.170084211	0.712232245	0.203510789	chr2	236826176	236826177	7	0	6	1	10	0	18	0	11	0	9	2	10	0	NA	NA
chr2	236826057	236826358	0.71925	0.373595	0.882316456	0.48128	0.906725	0.170084211	0.712232245	0.203510789	chr2	236826186	236826187	5	1	5	2	8	0	7	8	11	0	7	4	0	10	NA	NA
chr2	236826057	236826358	0.71925	0.373595	0.882316456	0.48128	0.906725	0.170084211	0.712232245	0.203510789	chr2	236826213	236826214	2	4	0	6	1	6	1	13	1	6	1	9	2	8	NA	NA
chr2	236826057	236826358	0.71925	0.373595	0.882316456	0.48128	0.906725	0.170084211	0.712232245	0.203510789	chr2	236826216	236826217	NA	NA	NA	NA	NA	NA	4	2	NA	NA	NA	NA	NA	NA	NA	NA
chr2	236826057	236826358	0.71925	0.373595	0.882316456	0.48128	0.906725	0.170084211	0.712232245	0.203510789	chr2	236826217	236826218	5	1	4	3	3	3	11	2	7	0	5	5	7	3	NA	NA
chr2	236826335	236826636	0.816116667	0.4908975	0.890412658	0.5123	0.9499625	0.359815789	0.530596869	0.131081711	chr2	236826366	236826367	NA	NA	4	4	2	5	0	6	NA	NA	NA	NA	0	7	NA	NA
chr2	236826335	236826636	0.816116667	0.4908975	0.890412658	0.5123	0.9499625	0.359815789	0.530596869	0.131081711	chr2	236826367	236826368	5	6	2	17	5	18	2	10	2	8	6	8	3	19	1	8
chr2	236826335	236826636	0.816116667	0.4908975	0.890412658	0.5123	0.9499625	0.359815789	0.530596869	0.131081711	chr2	236826375	236826376	NA	NA	2	6	1	5	1	6	NA	NA	NA	NA	0	6	NA	NA
chr2	236826335	236826636	0.816116667	0.4908975	0.890412658	0.5123	0.9499625	0.359815789	0.530596869	0.131081711	chr2	236826376	236826377	0	10	0	18	2	21	1	12	1	7	0	16	1	20	0	9
chr2	236826335	236826636	0.816116667	0.4908975	0.890412658	0.5123	0.9499625	0.359815789	0.530596869	0.131081711	chr2	236826511	236826512	NA	NA	NA	NA	NA	NA	2	6	NA	NA	NA	NA	3	5	NA	NA
chr2	236826335	236826636	0.816116667	0.4908975	0.890412658	0.5123	0.9499625	0.359815789	0.530596869	0.131081711	chr2	236826512	236826513	NA	NA	4	6	2	17	4	6	2	6	3	13	0	15	NA	NA
chr2	236826335	236826636	0.816116667	0.4908975	0.890412658	0.5123	0.9499625	0.359815789	0.530596869	0.131081711	chr2	236826550	236826551	NA	NA	6	0	6	0	10	0	NA	NA	NA	NA	6	1	NA	NA
chr2	236826335	236826636	0.816116667	0.4908975	0.890412658	0.5123	0.9499625	0.359815789	0.530596869	0.131081711	chr2	236826551	236826552	5	2	8	1	16	1	10	1	NA	NA	12	4	7	4	NA	NA
chr2	236826335	236826636	0.816116667	0.4908975	0.890412658	0.5123	0.9499625	0.359815789	0.530596869	0.131081711	chr2	236826603	236826604	NA	NA	9	3	2	5	5	2	NA	NA	NA	NA	NA	NA	NA	NA
chr2	236826335	236826636	0.816116667	0.4908975	0.890412658	0.5123	0.9499625	0.359815789	0.530596869	0.131081711	chr2	236826604	236826605	8	1	11	1	15	2	9	1	NA	NA	10	2	5	6	8	0
chr2	236867686	236867987	0.796666667	0.45182	0.859721519	0.5084	0.9285625	0.298594737	0.561126782	0.153225263	chr2	236867830	236867831	9	1	8	1	7	2	NA	NA	7	0	NA	NA	10	2	NA	NA
chr2	236867686	236867987	0.796666667	0.45182	0.859721519	0.5084	0.9285625	0.298594737	0.561126782	0.153225263	chr2	236867831	236867832	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr2	236867686	236867987	0.796666667	0.45182	0.859721519	0.5084	0.9285625	0.298594737	0.561126782	0.153225263	chr2	236867872	236867873	3	3	10	0	12	1	8	0	8	0	8	0	11	1	NA	NA
chr2	236867686	236867987	0.796666667	0.45182	0.859721519	0.5084	0.9285625	0.298594737	0.561126782	0.153225263	chr2	236867873	236867874	NA	NA	5	1	NA	NA	7	0	NA	NA	NA	NA	6	0	NA	NA
chr2	236867686	236867987	0.796666667	0.45182	0.859721519	0.5084	0.9285625	0.298594737	0.561126782	0.153225263	chr2	236867908	236867909	NA	NA	10	0	14	0	9	0	8	0	12	0	8	2	5	1
chr2	236867686	236867987	0.796666667	0.45182	0.859721519	0.5084	0.9285625	0.298594737	0.561126782	0.153225263	chr2	236867909	236867910	6	0	9	0	8	0	9	0	6	1	6	1	NA	NA	NA	NA
chr2	236867686	236867987	0.796666667	0.45182	0.859721519	0.5084	0.9285625	0.298594737	0.561126782	0.153225263	chr2	236867957	236867958	NA	NA	13	1	12	2	5	3	7	2	7	6	10	6	4	3
chr2	236867686	236867987	0.796666667	0.45182	0.859721519	0.5084	0.9285625	0.298594737	0.561126782	0.153225263	chr2	236867958	236867959	4	4	10	4	9	2	7	5	7	1	4	3	6	2	5	2
chr2	236867755	236868056	0.864066667	0.42603	0.867656962	0.64632	0.91075	0.127910526	0.739746436	0.298119474	chr2	236867830	236867831	9	1	8	1	7	2	NA	NA	7	0	NA	NA	10	2	NA	NA
chr2	236867755	236868056	0.864066667	0.42603	0.867656962	0.64632	0.91075	0.127910526	0.739746436	0.298119474	chr2	236867831	236867832	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr2	236867755	236868056	0.864066667	0.42603	0.867656962	0.64632	0.91075	0.127910526	0.739746436	0.298119474	chr2	236867872	236867873	3	3	10	0	12	1	8	0	8	0	8	0	11	1	NA	NA
chr2	236867755	236868056	0.864066667	0.42603	0.867656962	0.64632	0.91075	0.127910526	0.739746436	0.298119474	chr2	236867873	236867874	NA	NA	5	1	NA	NA	7	0	NA	NA	NA	NA	6	0	NA	NA
chr2	236867755	236868056	0.864066667	0.42603	0.867656962	0.64632	0.91075	0.127910526	0.739746436	0.298119474	chr2	236867908	236867909	NA	NA	10	0	14	0	9	0	8	0	12	0	8	2	5	1
chr2	236867755	236868056	0.864066667	0.42603	0.867656962	0.64632	0.91075	0.127910526	0.739746436	0.298119474	chr2	236867909	236867910	6	0	9	0	8	0	9	0	6	1	6	1	NA	NA	NA	NA
chr2	236867755	236868056	0.864066667	0.42603	0.867656962	0.64632	0.91075	0.127910526	0.739746436	0.298119474	chr2	236867957	236867958	NA	NA	13	1	12	2	5	3	7	2	7	6	10	6	4	3
chr2	236867755	236868056	0.864066667	0.42603	0.867656962	0.64632	0.91075	0.127910526	0.739746436	0.298119474	chr2	236867958	236867959	4	4	10	4	9	2	7	5	7	1	4	3	6	2	5	2
chr2	236867755	236868056	0.864066667	0.42603	0.867656962	0.64632	0.91075	0.127910526	0.739746436	0.298119474	chr2	236868037	236868038	NA	NA	15	2	13	3	9	0	8	1	8	3	14	2	6	0
chr2	236867755	236868056	0.864066667	0.42603	0.867656962	0.64632	0.91075	0.127910526	0.739746436	0.298119474	chr2	236868038	236868039	5	1	14	0	6	1	8	1	8	1	8	1	NA	NA	6	0
chr2	236944801	236945102	0.519133333	0.4206925	0.83323038	0.55496	0.9206625	0.286126316	0.547104064	0.134566184	chr2	236944822	236944823	7	0	NA	NA	NA	NA	9	0	NA	NA	NA	NA	4	2	NA	NA
chr2	236944801	236945102	0.519133333	0.4206925	0.83323038	0.55496	0.9206625	0.286126316	0.547104064	0.134566184	chr2	236944823	236944824	6	1	NA	NA	NA	NA	6	1	NA	NA	NA	NA	NA	NA	NA	NA
chr2	236944801	236945102	0.519133333	0.4206925	0.83323038	0.55496	0.9206625	0.286126316	0.547104064	0.134566184	chr2	236944829	236944830	6	0	NA	NA	NA	NA	9	0	NA	NA	NA	NA	6	0	NA	NA
chr2	236944801	236945102	0.519133333	0.4206925	0.83323038	0.55496	0.9206625	0.286126316	0.547104064	0.134566184	chr2	236944830	236944831	6	1	NA	NA	NA	NA	8	0	NA	NA	NA	NA	NA	NA	NA	NA
chr2	236944801	236945102	0.519133333	0.4206925	0.83323038	0.55496	0.9206625	0.286126316	0.547104064	0.134566184	chr2	236944832	236944833	6	0	NA	NA	NA	NA	10	0	NA	NA	NA	NA	6	0	NA	NA
chr2	236944801	236945102	0.519133333	0.4206925	0.83323038	0.55496	0.9206625	0.286126316	0.547104064	0.134566184	chr2	236944833	236944834	7	0	NA	NA	NA	NA	8	0	NA	NA	NA	NA	NA	NA	NA	NA
chr2	236944801	236945102	0.519133333	0.4206925	0.83323038	0.55496	0.9206625	0.286126316	0.547104064	0.134566184	chr2	236944929	236944930	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	6	0	NA	NA
chr2	236944801	236945102	0.519133333	0.4206925	0.83323038	0.55496	0.9206625	0.286126316	0.547104064	0.134566184	chr2	236944930	236944931	8	1	14	0	11	0	12	1	8	0	8	1	NA	NA	NA	NA
chr2	236944801	236945102	0.519133333	0.4206925	0.83323038	0.55496	0.9206625	0.286126316	0.547104064	0.134566184	chr2	236944951	236944952	5	1	13	2	10	3	11	1	9	0	12	0	NA	NA	NA	NA
chr2	236944801	236945102	0.519133333	0.4206925	0.83323038	0.55496	0.9206625	0.286126316	0.547104064	0.134566184	chr2	236945028	236945029	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	236944801	236945102	0.519133333	0.4206925	0.83323038	0.55496	0.9206625	0.286126316	0.547104064	0.134566184	chr2	236945029	236945030	NA	NA	9	0	13	0	NA	NA	7	1	9	1	NA	NA	NA	NA
chr2	236944801	236945102	0.519133333	0.4206925	0.83323038	0.55496	0.9206625	0.286126316	0.547104064	0.134566184	chr2	236945094	236945095	NA	NA	NA	NA	5	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	236944801	236945102	0.519133333	0.4206925	0.83323038	0.55496	0.9206625	0.286126316	0.547104064	0.134566184	chr2	236945095	236945096	NA	NA	NA	NA	11	0	NA	NA	NA	NA	5	1	NA	NA	NA	NA
chr2	239494903	239495204	0.140916667	0.2486675	0.818125316	0.34854	0.9378375	0.198489474	0.619635843	0.050178026	chr2	239494905	239494906	NA	NA	5	3	NA	NA	NA	NA	NA	NA	5	2	NA	NA	5	1
chr2	239494903	239495204	0.140916667	0.2486675	0.818125316	0.34854	0.9378375	0.198489474	0.619635843	0.050178026	chr2	239494906	239494907	6	0	5	3	NA	NA	NA	NA	7	0	8	0	11	0	6	0
chr2	239494903	239495204	0.140916667	0.2486675	0.818125316	0.34854	0.9378375	0.198489474	0.619635843	0.050178026	chr2	239495033	239495034	NA	NA	18	1	10	2	NA	NA	9	1	11	1	6	0	8	0
chr2	239494903	239495204	0.140916667	0.2486675	0.818125316	0.34854	0.9378375	0.198489474	0.619635843	0.050178026	chr2	239495087	239495088	NA	NA	21	1	15	0	10	0	14	0	15	0	9	0	8	0
chr2	239494903	239495204	0.140916667	0.2486675	0.818125316	0.34854	0.9378375	0.198489474	0.619635843	0.050178026	chr2	239495132	239495133	7	2	21	4	10	5	12	3	9	3	12	5	8	0	6	1
chr2	239494903	239495204	0.140916667	0.2486675	0.818125316	0.34854	0.9378375	0.198489474	0.619635843	0.050178026	chr2	239495133	239495134	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr2	239494903	239495204	0.140916667	0.2486675	0.818125316	0.34854	0.9378375	0.198489474	0.619635843	0.050178026	chr2	239495190	239495191	10	1	19	1	8	4	16	0	10	2	12	1	6	2	7	0
chr2	239495058	239495359	0.190466667	0.3158875	0.841874684	0.40548	0.94915	0.273478947	0.568395736	0.042408553	chr2	239495087	239495088	NA	NA	21	1	15	0	10	0	14	0	15	0	9	0	8	0
chr2	239495058	239495359	0.190466667	0.3158875	0.841874684	0.40548	0.94915	0.273478947	0.568395736	0.042408553	chr2	239495132	239495133	7	2	21	4	10	5	12	3	9	3	12	5	8	0	6	1
chr2	239495058	239495359	0.190466667	0.3158875	0.841874684	0.40548	0.94915	0.273478947	0.568395736	0.042408553	chr2	239495133	239495134	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr2	239495058	239495359	0.190466667	0.3158875	0.841874684	0.40548	0.94915	0.273478947	0.568395736	0.042408553	chr2	239495190	239495191	10	1	19	1	8	4	16	0	10	2	12	1	6	2	7	0
chr2	239495058	239495359	0.190466667	0.3158875	0.841874684	0.40548	0.94915	0.273478947	0.568395736	0.042408553	chr2	239495321	239495322	7	1	17	3	15	1	12	1	8	1	11	4	10	1	NA	NA
chr2	240062203	240062504	0.80895	0.4709125	0.839675949	0.3878	0.940025	0.453047368	0.386628581	0.017865132	chr2	240062382	240062383	4	2	8	1	11	1	NA	NA	6	1	12	0	10	1	NA	NA
