chr	start	end		cereb_average	all_brain_average	other_brain_avg	pref_average	leuk_average	white_matter	chr 	start	end	als.1	als.2	als.3	als.4	ctrl.1	ctrl.2	ctrl.3	ctrl.4
chr13	53061735	53061886		0.8399	0.55538	0.871408861	0.67282	0.9295625	0.394742105	chr13	53061776	53061777	100	78.57142857	87.5	66.66666667	100	90.90909091	72.22222222	NA
chr5	95245381	95245532		0.8557	0.578325	0.894388608	0.67388	0.970625	0.417773684	.	-1	-1	.	.	.	.	.	.	.	.
chr13	44267610	44267761		0.86365	0.5890525	0.905162025	0.67814	0.95755	0.434889474	.	-1	-1	.	.	.	.	.	.	.	.
chr16	49883724	49883875		0.841883333	0.489045	0.805373418	0.56	0.9550625	0.319357895	chr16	49883767	49883768	NA	NA	80	50	80	66.66666667	NA	85.71428571
chr16	49883724	49883875		0.841883333	0.489045	0.805373418	0.56	0.9550625	0.319357895	chr16	49883768	49883769	88.88888889	69.23076923	92.30769231	50	57.14285714	72.72727273	100	NA
chr16	49883724	49883875		0.841883333	0.489045	0.805373418	0.56	0.9550625	0.319357895	chr16	49883783	49883784	NA	NA	91.66666667	NA	87.5	83.33333333	NA	100
chr16	49883724	49883875		0.841883333	0.489045	0.805373418	0.56	0.9550625	0.319357895	chr16	49883784	49883785	77.77777778	76.92307692	91.66666667	90.90909091	75	90.90909091	100	NA
chr16	49883724	49883875		0.841883333	0.489045	0.805373418	0.56	0.9550625	0.319357895	chr16	49883801	49883802	NA	NA	100	NA	87.5	90.90909091	NA	100
chr16	49883724	49883875		0.841883333	0.489045	0.805373418	0.56	0.9550625	0.319357895	chr16	49883802	49883803	87.5	76.92307692	100	100	100	80	100	NA
chr16	49883724	49883875		0.841883333	0.489045	0.805373418	0.56	0.9550625	0.319357895	chr16	49883874	49883875	NA	75	100	NA	NA	85.71428571	NA	85.71428571
chr14	21046637	21046788		0.754166667	0.5460925	0.862611392	0.57312	0.9529875	0.450589474	chr14	21046660	21046661	85.71428571	100	80	87.5	85.71428571	100	NA	NA
chr14	21046637	21046788		0.754166667	0.5460925	0.862611392	0.57312	0.9529875	0.450589474	chr14	21046661	21046662	83.33333333	92.85714286	78.94736842	60	100	100	93.75	90
chr14	21046637	21046788		0.754166667	0.5460925	0.862611392	0.57312	0.9529875	0.450589474	chr14	21046746	21046747	NA	90.90909091	66.66666667	85.71428571	100	90	83.33333333	NA
chr14	21046637	21046788		0.754166667	0.5460925	0.862611392	0.57312	0.9529875	0.450589474	chr14	21046747	21046748	NA	88.88888889	87.5	87.5	NA	100	83.33333333	87.5
chr14	96014407	96014558		0.810933333	0.4946725	0.811236709	0.55136	0.9501125	0.341468421	chr14	96014452	96014453	NA	81.81818182	84.61538462	100	90.90909091	85.71428571	78.57142857	100
chr14	96014407	96014558		0.810933333	0.4946725	0.811236709	0.55136	0.9501125	0.341468421	chr14	96014453	96014454	NA	82.35294118	84.61538462	90	100	100	75	NA
chr14	96014407	96014558		0.810933333	0.4946725	0.811236709	0.55136	0.9501125	0.341468421	chr14	96014474	96014475	100	80	83.33333333	77.77777778	88.88888889	50	66.66666667	85.71428571
chr14	96014407	96014558		0.810933333	0.4946725	0.811236709	0.55136	0.9501125	0.341468421	chr14	96014475	96014476	66.66666667	47.05882353	85.71428571	75	91.66666667	66.66666667	82.60869565	71.42857143
chr6	32044128	32044279		0.6493	0.51176	0.828368354	0.49426	0.97385	0.482410526	.	-1	-1	.	.	.	.	.	.	.	.
chr13	36073744	36073895		0.499166667	0.53324	0.84998481	0.63862	0.9587	0.480226316	chr13	36073807	36073808	88.88888889	76.92307692	75	77.77777778	72.72727273	85.71428571	55.55555556	NA
chr13	36073744	36073895		0.499166667	0.53324	0.84998481	0.63862	0.9587	0.480226316	chr13	36073808	36073809	92.85714286	86.66666667	84.21052632	86.66666667	85	76.92307692	78.57142857	NA
chr13	36073744	36073895		0.499166667	0.53324	0.84998481	0.63862	0.9587	0.480226316	chr13	36073860	36073861	92.30769231	100	92.85714286	71.42857143	94.11764706	100	87.5	100
chr13	36073744	36073895		0.499166667	0.53324	0.84998481	0.63862	0.9587	0.480226316	chr13	36073861	36073862	100	100	92.85714286	100	94.44444444	93.33333333	83.33333333	100
chr5	156886072	156886223		0.842333333	0.56241	0.879162025	0.65214	0.9356125	0.389984211	chr5	156886072	156886073	NA	84.61538462	100	100	100	100	95.23809524	NA
chr5	156886072	156886223		0.842333333	0.56241	0.879162025	0.65214	0.9356125	0.389984211	chr5	156886073	156886074	NA	88.88888889	100	87.5	100	75	100	100
chr5	156886072	156886223		0.842333333	0.56241	0.879162025	0.65214	0.9356125	0.389984211	chr5	156886076	156886077	NA	100	100	100	100	90.90909091	100	NA
chr5	156886072	156886223		0.842333333	0.56241	0.879162025	0.65214	0.9356125	0.389984211	chr5	156886077	156886078	NA	100	100	100	85.71428571	83.33333333	100	100
chr5	156886072	156886223		0.842333333	0.56241	0.879162025	0.65214	0.9356125	0.389984211	chr5	156886102	156886103	NA	100	100	90.90909091	100	100	100	NA
chr5	156886072	156886223		0.842333333	0.56241	0.879162025	0.65214	0.9356125	0.389984211	chr5	156886103	156886104	NA	100	91.66666667	100	77.77777778	100	100	90
chr5	156886072	156886223		0.842333333	0.56241	0.879162025	0.65214	0.9356125	0.389984211	chr5	156886108	156886109	NA	90.90909091	87.5	100	90	100	100	NA
chr5	156886072	156886223		0.842333333	0.56241	0.879162025	0.65214	0.9356125	0.389984211	chr5	156886109	156886110	NA	88.88888889	100	90	88.88888889	100	100	100
chr10	122864071	122864222		0.791783333	0.5284225	0.845177215	0.59484	0.943775	0.392421053	.	-1	-1	.	.	.	.	.	.	.	.
chr17	46988651	46988802		0.836083333	0.5102675	0.82705443	0.5823	0.9095875	0.336	chr17	46988693	46988694	88.88888889	100	92.85714286	100	81.81818182	100	93.75	84.61538462
chr17	46988651	46988802		0.836083333	0.5102675	0.82705443	0.5823	0.9095875	0.336	chr17	46988694	46988695	NA	NA	NA	100	NA	NA	NA	NA
chr17	46988651	46988802		0.836083333	0.5102675	0.82705443	0.5823	0.9095875	0.336	chr17	46988706	46988707	88.88888889	83.33333333	92.30769231	85	88.88888889	90.90909091	71.42857143	100
chr17	46988651	46988802		0.836083333	0.5102675	0.82705443	0.5823	0.9095875	0.336	chr17	46988707	46988708	NA	NA	NA	85.71428571	NA	NA	NA	NA
chr17	46988651	46988802		0.836083333	0.5102675	0.82705443	0.5823	0.9095875	0.336	chr17	46988741	46988742	66.66666667	100	86.66666667	72.22222222	90	92.85714286	92.30769231	90.90909091
chr17	46988651	46988802		0.836083333	0.5102675	0.82705443	0.5823	0.9095875	0.336	chr17	46988742	46988743	NA	NA	50	100	NA	100	NA	NA
chr1	2483711	2483862		0.357083333	0.5234725	0.840321519	0.62704	0.9603	0.485315789	.	-1	-1	.	.	.	.	.	.	.	.
chr1	8044916	8045067		0.620533333	0.554785	0.871698734	0.63832	0.913425	0.478452632	chr1	8044955	8044956	NA	100	77.77777778	100	NA	84.61538462	88.88888889	77.77777778
chr1	8044916	8045067		0.620533333	0.554785	0.871698734	0.63832	0.913425	0.478452632	chr1	8044956	8044957	NA	100	100	86.66666667	100	100	100	83.33333333
chr1	8044916	8045067		0.620533333	0.554785	0.871698734	0.63832	0.913425	0.478452632	chr1	8044957	8044958	NA	100	100	93.33333333	NA	100	100	100
chr1	8044916	8045067		0.620533333	0.554785	0.871698734	0.63832	0.913425	0.478452632	chr1	8044958	8044959	NA	100	100	100	100	94.11764706	100	100
chr1	8044916	8045067		0.620533333	0.554785	0.871698734	0.63832	0.913425	0.478452632	chr1	8044997	8044998	NA	100	100	100	NA	100	NA	NA
chr1	8044916	8045067		0.620533333	0.554785	0.871698734	0.63832	0.913425	0.478452632	chr1	8044998	8044999	NA	100	91.66666667	100	100	100	100	100
chr1	8044916	8045067		0.620533333	0.554785	0.871698734	0.63832	0.913425	0.478452632	chr1	8045015	8045016	NA	100	NA	100	NA	100	100	NA
chr1	8044916	8045067		0.620533333	0.554785	0.871698734	0.63832	0.913425	0.478452632	chr1	8045016	8045017	NA	100	90.47619048	100	100	100	100	NA
chr1	8044916	8045067		0.620533333	0.554785	0.871698734	0.63832	0.913425	0.478452632	chr1	8045033	8045034	NA	100	NA	100	NA	90.90909091	NA	NA
chr1	8044916	8045067		0.620533333	0.554785	0.871698734	0.63832	0.913425	0.478452632	chr1	8045034	8045035	NA	100	91.30434783	100	100	93.33333333	100	NA
chr1	8044916	8045067		0.620533333	0.554785	0.871698734	0.63832	0.913425	0.478452632	chr1	8045043	8045044	NA	100	NA	100	NA	100	NA	NA
chr1	8044916	8045067		0.620533333	0.554785	0.871698734	0.63832	0.913425	0.478452632	chr1	8045044	8045045	NA	100	100	87.5	100	100	100	100
chr9	98173024	98173175		0.8047	0.5496075	0.866579747	0.6012	0.9438125	0.419405263	chr9	98173043	98173044	100	100	100	92.30769231	92.30769231	90.90909091	87.5	NA
chr9	98173024	98173175		0.8047	0.5496075	0.866579747	0.6012	0.9438125	0.419405263	chr9	98173044	98173045	NA	87.5	NA	88.88888889	NA	NA	100	NA
chr9	98173024	98173175		0.8047	0.5496075	0.866579747	0.6012	0.9438125	0.419405263	chr9	98173070	98173071	100	95.23809524	100	93.33333333	80	100	85.71428571	NA
chr9	98173024	98173175		0.8047	0.5496075	0.866579747	0.6012	0.9438125	0.419405263	chr9	98173071	98173072	NA	100	NA	66.66666667	NA	100	100	NA
chr9	98173024	98173175		0.8047	0.5496075	0.866579747	0.6012	0.9438125	0.419405263	chr9	98173084	98173085	100	94.73684211	85.71428571	100	100	100	87.5	NA
chr9	98173024	98173175		0.8047	0.5496075	0.866579747	0.6012	0.9438125	0.419405263	chr9	98173085	98173086	NA	100	100	100	NA	100	100	NA
chr9	98173024	98173175		0.8047	0.5496075	0.866579747	0.6012	0.9438125	0.419405263	chr9	98173165	98173166	100	86.36363636	93.33333333	94.73684211	100	NA	83.33333333	100
chr9	98173024	98173175		0.8047	0.5496075	0.866579747	0.6012	0.9438125	0.419405263	chr9	98173166	98173167	100	87.5	87.5	100	NA	81.81818182	100	NA
chr10	131731494	131731645		0.866433333	0.53739	0.854363291	0.51996	0.9057375	0.431821053	chr10	131731520	131731521	NA	80	100	83.33333333	NA	84.61538462	NA	NA
chr10	131731494	131731645		0.866433333	0.53739	0.854363291	0.51996	0.9057375	0.431821053	chr10	131731521	131731522	83.33333333	85.71428571	100	78.57142857	83.33333333	100	75	NA
chr10	131731494	131731645		0.866433333	0.53739	0.854363291	0.51996	0.9057375	0.431821053	chr10	131731530	131731531	NA	80	100	100	NA	100	NA	NA
chr10	131731494	131731645		0.866433333	0.53739	0.854363291	0.51996	0.9057375	0.431821053	chr10	131731531	131731532	85.71428571	87.5	100	84.61538462	100	100	100	NA
chr10	131731494	131731645		0.866433333	0.53739	0.854363291	0.51996	0.9057375	0.431821053	chr10	131731541	131731542	NA	100	71.42857143	100	NA	91.66666667	NA	NA
chr10	131731494	131731645		0.866433333	0.53739	0.854363291	0.51996	0.9057375	0.431821053	chr10	131731542	131731543	85.71428571	85.71428571	88.88888889	92.30769231	92.85714286	100	100	100
chr10	131731494	131731645		0.866433333	0.53739	0.854363291	0.51996	0.9057375	0.431821053	chr10	131731643	131731644	100	NA	100	87.5	100	100	100	NA
chr10	131731494	131731645		0.866433333	0.53739	0.854363291	0.51996	0.9057375	0.431821053	chr10	131731644	131731645	63.63636364	100	100	88.88888889	100	100	90.90909091	NA
chr6	30175892	30176043		0.865633333	0.4827275	0.800064557	0.55568	0.950875	0.307431579	.	-1	-1	.	.	.	.	.	.	.	.
chr16	4521222	4521373		0.903416667	0.6167925	0.934277215	0.7234	0.9751	0.441489474	.	-1	-1	.	.	.	.	.	.	.	.
chr2	70188437	70188588		0.8829	0.5655475	0.883206329	0.6414	0.9457375	0.408115789	chr2	70188441	70188442	100	83.33333333	NA	100	100	100	100	NA
chr2	70188437	70188588		0.8829	0.5655475	0.883206329	0.6414	0.9457375	0.408115789	chr2	70188442	70188443	NA	60	100	100	85.71428571	NA	100	NA
chr2	70188437	70188588		0.8829	0.5655475	0.883206329	0.6414	0.9457375	0.408115789	chr2	70188469	70188470	NA	83.33333333	100	NA	100	100	100	NA
chr2	70188437	70188588		0.8829	0.5655475	0.883206329	0.6414	0.9457375	0.408115789	chr2	70188470	70188471	NA	90	88.88888889	100	71.42857143	100	100	NA
chr2	70188437	70188588		0.8829	0.5655475	0.883206329	0.6414	0.9457375	0.408115789	chr2	70188476	70188477	NA	57.14285714	100	NA	100	100	100	NA
chr2	70188437	70188588		0.8829	0.5655475	0.883206329	0.6414	0.9457375	0.408115789	chr2	70188477	70188478	NA	87.5	100	100	85.71428571	100	100	NA
chr4	71457763	71457914		0.74025	0.4891675	0.806972152	0.56918	0.92805	0.374721053	chr4	71457772	71457773	85.71428571	NA	100	100	100	90	100	NA
chr4	71457763	71457914		0.74025	0.4891675	0.806972152	0.56918	0.92805	0.374721053	chr4	71457773	71457774	77.77777778	86.66666667	100	100	100	100	87.5	NA
chr4	71457763	71457914		0.74025	0.4891675	0.806972152	0.56918	0.92805	0.374721053	chr4	71457832	71457833	100	100	86.66666667	90	84.61538462	100	100	NA
chr4	71457763	71457914		0.74025	0.4891675	0.806972152	0.56918	0.92805	0.374721053	chr4	71457833	71457834	100	94.44444444	91.66666667	100	100	100	100	NA
chr6	166836655	166836806		0.8342	0.6039725	0.921789873	0.67554	0.93	0.4635	chr6	166836698	166836699	NA	87.5	100	66.66666667	100	100	83.33333333	100
chr6	166836655	166836806		0.8342	0.6039725	0.921789873	0.67554	0.93	0.4635	chr6	166836699	166836700	100	100	91.66666667	92.30769231	100	100	100	NA
chr6	166836655	166836806		0.8342	0.6039725	0.921789873	0.67554	0.93	0.4635	chr6	166836714	166836715	100	90	100	100	NA	100	100	100
chr6	166836655	166836806		0.8342	0.6039725	0.921789873	0.67554	0.93	0.4635	chr6	166836715	166836716	83.33333333	100	100	100	100	87.5	100	NA
chr6	166836655	166836806		0.8342	0.6039725	0.921789873	0.67554	0.93	0.4635	chr6	166836729	166836730	100	100	100	100	NA	100	83.33333333	88.88888889
chr6	166836655	166836806		0.8342	0.6039725	0.921789873	0.67554	0.93	0.4635	chr6	166836730	166836731	NA	100	100	100	90.90909091	87.5	88.88888889	NA
chr6	166836655	166836806		0.8342	0.6039725	0.921789873	0.67554	0.93	0.4635	chr6	166836773	166836774	87.5	90.90909091	94.11764706	100	NA	75	72.72727273	71.42857143
chr6	166836655	166836806		0.8342	0.6039725	0.921789873	0.67554	0.93	0.4635	chr6	166836774	166836775	NA	100	90	88.88888889	90.90909091	100	100	NA
chr10	98799197	98799348		0.829183333	0.540955	0.85878481	0.51678	0.9226375	0.467210526	.	-1	-1	.	.	.	.	.	.	.	.
chr8	36641696	36641847		0.74275	0.5640425	0.881894937	0.65378	0.9392375	0.440726316	chr8	36641714	36641715	100	100	100	100	100	70.58823529	90	NA
chr8	36641696	36641847		0.74275	0.5640425	0.881894937	0.65378	0.9392375	0.440726316	chr8	36641715	36641716	NA	85.71428571	77.77777778	100	100	41.66666667	87.5	NA
chr8	36641696	36641847		0.74275	0.5640425	0.881894937	0.65378	0.9392375	0.440726316	chr8	36641716	36641717	100	100	100	100	100	88.23529412	83.33333333	NA
chr8	36641696	36641847		0.74275	0.5640425	0.881894937	0.65378	0.9392375	0.440726316	chr8	36641717	36641718	NA	100	100	100	100	83.33333333	100	NA
chr8	36641696	36641847		0.74275	0.5640425	0.881894937	0.65378	0.9392375	0.440726316	chr8	36641770	36641771	90.90909091	90.90909091	88.88888889	80	84.61538462	81.81818182	84.61538462	71.42857143
chr8	36641696	36641847		0.74275	0.5640425	0.881894937	0.65378	0.9392375	0.440726316	chr8	36641771	36641772	NA	NA	NA	77.77777778	NA	NA	90	NA
chr8	36641696	36641847		0.74275	0.5640425	0.881894937	0.65378	0.9392375	0.440726316	chr8	36641801	36641802	100	64.28571429	88.88888889	87.5	100	87.5	83.33333333	83.33333333
chr8	36641696	36641847		0.74275	0.5640425	0.881894937	0.65378	0.9392375	0.440726316	chr8	36641802	36641803	NA	NA	100	87.5	NA	100	100	NA
chr8	36641696	36641847		0.74275	0.5640425	0.881894937	0.65378	0.9392375	0.440726316	chr8	36641845	36641846	42.85714286	72.72727273	75	100	83.33333333	87.5	77.77777778	NA
chr8	36641696	36641847		0.74275	0.5640425	0.881894937	0.65378	0.9392375	0.440726316	chr8	36641846	36641847	NA	NA	100	71.42857143	NA	83.33333333	85.71428571	NA
chr11	46457917	46458068		0.56245	0.504095	0.821955696	0.59354	0.9402875	0.405347368	.	-1	-1	.	.	.	.	.	.	.	.
chr3	170140930	170141081		0.867316667	0.571055	0.889006329	0.64268	0.9305625	0.412894737	.	-1	-1	.	.	.	.	.	.	.	.
chr1	10788726	10788877		0.823	0.5028725	0.820835443	0.47606	0.9360625	0.405442105	.	-1	-1	.	.	.	.	.	.	.	.
chr12	83176355	83176506		0.801766667	0.5305575	0.848744304	0.63088	0.9316375	0.341094737	chr12	83176394	83176395	NA	NA	NA	85.71428571	NA	100	100	NA
chr12	83176355	83176506		0.801766667	0.5305575	0.848744304	0.63088	0.9316375	0.341094737	chr12	83176395	83176396	NA	100	NA	90	100	100	100	NA
chr12	83176355	83176506		0.801766667	0.5305575	0.848744304	0.63088	0.9316375	0.341094737	chr12	83176427	83176428	NA	100	100	75	100	100	83.33333333	NA
chr12	83176355	83176506		0.801766667	0.5305575	0.848744304	0.63088	0.9316375	0.341094737	chr12	83176428	83176429	NA	100	NA	NA	100	NA	100	NA
chr12	83176355	83176506		0.801766667	0.5305575	0.848744304	0.63088	0.9316375	0.341094737	chr12	83176437	83176438	NA	100	100	87.5	100	90	100	NA
chr12	83176355	83176506		0.801766667	0.5305575	0.848744304	0.63088	0.9316375	0.341094737	chr12	83176438	83176439	NA	87.5	NA	100	100	NA	100	NA
chr12	83176355	83176506		0.801766667	0.5305575	0.848744304	0.63088	0.9316375	0.341094737	chr12	83176443	83176444	NA	100	100	87.5	100	90	100	NA
chr12	83176355	83176506		0.801766667	0.5305575	0.848744304	0.63088	0.9316375	0.341094737	chr12	83176444	83176445	NA	100	NA	100	100	NA	100	NA
chr1	198827930	198828081		0.777066667	0.563085	0.881350633	0.68718	0.940925	0.398584211	chr1	198827991	198827992	NA	NA	NA	88.88888889	66.66666667	42.85714286	50	83.33333333
chr1	198827930	198828081		0.777066667	0.563085	0.881350633	0.68718	0.940925	0.398584211	chr1	198827992	198827993	NA	55.55555556	27.27272727	NA	33.33333333	36.36363636	44.44444444	NA
chr1	198827930	198828081		0.777066667	0.563085	0.881350633	0.68718	0.940925	0.398584211	chr1	198827995	198827996	NA	NA	42.85714286	77.77777778	0	28.57142857	50	66.66666667
chr1	198827930	198828081		0.777066667	0.563085	0.881350633	0.68718	0.940925	0.398584211	chr1	198827996	198827997	NA	30	38.46153846	NA	50	20	22.22222222	NA
chr1	198827930	198828081		0.777066667	0.563085	0.881350633	0.68718	0.940925	0.398584211	chr1	198828028	198828029	66.66666667	66.66666667	57.14285714	57.14285714	75	37.5	37.5	NA
chr1	198827930	198828081		0.777066667	0.563085	0.881350633	0.68718	0.940925	0.398584211	chr1	198828029	198828030	NA	41.66666667	36.36363636	NA	66.66666667	NA	NA	NA
chr12	15873490	15873641		0.8367	0.55538	0.873811392	0.61562	0.91035	0.421394737	chr12	15873567	15873568	NA	100	NA	100	100	100	NA	NA
chr12	15873490	15873641		0.8367	0.55538	0.873811392	0.61562	0.91035	0.421394737	chr12	15873568	15873569	100	91.66666667	88.88888889	100	100	100	92.85714286	90
chr12	15873490	15873641		0.8367	0.55538	0.873811392	0.61562	0.91035	0.421394737	chr12	15873569	15873570	NA	100	NA	85.71428571	77.77777778	83.33333333	NA	NA
chr12	15873490	15873641		0.8367	0.55538	0.873811392	0.61562	0.91035	0.421394737	chr12	15873570	15873571	88.88888889	91.66666667	89.47368421	92.30769231	100	100	100	90
chr12	15873490	15873641		0.8367	0.55538	0.873811392	0.61562	0.91035	0.421394737	chr12	15873577	15873578	NA	100	NA	100	100	100	NA	NA
chr12	15873490	15873641		0.8367	0.55538	0.873811392	0.61562	0.91035	0.421394737	chr12	15873578	15873579	100	100	100	100	100	100	100	100
chr6	32363813	32363964		0.60885	0.53097	0.849705063	0.62744	0.9053625	0.437484211	.	-1	-1	.	.	.	.	.	.	.	.
chr11	94798727	94798878		0.746666667	0.519555	0.838856962	0.61716	0.9458625	0.341215789	chr11	94798777	94798778	100	84.61538462	93.33333333	100	83.33333333	92.85714286	85.71428571	NA
chr8	16941929	16942080		0.521216667	0.4987775	0.818127848	0.54036	0.92185	0.463015789	chr8	16941996	16941997	NA	63.63636364	75	44.44444444	66.66666667	50	58.33333333	NA
chr8	16941929	16942080		0.521216667	0.4987775	0.818127848	0.54036	0.92185	0.463015789	chr8	16942058	16942059	NA	75	77.77777778	100	100	83.33333333	63.63636364	NA
chr8	16941929	16942080		0.521216667	0.4987775	0.818127848	0.54036	0.92185	0.463015789	chr8	16942059	16942060	NA	NA	NA	100	NA	NA	NA	NA
chr19	49686179	49686330		0.406366667	0.489735	0.809253165	0.58868	0.9354875	0.447526316	chr19	49686230	49686231	NA	NA	NA	NA	NA	100	NA	NA
chr19	49686179	49686330		0.406366667	0.489735	0.809253165	0.58868	0.9354875	0.447526316	chr19	49686250	49686251	NA	NA	100	NA	NA	75	NA	NA
chr19	49686179	49686330		0.406366667	0.489735	0.809253165	0.58868	0.9354875	0.447526316	chr19	49686272	49686273	NA	NA	100	71.42857143	NA	77.77777778	NA	NA
chr19	49686179	49686330		0.406366667	0.489735	0.809253165	0.58868	0.9354875	0.447526316	chr19	49686278	49686279	NA	NA	100	85.71428571	NA	100	NA	NA
chr19	49686179	49686330		0.406366667	0.489735	0.809253165	0.58868	0.9354875	0.447526316	chr19	49686288	49686289	NA	NA	NA	NA	NA	100	NA	NA
chr19	49686179	49686330		0.406366667	0.489735	0.809253165	0.58868	0.9354875	0.447526316	chr19	49686294	49686295	NA	NA	NA	100	NA	88.88888889	NA	NA
chr19	49686179	49686330		0.406366667	0.489735	0.809253165	0.58868	0.9354875	0.447526316	chr19	49686302	49686303	NA	NA	100	100	NA	100	100	NA
chr19	49686179	49686330		0.406366667	0.489735	0.809253165	0.58868	0.9354875	0.447526316	chr19	49686325	49686326	NA	100	50	87.5	NA	87.5	100	NA
chr1	26040562	26040713		0.817433333	0.5494875	0.869159494	0.54928	0.9343375	0.464952632	chr1	26040618	26040619	100	91.66666667	80	90.90909091	100	100	100	100
chr1	26040562	26040713		0.817433333	0.5494875	0.869159494	0.54928	0.9343375	0.464952632	chr1	26040619	26040620	88.88888889	NA	100	88.88888889	NA	100	100	100
chr1	26040562	26040713		0.817433333	0.5494875	0.869159494	0.54928	0.9343375	0.464952632	chr1	26040640	26040641	100	100	100	100	100	NA	NA	NA
chr1	26040562	26040713		0.817433333	0.5494875	0.869159494	0.54928	0.9343375	0.464952632	chr1	26040641	26040642	100	NA	100	100	NA	100	100	100
chr5	146231989	146232140		0.8064	0.496245	0.816005063	0.54374	0.9039	0.353526316	chr5	146232011	146232012	100	100	100	100	100	100	100	100
chr5	146231989	146232140		0.8064	0.496245	0.816005063	0.54374	0.9039	0.353526316	chr5	146232012	146232013	83.33333333	92.85714286	100	100	100	100	90.90909091	100
chr5	146231989	146232140		0.8064	0.496245	0.816005063	0.54374	0.9039	0.353526316	chr5	146232103	146232104	NA	84.61538462	88.88888889	93.33333333	100	100	100	100
chr5	146231989	146232140		0.8064	0.496245	0.816005063	0.54374	0.9039	0.353526316	chr5	146232104	146232105	NA	92.85714286	90	100	100	100	93.75	100
chr5	154255154	154255305		0.776466667	0.546175	0.86615443	0.66186	0.91495	0.378121053	chr5	154255175	154255176	NA	NA	NA	100	NA	NA	NA	NA
chr5	154255154	154255305		0.776466667	0.546175	0.86615443	0.66186	0.91495	0.378121053	chr5	154255176	154255177	100	85.71428571	90	93.33333333	71.42857143	100	100	NA
chr5	154255154	154255305		0.776466667	0.546175	0.86615443	0.66186	0.91495	0.378121053	chr5	154255299	154255300	NA	71.42857143	92.30769231	100	NA	75	64.70588235	83.33333333
chr5	154255154	154255305		0.776466667	0.546175	0.86615443	0.66186	0.91495	0.378121053	chr5	154255300	154255301	NA	NA	NA	NA	NA	NA	75	NA
chr19	47988411	47988562		0.744566667	0.548265	0.868308861	0.5826	0.9199125	0.454026316	chr19	47988455	47988456	NA	90.90909091	76.92307692	100	100	100	88.88888889	87.5
chr19	47988411	47988562		0.744566667	0.548265	0.868308861	0.5826	0.9199125	0.454026316	chr19	47988456	47988457	NA	100	71.42857143	NA	NA	100	NA	NA
chr19	47988411	47988562		0.744566667	0.548265	0.868308861	0.5826	0.9199125	0.454026316	chr19	47988523	47988524	83.33333333	83.33333333	81.25	80	86.66666667	100	71.42857143	100
chr19	47988411	47988562		0.744566667	0.548265	0.868308861	0.5826	0.9199125	0.454026316	chr19	47988524	47988525	NA	NA	NA	71.42857143	NA	83.33333333	77.77777778	85.71428571
chr6	163760518	163760669		0.84905	0.505825	0.825968354	0.53882	0.9579625	0.361157895	chr6	163760634	163760635	0	91.66666667	100	NA	80	100	0	NA
chr6	163760518	163760669		0.84905	0.505825	0.825968354	0.53882	0.9579625	0.361157895	chr6	163760655	163760656	100	81.81818182	90.90909091	NA	100	75	73.33333333	NA
chr7	3967441	3967592		0.64845	0.504075	0.824239241	0.57016	0.9096875	0.4144	chr7	3967488	3967489	100	100	100	NA	NA	100	100	NA
chr7	3967441	3967592		0.64845	0.504075	0.824239241	0.57016	0.9096875	0.4144	chr7	3967489	3967490	92.85714286	92.85714286	93.75	83.33333333	88.88888889	73.33333333	90	87.5
chr8	22524485	22524636		0.851966667	0.5515575	0.871813924	0.61074	0.962775	0.408857895	chr8	22524614	22524615	100	83.33333333	81.81818182	100	NA	80	90.90909091	NA
chr8	22524485	22524636		0.851966667	0.5515575	0.871813924	0.61074	0.962775	0.408857895	chr8	22524615	22524616	100	66.66666667	85.71428571	83.33333333	75	72.72727273	68.75	100
chr7	4790979	4791130		0.878583333	0.592495	0.912787342	0.67022	0.9715125	0.436852632	chr7	4790979	4790980	NA	NA	NA	100	NA	NA	NA	NA
chr7	4790979	4791130		0.878583333	0.592495	0.912787342	0.67022	0.9715125	0.436852632	chr7	4790986	4790987	NA	NA	NA	NA	NA	NA	66.66666667	NA
chr7	4790979	4791130		0.878583333	0.592495	0.912787342	0.67022	0.9715125	0.436852632	chr7	4790987	4790988	NA	NA	NA	83.33333333	NA	NA	NA	NA
chr7	4790979	4791130		0.878583333	0.592495	0.912787342	0.67022	0.9715125	0.436852632	chr7	4791032	4791033	NA	NA	NA	100	NA	NA	NA	NA
chr7	4790979	4791130		0.878583333	0.592495	0.912787342	0.67022	0.9715125	0.436852632	chr7	4791033	4791034	NA	NA	NA	85.71428571	NA	NA	NA	NA
chr7	4790979	4791130		0.878583333	0.592495	0.912787342	0.67022	0.9715125	0.436852632	chr7	4791093	4791094	NA	NA	NA	100	NA	NA	NA	NA
chr7	4790979	4791130		0.878583333	0.592495	0.912787342	0.67022	0.9715125	0.436852632	chr7	4791094	4791095	NA	100	NA	NA	NA	NA	NA	NA
chr18	9099787	9099938		0.6741	0.4897175	0.810074684	0.54942	0.9198375	0.394884211	chr18	9099864	9099865	NA	83.33333333	100	91.66666667	NA	100	88.88888889	NA
chr18	9099787	9099938		0.6741	0.4897175	0.810074684	0.54942	0.9198375	0.394884211	chr18	9099865	9099866	100	100	100	100	88.88888889	NA	100	NA
chr18	9099787	9099938		0.6741	0.4897175	0.810074684	0.54942	0.9198375	0.394884211	chr18	9099872	9099873	NA	100	85.71428571	100	NA	100	100	NA
