chr	start	end	cereb_average	all_brain_average	other_brain_avg	pref_average	leuk_average	white_matter	dist_to_other	dist_to_all_brain
chr4	141207827	141207828	0.2069	0.3076425	0.833574684	0.33682	0.9656375	0.297826316	0.535748368	0.009816184
chr4	144275126	144275127	0.8184	0.4944175	0.815093671	0.49752	0.949375	0.383678947	0.431414724	0.110738553
chr4	146740968	146740969	0.120633333	0.2650525	0.856837975	0.38042	0.9673	0.229610526	0.627227448	0.035441974
chr4	148861409	148861410	0.125466667	0.2754275	0.853551899	0.41664	0.9443375	0.220873684	0.632678215	0.054553816
chr4	151157003	151157004	0.781583333	0.489705	0.845016456	0.44716	0.91745	0.433389474	0.411626982	0.056315526
chr4	154147841	154147842	0.325466667	0.4465525	0.850120253	0.5614	0.9427375	0.3764	0.473720253	0.0701525
chr4	154196770	154196771	0.230783333	0.321615	0.863713924	0.47854	0.9233875	0.222589474	0.64112445	0.099025526
chr4	156723708	156723709	0.829183333	0.4278975	0.82931519	0.43958	0.9532125	0.271689474	0.557625716	0.156208026
chr4	165172491	165172492	0.593783333	0.42073	0.807187342	0.58236	0.9472375	0.246173684	0.561013658	0.174556316
chr4	166131119	166131120	0.63825	0.4533475	0.880274684	0.46462	0.9514125	0.386515789	0.493758894	0.066831711
chr4	166131163	166131164	0.76135	0.3941925	0.849249367	0.39908	0.9515125	0.279026316	0.570223051	0.115166184
chr4	166131313	166131314	0.886316667	0.486105	0.873274684	0.5261	0.9345375	0.319436842	0.553837841	0.166668158
chr4	169706422	169706423	0.88515	0.4952875	0.900612658	0.52132	0.948975	0.341815789	0.558796869	0.153471711
chr4	183601697	183601698	0.763816667	0.4415225	0.809522785	0.41818	0.9196375	0.352205263	0.457317522	0.089317237
chr4	184922382	184922383	0.202533333	0.3508175	0.854346835	0.49554	0.9182125	0.303621053	0.550725783	0.047196447
chr4	184922406	184922407	0.187716667	0.4376625	0.876529114	0.56604	0.9165875	0.420078947	0.456450167	0.017583553
chr4	184922433	184922434	0.19865	0.4116075	0.853560759	0.55362	0.9430625	0.3822	0.471360759	0.0294075
chr4	184938291	184938292	0.875616667	0.49259	0.86421519	0.56002	0.976675	0.317868421	0.546346769	0.174721579
chr4	184938359	184938360	0.879783333	0.4938975	0.836751899	0.57628	0.944625	0.297615789	0.539136109	0.196281711
chr4	184938470	184938471	0.880183333	0.449285	0.818573418	0.49184	0.9197	0.281668421	0.536904997	0.167616579
chr4	186227243	186227244	0.66875	0.3184625	0.814356962	0.31556	0.93335	0.198678947	0.615678015	0.119783553
chr4	186741362	186741363	0.64455	0.3954975	0.831948101	0.39906	0.9364875	0.315647368	0.516300733	0.079850132
chr4	186741447	186741448	0.64265	0.4539625	0.887931646	0.4981	0.9303	0.360942105	0.52698954	0.093020395
chr4	186741788	186741789	0.6178	0.4778975	0.809626582	0.45406	0.9546625	0.456510526	0.353116056	0.021386974
chr4	187572844	187572845	0.138816667	0.1994675	0.822950633	0.25736	0.91405	0.173621053	0.64932958	0.025846447
chr4	187621972	187621973	0.207	0.305805	0.809110127	0.44088	0.9094	0.219921053	0.589189074	0.085883947
chr4	188156675	188156676	0.15055	0.2553475	0.87226962	0.35696	0.93145	0.204126316	0.668143304	0.051221184
chr4	189158022	189158023	0.838966667	0.490025	0.912924051	0.55722	0.9624375	0.372873684	0.540050366	0.117151316
chr5	883880	883881	0.204433333	0.4534775	0.900881013	0.61594	0.942975	0.406105263	0.49477575	0.047372237
chr5	978322	978323	0.178483333	0.36192	0.834802532	0.46526	0.936925	0.333652632	0.5011499	0.028267368
chr5	1049712	1049713	0.406933333	0.49737	0.805840506	0.56718	0.9145875	0.469352632	0.336487875	0.028017368
chr5	1552064	1552065	0.590233333	0.4315225	0.870621519	0.48926	0.9639875	0.335531579	0.53508994	0.095990921
chr5	2111458	2111459	0.741066667	0.457385	0.838559494	0.49502	0.924	0.337494737	0.501064757	0.119890263
chr5	2112109	2112110	0.68465	0.370295	0.855410127	0.4707	0.908	0.176694737	0.67871539	0.193600263
chr5	2112260	2112261	0.278933333	0.28052	0.871891139	0.3029	0.95445	0.254863158	0.617027981	0.025656842
chr5	2112351	2112352	0.405333333	0.25681	0.856060759	0.25326	0.94615	0.204015789	0.65204497	0.052794211
chr5	2112561	2112562	0.110233333	0.2181175	0.822734177	0.2716	0.9383625	0.205715789	0.617018388	0.012401711
chr5	2205990	2205991	0.28595	0.4712775	0.890124051	0.56344	0.926925	0.467405263	0.422718787	0.003872237
chr5	2547252	2547253	0.141566667	0.28639	0.865941772	0.35918	0.9125625	0.273921053	0.59202072	0.012468947
chr5	2866877	2866878	0.108866667	0.223815	0.912911392	0.34708	0.9647625	0.153078947	0.759832445	0.070736053
chr5	2867363	2867364	0.17365	0.4331375	0.81531519	0.5443	0.918475	0.426036842	0.389278348	0.007100658
chr5	2990194	2990195	0.386683333	0.2794025	0.800760759	0.38142	0.9286875	0.159394737	0.641366023	0.120007763
chr5	3513521	3513522	0.556016667	0.4372025	0.835494937	0.48832	0.9330125	0.3692	0.466294937	0.0680025
chr5	3932233	3932234	0.678116667	0.4526225	0.860893671	0.52312	0.9274875	0.329157895	0.531735776	0.123464605
chr5	4230567	4230568	0.515333333	0.43105	0.825011392	0.45722	0.93235	0.3636	0.461411392	0.06745
chr5	7348329	7348330	0.695466667	0.4669625	0.810878481	0.52292	0.931425	0.367005263	0.443873218	0.099957237
chr5	8839873	8839874	0.8069	0.4432	0.866613924	0.4273	0.9275125	0.325963158	0.540650766	0.117236842
chr5	13944491	13944492	0.875633333	0.493648718	0.852093671	0.50574	0.9339625	0.346977778	0.505115893	0.14667094
chr5	32871131	32871132	0.68885	0.4395575	0.858117722	0.45868	0.9164625	0.328889474	0.529228248	0.110668026
chr5	51339709	51339710	0.62115	0.48598	0.854956962	0.60128	0.9377	0.351536842	0.50342012	0.134443158
chr5	55460876	55460877	0.355166667	0.284805	0.813391139	0.35446	0.9378125	0.181989474	0.631401666	0.102815526
chr5	58882753	58882754	0.18385	0.3683725	0.858473418	0.3575	0.9637625	0.441942105	0.416531312	-0.073569605
chr5	65114084	65114085	0.87035	0.38554	0.882021519	0.4661	0.941125	0.154031579	0.72798994	0.231508421
chr5	67483875	67483876	0.827333333	0.330915	0.841922785	0.32886	0.945575	0.156894737	0.685028048	0.174020263
chr5	67522442	67522443	0.3987	0.4021875	0.860450633	0.4761	0.9242	0.343184211	0.517266422	0.059003289
chr5	71478626	71478627	0.595583333	0.477255	0.877029114	0.51298	0.9510375	0.418531579	0.458497535	0.058723421
chr5	71537334	71537335	0.83795	0.469085	0.907011392	0.56284	0.96085	0.274721053	0.63229034	0.194363947
chr5	73482658	73482659	0.862983333	0.469595	0.804627848	0.55248	0.9406875	0.293815789	0.510812059	0.175779211
chr5	77144016	77144017	0.863266667	0.4707975	0.870937975	0.5599	0.9080375	0.273273684	0.59766429	0.197523816
chr5	77289836	77289837	0.66635	0.3363125	0.907262025	0.35248	0.9705	0.202978947	0.704283078	0.133333553
chr5	79911547	79911548	0.480516667	0.3451575	0.871894937	0.4259	0.95045	0.238605263	0.633289674	0.106552237
chr5	80542999	80543000	0.70025	0.4197525	0.837621519	0.35804	0.9352625	0.362526316	0.475095203	0.057226184
chr5	82395650	82395651	0.627616667	0.454745	0.836496203	0.58618	0.93225	0.3015	0.534996203	0.153245
chr5	82969524	82969525	0.813216667	0.469755	0.849937975	0.49088	0.951925	0.347573684	0.50236429	0.122181316
chr5	82969530	82969531	0.66045	0.4178275	0.804243038	0.47464	0.9424875	0.294321053	0.509921985	0.123506447
chr5	87543646	87543647	0.785133333	0.4705975	0.865074684	0.56906	0.9143875	0.299094737	0.565979947	0.171502763
chr5	87848492	87848493	0.189716667	0.4273625	0.826306329	0.49068	0.906975	0.448242105	0.378064224	-0.020879605
chr5	102211822	102211823	0.840816667	0.4320625	0.82474557	0.49882	0.9668875	0.253852632	0.570892938	0.178209868
chr5	102834858	102834859	0.615866667	0.41784	0.898305063	0.45482	0.9682875	0.309263158	0.589041905	0.108576842
chr5	107437721	107437722	0.4281	0.4005225	0.84305443	0.52596	0.9622125	0.293857895	0.549196536	0.106664605
chr5	116289441	116289442	0.769483333	0.4972625	0.880672152	0.61354	0.9302	0.320615789	0.560056362	0.176646711
chr5	118966450	118966451	0.574166667	0.489385	0.865597468	0.5476	0.931075	0.409642105	0.455955363	0.079742895
chr5	121305621	121305622	0.552566667	0.35449	0.809313924	0.4667	0.9478125	0.194563158	0.614750766	0.159926842
chr5	122152740	122152741	0.531966667	0.36022	0.860820253	0.43632	0.9624	0.252547368	0.608272885	0.107672632
chr5	123990364	123990365	0.580283333	0.498715	0.881579747	0.64116	0.9462625	0.366484211	0.515095536	0.132230789
chr5	124835828	124835829	0.657416667	0.30864	0.834325316	0.34498	0.9187	0.151521053	0.682804264	0.157118947
chr5	126634803	126634804	0.6726	0.3873625	0.841370886	0.45792	0.92965	0.230068421	0.611302465	0.157294079
chr5	128734215	128734216	0.545083333	0.4098775	0.848802532	0.53856	0.9322875	0.267273684	0.581528847	0.142603816
chr5	136831390	136831391	0.7174	0.49155	0.875997468	0.58236	0.9240625	0.332705263	0.543292205	0.158844737
chr5	138205434	138205435	0.3074	0.3650275	0.864463291	0.41018	0.944425	0.350942105	0.513521186	0.014085395
chr5	138211043	138211044	0.130933333	0.282051282	0.802183544	0.2962	0.9686125	0.318716667	0.483466878	-0.036665385
chr5	138211184	138211185	0.18945	0.2463675	0.825270886	0.29148	0.9112	0.217663158	0.607607728	0.028704342
chr5	139055122	139055123	0.1921	0.4369575	0.864289873	0.62228	0.9436625	0.370747368	0.493542505	0.066210132
chr5	139056674	139056675	0.302133333	0.4058075	0.806267089	0.42238	0.953775	0.422757895	0.383509194	-0.016950395
chr5	139113347	139113348	0.781116667	0.4217075	0.855786076	0.48364	0.956125	0.252084211	0.603701865	0.169623289
chr5	139121862	139121863	0.3718	0.4848975	0.831967089	0.51924	0.9063625	0.494194737	0.337772352	-0.009297237
chr5	142815469	142815470	0.727283333	0.46221	0.847216456	0.54984	0.9201875	0.318789474	0.528426982	0.143420526
chr5	146232064	146232065	0.8064	0.496245	0.816005063	0.54374	0.9039	0.353526316	0.462478748	0.142718684
chr5	146910671	146910672	0.820633333	0.48075	0.81076962	0.55944	0.943875	0.295136842	0.515632778	0.185613158
chr5	147160551	147160552	0.154133333	0.25875	0.879959494	0.30964	0.939925	0.249089474	0.63087002	0.009660526
chr5	148442554	148442555	0.851616667	0.41899	0.823881013	0.48922	0.9363	0.222942105	0.600938907	0.196047895
chr5	148876033	148876034	0.783516667	0.488635	0.874374684	0.5601	0.953025	0.347689474	0.52668521	0.140945526
chr5	148894958	148894959	0.626116667	0.36733	0.864634177	0.41942	0.9579875	0.245026316	0.619607861	0.122303684
chr5	149673232	149673233	0.461116667	0.402315	0.823116456	0.40662	0.9458125	0.377184211	0.445932245	0.025130789
chr5	156883553	156883554	0.816833333	0.444375	0.881522785	0.51086	0.9593875	0.259342105	0.62218068	0.185032895
chr5	160279389	160279390	0.8368	0.4870275	0.871563291	0.57706	0.9395125	0.300147368	0.571415923	0.186880132
chr5	171808623	171808624	0.230566667	0.419295	0.874843038	0.47738	0.9591125	0.432421053	0.442421985	-0.013126053
chr5	172332685	172332686	0.788783333	0.44502	0.89258481	0.5062	0.9581	0.274268421	0.618316389	0.170751579
chr5	172447638	172447639	0.637083333	0.441995	0.816268354	0.35506	0.933	0.436726316	0.379542039	0.005268684
chr5	172982489	172982490	0.19985	0.3448925	0.804981013	0.47054	0.9413625	0.267684211	0.537296802	0.077208289
chr5	176829198	176829199	0.856766667	0.4697825	0.88355443	0.51352	0.94135	0.306	0.57755443	0.1637825
chr5	177656852	177656853	0.69675	0.401355	0.882612658	0.43664	0.9506875	0.287889474	0.594723185	0.113465526
chr5	178195589	178195590	0.68455	0.4948925	0.807372152	0.52804	0.9150875	0.394115789	0.413256362	0.100776711
chr5	179402240	179402241	0.217583333	0.39219	0.915936709	0.49806	0.9257	0.347389474	0.568547235	0.044800526
chr5	179443887	179443888	0.72435	0.48573	0.877532911	0.4746	0.9532	0.399289474	0.478243438	0.086440526
chr5	179454990	179454991	0.5112	0.4667775	0.91333038	0.5974	0.9627875	0.356994737	0.556335643	0.109782763
chr6	1664673	1664674	0.865633333	0.44245	0.913783544	0.48208	0.971175	0.267936842	0.645846702	0.174513158
chr6	3193865	3193866	0.698583333	0.4253175	0.861264557	0.41394	0.9114625	0.341789474	0.519475083	0.083528026
chr6	3285475	3285476	0.4665	0.34375	0.881431646	0.41524	0.9429625	0.238463158	0.642968488	0.105286842
chr6	3386584	3386585	0.665466667	0.4035225	0.894536709	0.42992	0.937675	0.2881	0.606436709	0.1154225
chr6	5152468	5152469	0.116733333	0.2397675	0.836208861	0.30482	0.96275	0.225342105	0.610866755	0.014425395
chr6	5472095	5472096	0.545683333	0.4107275	0.87878481	0.3696	0.9121125	0.404978947	0.473805863	0.005748553
chr6	8195062	8195063	0.312533333	0.3952725	0.804601266	0.4939	0.9377375	0.327505263	0.477096003	0.067767237
chr6	13470414	13470415	0.461066667	0.35299	0.90466962	0.4252	0.9448875	0.264210526	0.640459094	0.088779474
chr6	14450312	14450313	0.5267	0.3254025	0.82018481	0.41952	0.9218625	0.187205263	0.632979547	0.138197237
chr6	14933411	14933412	0.551183333	0.3382525	0.843925316	0.38536	0.935775	0.2221	0.621825316	0.1161525
chr6	16804166	16804167	0.156633333	0.2180275	0.805313924	0.33942	0.913775	0.134336842	0.670977082	0.083690658
chr6	17032431	17032432	0.757033333	0.3702625	0.857765823	0.3699	0.9006625	0.231810526	0.625955296	0.138451974
chr6	17032522	17032523	0.830316667	0.405285	0.886506329	0.39552	0.961	0.257263158	0.629243171	0.148021842
chr6	17032554	17032555	0.651716667	0.3516925	0.843222785	0.35026	0.933275	0.247078947	0.596143837	0.104613553
chr6	18458468	18458469	0.87715	0.4850075	0.842978481	0.52084	0.96285	0.335215789	0.507762692	0.149791711
chr6	20426845	20426846	0.55415	0.4552325	0.84841519	0.55738	0.935825	0.343842105	0.504573085	0.111390395
chr6	26276143	26276144	0.803183333	0.49845	0.811992405	0.59524	0.9534625	0.3199	0.492092405	0.17855
chr6	28371032	28371033	0.1989	0.4826225	0.885818987	0.63404	0.95935	0.440815789	0.445003198	0.041806711
chr6	29581054	29581055	0.498933333	0.49607	0.872125316	0.51194	0.91395	0.485952632	0.386172685	0.010117368
chr6	29588575	29588576	0.167166667	0.402155	0.819237975	0.37808	0.9492	0.481731579	0.337506396	-0.079576579
chr6	29627290	29627291	0.8826	0.4998275	0.888553165	0.58864	0.9277	0.302226316	0.586326849	0.197601184
chr6	30159594	30159595	0.720533333	0.4182175	0.836221519	0.48474	0.9320125	0.272605263	0.563616256	0.145612237
chr6	30175967	30175968	0.865633333	0.4827275	0.800064557	0.55568	0.950875	0.307431579	0.492632978	0.175295921
chr6	30856439	30856440	0.85325	0.4785175	0.819222785	0.55202	0.9539875	0.286147368	0.533075416	0.192370132
chr6	31327376	31327377	0.726816667	0.498025	0.831402532	0.5826	0.93715	0.374447368	0.456955163	0.123577632
chr6	31850465	31850466	0.189	0.4417725	0.866927848	0.55726	0.962325	0.443189474	0.423738374	-0.001416974
chr6	32026605	32026606	0.83915	0.4675975	0.880792405	0.52842	0.9477125	0.302684211	0.578108195	0.164913289
chr6	32026610	32026611	0.748116667	0.450395	0.859879747	0.5367	0.96035	0.287584211	0.572295536	0.162810789
chr6	32131722	32131723	0.866883333	0.48509	0.87824557	0.5466	0.9574125	0.314336842	0.563908728	0.170753158
chr6	33761600	33761601	0.554816667	0.437015	0.819446835	0.51034	0.9297125	0.346384211	0.473062625	0.090630789
chr6	41554529	41554530	0.134383333	0.15725	0.838303797	0.23524	0.9275875	0.089363158	0.74894064	0.067886842
chr6	42046377	42046378	0.914716667	0.4965225	0.965962025	0.56872	0.9665375	0.307331579	0.658630446	0.189190921
chr6	42225756	42225757	0.55445	0.3637575	0.812564557	0.45098	0.9294875	0.238178947	0.57438561	0.125578553
chr6	43457511	43457512	0.559683333	0.3511475	0.82573038	0.43836	0.9607375	0.226726316	0.599004064	0.124421184
chr6	51814431	51814432	0.236616667	0.41662	0.855611392	0.53406	0.943725	0.385594737	0.470016656	0.031025263
chr6	52230573	52230574	0.70435	0.3217525	0.812312658	0.34122	0.904325	0.174368421	0.637944237	0.147384079
chr6	89284076	89284077	0.6714	0.44158	0.809186076	0.50684	0.9070375	0.310721053	0.498465023	0.130858947
chr6	90271866	90271867	0.322883333	0.3029275	0.819525316	0.318	0.96205	0.289631579	0.529893738	0.013295921
chr6	90696018	90696019	0.787166667	0.415725	0.845956962	0.51114	0.91625	0.226536842	0.61942012	0.189188158
chr6	97375699	97375700	0.80265	0.465375	0.878789873	0.53262	0.9578625	0.313873684	0.564916189	0.151501316
chr6	97457431	97457432	0.8874	0.47824	0.90384557	0.53216	0.951375	0.288994737	0.614850833	0.189245263
chr6	102224868	102224869	0.216466667	0.40506	0.903612658	0.56876	0.9683375	0.337505263	0.566107395	0.067554737
chr6	105918992	105918993	0.687516667	0.4913775	0.860853165	0.59126	0.9318875	0.3523	0.508553165	0.1390775
chr6	107783986	107783987	0.452	0.4534775	0.824327848	0.59908	0.94175	0.337763158	0.48656469	0.115714342
chr6	112042632	112042633	0.7554	0.4528875	0.875183544	0.46832	0.9610125	0.3373	0.537883544	0.1155875
chr6	113639635	113639636	0.188066667	0.2705025	0.852140506	0.404	0.9473125	0.189594737	0.662545769	0.080907763
chr6	114376759	114376760	0.336183333	0.4748125	0.881507595	0.62404	0.9614	0.388263158	0.493244437	0.086549342
chr6	119220428	119220429	0.79185	0.4604175	0.866074684	0.486	0.930925	0.320768421	0.545306262	0.139649079
chr6	125341187	125341188	0.447666667	0.4223175	0.869683544	0.471	0.968125	0.369852632	0.499830913	0.052464868
chr6	126021665	126021666	0.826233333	0.4780975	0.898583544	0.62444	0.942375	0.2545	0.644083544	0.2235975
chr6	128452547	128452548	0.548666667	0.43831	0.877649367	0.58442	0.9598	0.275878947	0.60177042	0.162431053
chr6	131247280	131247281	0.785216667	0.4436325	0.882964557	0.48768	0.9615375	0.287215789	0.595748767	0.156416711
chr6	132890602	132890603	0.77655	0.49308	0.820073418	0.5972	0.936475	0.317631579	0.502441839	0.175448421
chr6	132891505	132891506	0.7015	0.4819175	0.897364557	0.5673	0.9616375	0.340721053	0.556643504	0.141196447
chr6	134637428	134637429	0.169	0.2706025	0.849192405	0.4039	0.944075	0.193221053	0.655971352	0.077381447
chr6	135224345	135224346	0.84525	0.4869175	0.811774684	0.57892	0.908525	0.307594737	0.504179947	0.179322763
chr6	137792869	137792870	0.120166667	0.3168075	0.895850633	0.45348	0.9664875	0.266489474	0.629361159	0.050318026
chr6	138752062	138752063	0.149233333	0.3691925	0.827582278	0.37786	0.9195375	0.431489474	0.396092805	-0.062296974
chr6	143130570	143130571	0.683066667	0.397025	0.872163291	0.4649	0.96045	0.251852632	0.62031066	0.145172368
chr6	143929511	143929512	0.204466667	0.33063	0.826034177	0.3803	0.9699125	0.3413	0.484734177	-0.01067
chr6	148142629	148142630	0.168866667	0.27793	0.845135443	0.33524	0.94455	0.284147368	0.560988075	-0.006217368
chr6	148634858	148634859	0.1733	0.3688275	0.812697468	0.50478	0.9378875	0.322531579	0.490165889	0.046295921
chr6	148869461	148869462	0.167183333	0.477155	0.854565823	0.61806	0.9702625	0.451636842	0.402928981	0.025518158
chr6	148869489	148869490	0.1848	0.3650925	0.810627848	0.5204	0.9384375	0.280657895	0.529969953	0.084434605
chr6	148869535	148869536	0.232833333	0.3549825	0.823511392	0.50452	0.936975	0.270536842	0.55297455	0.084445658
chr6	151274597	151274598	0.7189	0.491755	0.871388608	0.53156	0.9399875	0.3984	0.472988608	0.093355
chr6	151346358	151346359	0.799716667	0.412835	0.860079747	0.46424	0.959675	0.244852632	0.615227115	0.167982368
chr6	155593746	155593747	0.782866667	0.4140375	0.80848481	0.43702	0.948375	0.276331579	0.532153231	0.137705921
chr6	156428912	156428913	0.665233333	0.4778625	0.816592405	0.50882	0.947475	0.398794737	0.417797668	0.079067763
chr6	157876961	157876962	0.787816667	0.40119	0.825398734	0.43282	0.967825	0.257494737	0.567903997	0.143695263
chr6	158460979	158460980	0.122733333	0.2312275	0.800544304	0.40572	0.9050125	0.129726316	0.670817988	0.101501184
chr6	158734097	158734098	0.775466667	0.48426	0.909563291	0.55846	0.9601875	0.327126316	0.582436975	0.157133684
chr6	158838943	158838944	0.821916667	0.451435	0.822470886	0.50522	0.9151875	0.270684211	0.551786676	0.180750789
chr6	159186810	159186811	0.489866667	0.4812775	0.91106962	0.51996	0.9639875	0.448789474	0.462280147	0.032488026
chr6	161860561	161860562	0.69945	0.3448375	0.821994937	0.34284	0.9595875	0.225005263	0.596989674	0.119832237
chr6	162311879	162311880	0.803016667	0.4700325	0.81274557	0.50094	0.94685	0.315121053	0.497624517	0.154911447
chr6	163558575	163558576	0.802216667	0.3811625	0.920579747	0.33424	0.9029625	0.277463158	0.643116589	0.103699342
chr6	163558674	163558675	0.838116667	0.395425	0.890327848	0.36396	0.9290875	0.269447368	0.62088048	0.125977632
chr6	163558823	163558824	0.767283333	0.33333	0.958022785	0.3213	0.952575	0.194831579	0.763191206	0.138498421
chr6	163587182	163587183	0.581416667	0.3707975	0.861773418	0.45532	0.93155	0.226942105	0.634831312	0.143855395
chr6	163613008	163613009	0.691083333	0.4805275	0.806297468	0.55178	0.92345	0.340626316	0.465671153	0.139901184
chr6	163736276	163736277	0.8315	0.38759	0.868231646	0.42126	0.93205	0.201610526	0.666621119	0.185979474
chr6	163845084	163845085	0.78715	0.3625125	0.819692405	0.40334	0.9363	0.186663158	0.633029247	0.175849342
chr6	163851615	163851616	0.818783333	0.379076923	0.852818987	0.40568	0.942525	0.195794444	0.657024543	0.183282479
chr6	163862445	163862446	0.510433333	0.2999925	0.840772152	0.355	0.9522125	0.175057895	0.665714257	0.124934605
chr6	163951256	163951257	0.786316667	0.36719	0.810696203	0.34862	0.934825	0.209315789	0.601380413	0.157874211
chr6	164506197	164506198	0.773916667	0.47988	0.855449367	0.54012	0.94035	0.333047368	0.522401999	0.146832632
chr6	164520673	164520674	0.214866667	0.253475	0.86081519	0.33692	0.9405	0.183168421	0.677646769	0.070306579
chr6	164520746	164520747	0.163633333	0.273485	0.879917722	0.38356	0.952125	0.202268421	0.6776493	0.071216579
chr6	164520845	164520846	0.188966667	0.29996	0.927068354	0.47676	0.95995	0.192031579	0.735036775	0.107928421
chr6	166711138	166711139	0.839216667	0.4885575	0.924236709	0.56638	0.9658125	0.311394737	0.612841972	0.177162763
chr6	166722773	166722774	0.837283333	0.4147075	0.801362025	0.43966	0.9353875	0.240857895	0.560504131	0.173849605
chr6	168132811	168132812	0.651866667	0.395265	0.901867089	0.38824	0.950725	0.306005263	0.595861825	0.089259737
chr6	168132832	168132833	0.664533333	0.44585	0.941648101	0.44	0.925025	0.369926316	0.571721785	0.075923684
chr6	168225439	168225440	0.174483333	0.292395	0.848439241	0.33934	0.92915	0.285	0.563439241	0.007395
chr6	168449235	168449236	0.892083333	0.4740775	0.887560759	0.53488	0.91665	0.298705263	0.588855496	0.175372237
chr6	169104434	169104435	0.17345	0.3393975	0.821341772	0.4439	0.9227625	0.310810526	0.510531246	0.028586974
chr6	169104540	169104541	0.161866667	0.376755	0.820397468	0.50814	0.9071125	0.339731579	0.480665889	0.037023421
chr6	169575647	169575648	0.311416667	0.4646875	0.826326582	0.50376	0.920625	0.490694737	0.335631845	-0.026007237
chr6	169901471	169901472	0.203716667	0.3516675	0.845432911	0.50076	0.935075	0.279789474	0.565643438	0.071878026
chr6	169901484	169901485	0.583883333	0.455565	0.933444304	0.55994	0.96695	0.333973684	0.59947062	0.121591316
chr6	169901503	169901504	0.690033333	0.4925175	0.895692405	0.5672	0.94075	0.370847368	0.524845037	0.121670132
chr6	170396116	170396117	0.109266667	0.2655025	0.835479747	0.35782	0.9763625	0.237126316	0.598353431	0.028376184
chr6	170712708	170712709	0.6112	0.27389	0.801548101	0.2802	0.900975	0.162268421	0.63927968	0.111621579
chr6	170714038	170714039	0.823016667	0.43949	0.861555696	0.4945	0.9406625	0.262215789	0.599339907	0.177274211
chr7	614831	614832	0.483766667	0.4663175	0.877460759	0.60536	0.962575	0.353484211	0.523976549	0.112833289
chr7	705693	705694	0.289783333	0.371675	0.836150649	0.32278	0.9772125	0.429326316	0.406824334	-0.057651316
chr7	1153842	1153843	0.442866667	0.4485975	0.826382278	0.4965	0.912	0.411905263	0.414477015	0.036692237
chr7	1370727	1370728	0.848933333	0.3623125	0.833072152	0.41016	0.9563375	0.172257895	0.660814257	0.190054605
chr7	1626153	1626154	0.498833333	0.2462775	0.847663291	0.305	0.9517625	0.102626316	0.745036975	0.143651184
chr7	2052961	2052962	0.833133333	0.4881425	0.883687342	0.55462	0.9579375	0.328726316	0.554961026	0.159416184
chr7	2109244	2109245	0.713733333	0.3311325	0.861258228	0.32696	0.919875	0.204347368	0.656910859	0.126785132
chr7	2148808	2148809	0.809133333	0.484746154	0.903305063	0.52552	0.945075	0.340444444	0.562860619	0.144301709
chr7	2182182	2182183	0.154966667	0.4711175	0.90844359	0.54034	0.96355	0.493136842	0.415306748	-0.022019342
chr7	2328896	2328897	0.170616667	0.37264	0.818310127	0.40726	0.958425	0.4038	0.414510127	-0.03116
chr7	2499975	2499976	0.366833333	0.4482675	0.861668354	0.4748	0.910125	0.444489474	0.417178881	0.003778026
chr7	2500070	2500071	0.1586	0.30549	0.823722785	0.36482	0.920975	0.290763158	0.532959627	0.014726842
chr7	2500200	2500201	0.229066667	0.3270525	0.802318987	0.38882	0.9092875	0.301463158	0.500855829	0.025589342
chr7	2699820	2699821	0.16055	0.44038	0.801524051	0.47616	0.9108625	0.490336842	0.311187209	-0.049956842
chr7	2742274	2742275	0.7157	0.4506475	0.883526582	0.52692	0.9549625	0.297452632	0.586073951	0.153194868
chr7	4267364	4267365	0.483916667	0.3826	0.854625316	0.38774	0.9509125	0.342421053	0.512204264	0.040178947
chr7	4768140	4768141	0.7625	0.4770825	0.895955696	0.5254	0.960525	0.343826316	0.55212938	0.133256184
chr7	4781767	4781768	0.891516667	0.49271	0.924521519	0.52984	0.9647625	0.335257895	0.589263624	0.157452105
chr7	5253987	5253988	0.780516667	0.481165	0.896829114	0.52584	0.9514875	0.375131579	0.521697535	0.106033421
chr7	5254009	5254010	0.757116667	0.4622225	0.8786	0.48922	0.940875	0.374431579	0.504168421	0.087790921
chr7	5743854	5743855	0.652233333	0.3356575	0.805403797	0.40174	0.984425	0.197263158	0.60814064	0.138394342
chr7	6198496	6198497	0.755933333	0.47493	0.867824051	0.52322	0.9386125	0.327305263	0.540518787	0.147624737
chr7	6442531	6442532	0.85005	0.44625	0.897586076	0.51934	0.954525	0.271463158	0.626122918	0.174786842
chr7	6465684	6465685	0.8407	0.4079775	0.880803797	0.47812	0.90325	0.213994737	0.666809061	0.193982763
chr7	6465799	6465800	0.878266667	0.3934275	0.873537975	0.45152	0.918525	0.199789474	0.673748501	0.193638026
chr7	6867074	6867075	0.51585	0.47773	0.811420253	0.57722	0.9286875	0.385089474	0.426330779	0.092640526
chr7	7268805	7268806	0.8071	0.3339075	0.860013924	0.35876	0.935575	0.160894737	0.699119187	0.173012763
chr7	14031941	14031942	0.73685	0.4504625	0.820741772	0.50754	0.9340375	0.301473684	0.519268088	0.148988816
chr7	14874108	14874109	0.2172	0.4453175	0.820211392	0.56624	0.9312375	0.439215789	0.380995603	0.006101711
chr7	17337342	17337343	0.854583333	0.4926575	0.806165823	0.59562	0.9365	0.295305263	0.51086056	0.197352237
chr7	22224657	22224658	0.816083333	0.460865	0.876148101	0.56668	0.93525	0.2675	0.608648101	0.193365
