cpg.chr	cpg.start	cpg.end	not_leuk	leuk	als.chr	als.start	als.end	als.1	als.2	als.3	als.4	ctrl.1	ctrl.2	ctrl.3	ctrl.4
chr1	244891768	244891919	0.704541441	0.1388125	chr1	244891837	244891838	100	100	90.90909091	87.5	100	75	100	NA
chr1	244891768	244891919	0.704541441	0.1388125	chr1	244891838	244891839	NA	NA	100	100	NA	NA	66.66666667	NA
chr1	244891768	244891919	0.704541441	0.1388125	chr1	244891852	244891853	100	90.90909091	100	100	100	100	100	100
chr1	244891768	244891919	0.704541441	0.1388125	chr1	244891853	244891854	NA	85.71428571	100	100	100	NA	92.30769231	NA
chr1	244891768	244891919	0.704541441	0.1388125	chr1	244891877	244891878	100	100	90.90909091	100	100	70	90	100
chr1	244891768	244891919	0.704541441	0.1388125	chr1	244891878	244891879	NA	100	100	90	100	NA	93.33333333	NA
chr1	244891768	244891919	0.704541441	0.1388125	chr1	244891899	244891900	100	87.5	100	100	100	88.88888889	84.21052632	100
chr1	244891768	244891919	0.704541441	0.1388125	chr1	244891900	244891901	NA	100	100	100	85.71428571	NA	95	NA
chr1	244891768	244891919	0.704541441	0.1388125	chr1	244891907	244891908	100	100	100	100	100	100	100	100
chr1	244891768	244891919	0.704541441	0.1388125	chr1	244891908	244891909	NA	91.66666667	91.66666667	100	100	85.71428571	95	NA
chr1	245474647	245474798	0.663135135	0.0725375	.	-1	-1	.	.	.	.	.	.	.	.
chr1	247336611	247336762	0.738103604	0.21655	chr1	247336728	247336729	NA	100	NA	NA	71.42857143	92.30769231	NA	100
chr1	247336611	247336762	0.738103604	0.21655	chr1	247336729	247336730	NA	100	85.71428571	88.88888889	100	100	100	NA
chr1	247336611	247336762	0.738103604	0.21655	chr1	247336730	247336731	NA	100	NA	NA	100	84.61538462	NA	100
chr1	247336611	247336762	0.738103604	0.21655	chr1	247336731	247336732	NA	77.77777778	100	88.88888889	100	83.33333333	100	NA
chr1	247579237	247579388	0.545181982	0.0426625	chr1	247579287	247579288	NA	100	NA	90	83.33333333	NA	100	71.42857143
chr1	247579237	247579388	0.545181982	0.0426625	chr1	247579288	247579289	NA	100	83.33333333	75	NA	76.92307692	NA	NA
chr1	247579237	247579388	0.545181982	0.0426625	chr1	247579363	247579364	NA	100	100	85.71428571	75	85.71428571	75	NA
chr1	247579237	247579388	0.545181982	0.0426625	chr1	247579364	247579365	NA	100	84.61538462	76.92307692	NA	66.66666667	100	NA
chr1	247712065	247712216	0.66740991	0.0861625	.	-1	-1	.	.	.	.	.	.	.	.
chr1	247712162	247712313	0.673553153	0.03635	chr1	247712241	247712242	NA	73.33333333	100	100	100	66.66666667	50	87.5
chr1	247712162	247712313	0.673553153	0.03635	chr1	247712242	247712243	NA	NA	NA	71.42857143	NA	NA	NA	NA
chr1	247712162	247712313	0.673553153	0.03635	chr1	247712296	247712297	NA	92.30769231	80	85.71428571	NA	83.33333333	NA	85.71428571
chr1	247712302	247712453	0.620226126	0.0451	chr1	247712330	247712331	NA	100	100	88.88888889	72.72727273	92.30769231	NA	NA
chr1	247712302	247712453	0.620226126	0.0451	chr1	247712331	247712332	NA	NA	NA	85.71428571	NA	NA	NA	NA
chr1	247712302	247712453	0.620226126	0.0451	chr1	247712359	247712360	NA	86.66666667	100	90.90909091	100	100	100	NA
chr1	247712302	247712453	0.620226126	0.0451	chr1	247712360	247712361	NA	NA	NA	100	NA	NA	NA	NA
chr1	247712302	247712453	0.620226126	0.0451	chr1	247712391	247712392	77.77777778	92.85714286	94.73684211	93.33333333	100	88.88888889	100	100
chr1	247712516	247712667	0.735646847	0.187975	.	-1	-1	.	.	.	.	.	.	.	.
chr1	248016303	248016454	0.605736937	0.0840375	.	-1	-1	.	.	.	.	.	.	.	.
chr1	248903025	248903176	0.711918018	0.1925125	.	-1	-1	.	.	.	.	.	.	.	.
chr1	249111332	249111483	0.69108018	0.12685	.	-1	-1	.	.	.	.	.	.	.	.
chr10	574657	574808	0.711278378	0.2032375	chr10	574717	574718	NA	72.72727273	76.92307692	90	91.66666667	83.33333333	100	80
chr10	574657	574808	0.711278378	0.2032375	chr10	574718	574719	100	94.11764706	78.57142857	60	86.66666667	91.66666667	100	NA
chr10	1981361	1981512	0.760412613	0.19765	chr10	1981502	1981503	100	90	93.75	80	100	100	90.90909091	100
chr10	1981361	1981512	0.760412613	0.19765	chr10	1981503	1981504	94.73684211	83.33333333	84.61538462	77.77777778	93.33333333	90	85.71428571	100
chr10	3138430	3138581	0.719630631	0.216	chr10	3138443	3138444	NA	91.66666667	NA	NA	NA	83.33333333	NA	NA
chr10	3138430	3138581	0.719630631	0.216	chr10	3138444	3138445	NA	88.88888889	77.77777778	92.85714286	100	81.81818182	71.42857143	NA
chr10	3138430	3138581	0.719630631	0.216	chr10	3138494	3138495	NA	83.33333333	NA	100	NA	NA	NA	NA
chr10	3138430	3138581	0.719630631	0.216	chr10	3138495	3138496	NA	100	NA	91.66666667	NA	100	100	NA
chr10	3138430	3138581	0.719630631	0.216	chr10	3138510	3138511	NA	NA	NA	100	NA	NA	NA	NA
chr10	3138430	3138581	0.719630631	0.216	chr10	3138511	3138512	100	100	NA	90	NA	NA	100	NA
chr10	3138430	3138581	0.719630631	0.216	chr10	3138517	3138518	NA	NA	NA	100	NA	NA	NA	NA
chr10	3138430	3138581	0.719630631	0.216	chr10	3138518	3138519	100	100	NA	100	NA	NA	85.71428571	NA
chr10	3138430	3138581	0.719630631	0.216	chr10	3138533	3138534	NA	NA	NA	100	NA	NA	NA	NA
chr10	3138430	3138581	0.719630631	0.216	chr10	3138534	3138535	NA	100	NA	100	NA	NA	NA	NA
chr10	3138430	3138581	0.719630631	0.216	chr10	3138563	3138564	NA	100	100	100	NA	NA	NA	NA
chr10	3138430	3138581	0.719630631	0.216	chr10	3138564	3138565	NA	NA	NA	100	NA	NA	NA	NA
chr10	3138430	3138581	0.719630631	0.216	chr10	3138566	3138567	NA	100	75	100	NA	NA	NA	NA
chr10	3138430	3138581	0.719630631	0.216	chr10	3138567	3138568	NA	NA	NA	100	NA	NA	NA	NA
chr10	3138430	3138581	0.719630631	0.216	chr10	3138568	3138569	NA	100	100	100	NA	NA	NA	NA
chr10	3138430	3138581	0.719630631	0.216	chr10	3138569	3138570	NA	100	NA	100	NA	NA	NA	NA
chr10	6104237	6104388	0.707645946	0.0440875	chr10	6104289	6104290	83.33333333	90.90909091	72.72727273	100	92.30769231	87.5	100	NA
chr10	6104237	6104388	0.707645946	0.0440875	chr10	6104290	6104291	NA	88.88888889	100	92.30769231	100	87.5	91.66666667	NA
chr10	6104237	6104388	0.707645946	0.0440875	chr10	6104299	6104300	NA	92.30769231	91.66666667	100	92.85714286	75	100	NA
chr10	6104237	6104388	0.707645946	0.0440875	chr10	6104300	6104301	NA	100	94.11764706	87.5	100	90	80	100
chr10	6104440	6104591	0.673144144	0.076925	.	-1	-1	.	.	.	.	.	.	.	.
chr10	8098943	8099094	0.593058559	0.0698625	.	-1	-1	.	.	.	.	.	.	.	.
chr10	8103598	8103749	0.584463063	0.0683	chr10	8103615	8103616	83.33333333	90.90909091	86.66666667	66.66666667	80	90.90909091	80	NA
chr10	8103598	8103749	0.584463063	0.0683	chr10	8103616	8103617	NA	86.66666667	100	80	84.61538462	90.90909091	100	100
chr10	8103598	8103749	0.584463063	0.0683	chr10	8103633	8103634	83.33333333	63.63636364	78.57142857	80	75	87.5	62.5	NA
chr10	8103598	8103749	0.584463063	0.0683	chr10	8103634	8103635	NA	83.33333333	75	77.77777778	80	100	77.77777778	85.71428571
chr10	8103598	8103749	0.584463063	0.0683	chr10	8103695	8103696	NA	100	NA	91.66666667	71.42857143	80	NA	NA
chr10	8103598	8103749	0.584463063	0.0683	chr10	8103696	8103697	NA	90	100	85.71428571	76.92307692	100	100	87.5
chr10	8103598	8103749	0.584463063	0.0683	chr10	8103713	8103714	NA	100	NA	90.90909091	88.88888889	90	NA	NA
chr10	8103598	8103749	0.584463063	0.0683	chr10	8103714	8103715	NA	100	100	71.42857143	83.33333333	100	100	100
chr10	11187689	11187840	0.538944144	0.0284625	chr10	11187698	11187699	NA	66.66666667	NA	50	66.66666667	NA	NA	NA
chr10	11187689	11187840	0.538944144	0.0284625	chr10	11187699	11187700	100	91.66666667	87.5	NA	57.14285714	83.33333333	78.57142857	NA
chr10	11187689	11187840	0.538944144	0.0284625	chr10	11187768	11187769	100	88.88888889	NA	100	100	100	100	NA
chr10	11187689	11187840	0.538944144	0.0284625	chr10	11187769	11187770	85.71428571	88.88888889	85.71428571	85.71428571	90.90909091	100	90.90909091	NA
chr10	11204883	11205034	0.688076577	0.183725	chr10	11204910	11204911	33.33333333	53.33333333	57.14285714	83.33333333	66.66666667	33.33333333	57.14285714	NA
chr10	11204883	11205034	0.688076577	0.183725	chr10	11204911	11204912	NA	33.33333333	50	50	45.45454545	16.66666667	33.33333333	55.55555556
chr10	11204883	11205034	0.688076577	0.183725	chr10	11204944	11204945	NA	86.66666667	23.07692308	44.44444444	50	50	86.66666667	NA
chr10	11204883	11205034	0.688076577	0.183725	chr10	11204945	11204946	NA	72.72727273	62.5	75	77.77777778	54.54545455	66.66666667	66.66666667
chr10	12085961	12086112	0.75382973	0.2495125	chr10	12085990	12085991	100	100	100	100	100	100	100	NA
chr10	12085961	12086112	0.75382973	0.2495125	chr10	12085991	12085992	100	94.44444444	100	100	100	100	100	NA
chr10	12085961	12086112	0.75382973	0.2495125	chr10	12086016	12086017	100	85.71428571	88.88888889	100	100	100	90.90909091	NA
chr10	12085961	12086112	0.75382973	0.2495125	chr10	12086017	12086018	100	100	90.90909091	85.71428571	83.33333333	100	100	NA
chr10	12085961	12086112	0.75382973	0.2495125	chr10	12086058	12086059	100	NA	NA	NA	90	100	87.5	100
chr10	12085961	12086112	0.75382973	0.2495125	chr10	12086059	12086060	100	92.30769231	90.90909091	NA	91.66666667	100	87.5	NA
chr10	12085961	12086112	0.75382973	0.2495125	chr10	12086089	12086090	83.33333333	NA	NA	NA	100	80	100	100
chr10	12085961	12086112	0.75382973	0.2495125	chr10	12086090	12086091	100	100	100	NA	100	100	90.90909091	NA
chr10	13046059	13046210	0.73859009	0.186725	.	-1	-1	.	.	.	.	.	.	.	.
chr10	13526118	13526269	0.616846847	0.07745	chr10	13526180	13526181	28.57142857	57.14285714	72.72727273	44.44444444	71.42857143	70	90	NA
chr10	13526118	13526269	0.616846847	0.07745	chr10	13526181	13526182	NA	68.75	55.55555556	72.72727273	82.35294118	62.5	75	NA
chr10	13526118	13526269	0.616846847	0.07745	chr10	13526210	13526211	62.5	NA	66.66666667	83.33333333	100	80	80	42.85714286
chr10	13526118	13526269	0.616846847	0.07745	chr10	13526211	13526212	NA	100	75	92.30769231	73.33333333	100	87.5	83.33333333
chr10	14603532	14603683	0.584516216	0.0605625	chr10	14603627	14603628	NA	NA	0	0	NA	0	14.28571429	NA
chr10	14603532	14603683	0.584516216	0.0605625	chr10	14603628	14603629	NA	NA	NA	NA	0	NA	0	NA
chr10	14650585	14650736	0.713617117	0.153625	chr10	14650589	14650590	NA	NA	100	100	100	94.44444444	100	NA
chr10	14650585	14650736	0.713617117	0.153625	chr10	14650590	14650591	85.71428571	100	95.65217391	100	92.85714286	100	94.44444444	NA
chr10	14650585	14650736	0.713617117	0.153625	chr10	14650626	14650627	NA	100	90.90909091	100	90.90909091	95.23809524	92.30769231	NA
chr10	14650585	14650736	0.713617117	0.153625	chr10	14650627	14650628	100	88.23529412	100	83.33333333	85.71428571	100	100	NA
chr10	14650585	14650736	0.713617117	0.153625	chr10	14650638	14650639	NA	100	100	100	100	88.23529412	100	NA
chr10	14650585	14650736	0.713617117	0.153625	chr10	14650639	14650640	100	94.11764706	96	83.33333333	92.30769231	100	93.33333333	NA
chr10	14701740	14701891	0.708307207	0.04675	chr10	14701743	14701744	NA	50	66.66666667	70	100	60	81.81818182	NA
chr10	14701740	14701891	0.708307207	0.04675	chr10	14701744	14701745	77.77777778	91.66666667	81.81818182	50	75	100	62.5	71.42857143
chr10	14701740	14701891	0.708307207	0.04675	chr10	14701793	14701794	NA	87.5	100	80	88.88888889	84.21052632	100	NA
chr10	14701740	14701891	0.708307207	0.04675	chr10	14701794	14701795	87.5	77.77777778	100	100	91.66666667	90.90909091	83.33333333	NA
chr10	14701740	14701891	0.708307207	0.04675	chr10	14701821	14701822	NA	NA	100	100	75	88.88888889	90	NA
chr10	14701740	14701891	0.708307207	0.04675	chr10	14701822	14701823	100	100	100	100	100	87.5	100	NA
chr10	15077395	15077546	0.694942342	0.1526625	.	-1	-1	.	.	.	.	.	.	.	.
chr10	17496855	17497006	0.687830631	0.1580875	chr10	17496964	17496965	NA	100	100	90.90909091	88.88888889	93.33333333	100	100
chr10	17496855	17497006	0.687830631	0.1580875	chr10	17496965	17496966	75	100	91.66666667	92.85714286	84.61538462	72.72727273	76.47058824	100
chr10	22622048	22622199	0.688616216	0.1348125	chr10	22622144	22622145	44.44444444	30.76923077	83.33333333	66.66666667	60	55.55555556	76.47058824	NA
chr10	22622048	22622199	0.688616216	0.1348125	chr10	22622145	22622146	NA	NA	NA	NA	NA	NA	50	NA
chr10	24160230	24160381	0.573303604	0.0488125	.	-1	-1	.	.	.	.	.	.	.	.
chr10	24639663	24639814	0.597846847	0.0875375	.	-1	-1	.	.	.	.	.	.	.	.
chr10	27546383	27546534	0.810842342	0.2609375	chr10	27546402	27546403	NA	100	100	100	90.90909091	100	100	NA
chr10	27546383	27546534	0.810842342	0.2609375	chr10	27546403	27546404	NA	NA	NA	100	100	100	NA	100
chr10	27546383	27546534	0.810842342	0.2609375	chr10	27546410	27546411	NA	100	100	100	90.90909091	100	100	NA
chr10	27546383	27546534	0.810842342	0.2609375	chr10	27546411	27546412	NA	NA	NA	100	100	90	NA	NA
chr10	27546383	27546534	0.810842342	0.2609375	chr10	27546418	27546419	NA	100	85.71428571	100	90.90909091	100	87.5	NA
chr10	27546383	27546534	0.810842342	0.2609375	chr10	27546419	27546420	NA	NA	NA	100	100	100	NA	100
chr10	27546383	27546534	0.810842342	0.2609375	chr10	27546456	27546457	NA	100	NA	100	87.5	NA	100	NA
chr10	27546383	27546534	0.810842342	0.2609375	chr10	27546457	27546458	83.33333333	NA	NA	87.5	NA	100	NA	100
chr10	27546383	27546534	0.810842342	0.2609375	chr10	27546526	27546527	NA	NA	NA	85.71428571	NA	100	NA	NA
chr10	29480476	29480627	0.72256036	0.1549625	chr10	29480480	29480481	NA	100	NA	100	100	NA	NA	100
chr10	29480476	29480627	0.72256036	0.1549625	chr10	29480481	29480482	100	85.71428571	91.66666667	100	NA	100	100	100
chr10	29480476	29480627	0.72256036	0.1549625	chr10	29480491	29480492	NA	87.5	NA	100	100	NA	NA	100
chr10	29480476	29480627	0.72256036	0.1549625	chr10	29480492	29480493	100	85.71428571	81.81818182	NA	83.33333333	100	80	85.71428571
chr10	29480476	29480627	0.72256036	0.1549625	chr10	29480526	29480527	NA	90.90909091	NA	100	NA	NA	NA	100
chr10	29480476	29480627	0.72256036	0.1549625	chr10	29480527	29480528	NA	71.42857143	78.57142857	100	100	91.66666667	90.90909091	100
chr10	29480476	29480627	0.72256036	0.1549625	chr10	29480541	29480542	NA	90	NA	100	NA	NA	NA	NA
chr10	29480476	29480627	0.72256036	0.1549625	chr10	29480542	29480543	NA	66.66666667	80	NA	83.33333333	54.54545455	72.72727273	71.42857143
chr10	29480476	29480627	0.72256036	0.1549625	chr10	29480597	29480598	NA	NA	NA	NA	NA	NA	100	100
chr10	29480476	29480627	0.72256036	0.1549625	chr10	29480598	29480599	NA	100	93.33333333	85.71428571	88.88888889	90	71.42857143	100
chr10	30337917	30338068	0.618956757	0.1118125	chr10	30337936	30337937	100	100	88.88888889	100	100	100	84.61538462	NA
chr10	30337917	30338068	0.618956757	0.1118125	chr10	30337937	30337938	100	100	100	100	90.90909091	100	93.33333333	NA
chr10	30337917	30338068	0.618956757	0.1118125	chr10	30338030	30338031	85.71428571	92.30769231	100	88.88888889	100	83.33333333	100	NA
chr10	30337917	30338068	0.618956757	0.1118125	chr10	30338031	30338032	NA	100	100	NA	NA	100	NA	NA
chr10	30337917	30338068	0.618956757	0.1118125	chr10	30338039	30338040	100	93.33333333	100	100	100	91.66666667	100	100
chr10	30337917	30338068	0.618956757	0.1118125	chr10	30338040	30338041	NA	NA	100	NA	NA	100	NA	NA
chr10	30338171	30338322	0.610144144	0.081175	chr10	30338269	30338270	NA	92.30769231	88.88888889	NA	NA	100	NA	NA
chr10	30338171	30338322	0.610144144	0.081175	chr10	30338270	30338271	NA	92.85714286	100	86.66666667	100	84.21052632	100	100
chr10	30818404	30818555	0.643403604	0.05815	chr10	30818459	30818460	NA	33.33333333	71.42857143	50	NA	57.14285714	9.090909091	28.57142857
chr10	30818404	30818555	0.643403604	0.05815	chr10	30818486	30818487	NA	NA	NA	85.71428571	NA	NA	NA	NA
chr10	30818404	30818555	0.643403604	0.05815	chr10	30818487	30818488	NA	53.84615385	NA	87.5	NA	42.85714286	42.85714286	83.33333333
chr10	30818404	30818555	0.643403604	0.05815	chr10	30818518	30818519	NA	NA	NA	57.14285714	NA	NA	NA	NA
chr10	30818404	30818555	0.643403604	0.05815	chr10	30818519	30818520	NA	20	66.66666667	85.71428571	NA	NA	50	NA
chr10	30818404	30818555	0.643403604	0.05815	chr10	30818548	30818549	NA	50	NA	83.33333333	NA	NA	NA	NA
chr10	30818404	30818555	0.643403604	0.05815	chr10	30818549	30818550	NA	NA	83.33333333	NA	NA	NA	NA	NA
chr10	36461604	36461755	0.616026126	0.0845625	chr10	36461753	36461754	NA	90.90909091	NA	88.88888889	100	87.5	75	NA
chr10	36461604	36461755	0.616026126	0.0845625	chr10	36461754	36461755	75	77.77777778	80	83.33333333	92.85714286	92.85714286	78.57142857	71.42857143
chr10	43656091	43656242	0.652128829	0.13645	.	-1	-1	.	.	.	.	.	.	.	.
chr10	43697446	43697597	0.737458559	0.17205	chr10	43697448	43697449	NA	83.33333333	91.66666667	NA	NA	100	NA	NA
chr10	43697446	43697597	0.737458559	0.17205	chr10	43697462	43697463	75	100	88.88888889	NA	85.71428571	100	NA	NA
chr10	43697446	43697597	0.737458559	0.17205	chr10	43697524	43697525	100	87.5	NA	NA	100	100	100	NA
chr10	43697446	43697597	0.737458559	0.17205	chr10	43697541	43697542	100	100	NA	100	90.90909091	93.33333333	100	NA
chr10	43895150	43895301	0.797473874	0.297075	chr10	43895187	43895188	77.77777778	91.66666667	100	100	88.88888889	100	90.90909091	85.71428571
chr10	43895150	43895301	0.797473874	0.297075	chr10	43895188	43895189	NA	90.90909091	NA	100	NA	71.42857143	83.33333333	NA
chr10	44500416	44500567	0.702081982	0.1687125	.	-1	-1	.	.	.	.	.	.	.	.
chr10	49892666	49892817	0.680846847	0.1583625	chr10	49892733	49892734	NA	85.71428571	100	91.66666667	100	NA	100	NA
chr10	49892666	49892817	0.680846847	0.1583625	chr10	49892734	49892735	100	100	100	100	100	100	100	NA
chr10	49892666	49892817	0.680846847	0.1583625	chr10	49892800	49892801	100	71.42857143	85.71428571	100	NA	NA	100	83.33333333
chr10	49892666	49892817	0.680846847	0.1583625	chr10	49892801	49892802	100	92.85714286	83.33333333	100	100	100	80	NA
chr10	49892666	49892817	0.680846847	0.1583625	chr10	49892809	49892810	88.88888889	87.5	85.71428571	100	NA	NA	91.66666667	100
chr10	49892666	49892817	0.680846847	0.1583625	chr10	49892810	49892811	100	85.71428571	85.71428571	100	100	100	100	83.33333333
chr10	49892786	49892937	0.677399099	0.170525	chr10	49892800	49892801	100	71.42857143	85.71428571	100	NA	NA	100	83.33333333
chr10	49892786	49892937	0.677399099	0.170525	chr10	49892801	49892802	100	92.85714286	83.33333333	100	100	100	80	NA
chr10	49892786	49892937	0.677399099	0.170525	chr10	49892809	49892810	88.88888889	87.5	85.71428571	100	NA	NA	91.66666667	100
chr10	49892786	49892937	0.677399099	0.170525	chr10	49892810	49892811	100	85.71428571	85.71428571	100	100	100	100	83.33333333
chr10	49892852	49893003	0.62958018	0.0906375	.	-1	-1	.	.	.	.	.	.	.	.
chr10	49892855	49893006	0.691461261	0.1478875	.	-1	-1	.	.	.	.	.	.	.	.
chr10	49892868	49893019	0.694836937	0.1143125	.	-1	-1	.	.	.	.	.	.	.	.
chr10	49892879	49893030	0.690824324	0.073125	.	-1	-1	.	.	.	.	.	.	.	.
chr10	49892951	49893102	0.662164865	0.1554375	.	-1	-1	.	.	.	.	.	.	.	.
chr10	49893261	49893412	0.628148649	0.062325	chr10	49893405	49893406	85.71428571	77.77777778	NA	100	100	100	NA	NA
chr10	49893261	49893412	0.628148649	0.062325	chr10	49893406	49893407	NA	100	92.85714286	92.30769231	85.71428571	100	92.30769231	NA
chr10	49893271	49893422	0.753836937	0.1924625	chr10	49893405	49893406	85.71428571	77.77777778	NA	100	100	100	NA	NA
chr10	49893271	49893422	0.753836937	0.1924625	chr10	49893406	49893407	NA	100	92.85714286	92.30769231	85.71428571	100	92.30769231	NA
chr10	49893348	49893499	0.67422973	0.0747	chr10	49893405	49893406	85.71428571	77.77777778	NA	100	100	100	NA	NA
chr10	49893348	49893499	0.67422973	0.0747	chr10	49893406	49893407	NA	100	92.85714286	92.30769231	85.71428571	100	92.30769231	NA
chr10	49893348	49893499	0.67422973	0.0747	chr10	49893495	49893496	100	100	100	85.71428571	100	100	71.42857143	83.33333333
chr10	49893348	49893499	0.67422973	0.0747	chr10	49893496	49893497	100	100	85.71428571	100	100	100	91.66666667	100
chr10	49893348	49893499	0.67422973	0.0747	chr10	49893498	49893499	100	100	100	78.57142857	100	100	85.71428571	83.33333333
chr10	49893370	49893521	0.643867568	0.129875	chr10	49893405	49893406	85.71428571	77.77777778	NA	100	100	100	NA	NA
chr10	49893370	49893521	0.643867568	0.129875	chr10	49893406	49893407	NA	100	92.85714286	92.30769231	85.71428571	100	92.30769231	NA
chr10	49893370	49893521	0.643867568	0.129875	chr10	49893495	49893496	100	100	100	85.71428571	100	100	71.42857143	83.33333333
chr10	49893370	49893521	0.643867568	0.129875	chr10	49893496	49893497	100	100	85.71428571	100	100	100	91.66666667	100
chr10	49893370	49893521	0.643867568	0.129875	chr10	49893498	49893499	100	100	100	78.57142857	100	100	85.71428571	83.33333333
chr10	49893370	49893521	0.643867568	0.129875	chr10	49893499	49893500	88.88888889	94.44444444	86.66666667	88.88888889	85.71428571	100	91.66666667	100
chr10	49893388	49893539	0.671988288	0.1130875	chr10	49893405	49893406	85.71428571	77.77777778	NA	100	100	100	NA	NA
chr10	49893388	49893539	0.671988288	0.1130875	chr10	49893406	49893407	NA	100	92.85714286	92.30769231	85.71428571	100	92.30769231	NA
chr10	49893388	49893539	0.671988288	0.1130875	chr10	49893495	49893496	100	100	100	85.71428571	100	100	71.42857143	83.33333333
chr10	49893388	49893539	0.671988288	0.1130875	chr10	49893496	49893497	100	100	85.71428571	100	100	100	91.66666667	100
chr10	49893388	49893539	0.671988288	0.1130875	chr10	49893498	49893499	100	100	100	78.57142857	100	100	85.71428571	83.33333333
chr10	49893388	49893539	0.671988288	0.1130875	chr10	49893499	49893500	88.88888889	94.44444444	86.66666667	88.88888889	85.71428571	100	91.66666667	100
chr10	49893474	49893625	0.631604505	0.0950875	chr10	49893495	49893496	100	100	100	85.71428571	100	100	71.42857143	83.33333333
chr10	49893474	49893625	0.631604505	0.0950875	chr10	49893496	49893497	100	100	85.71428571	100	100	100	91.66666667	100
chr10	49893474	49893625	0.631604505	0.0950875	chr10	49893498	49893499	100	100	100	78.57142857	100	100	85.71428571	83.33333333
chr10	49893474	49893625	0.631604505	0.0950875	chr10	49893499	49893500	88.88888889	94.44444444	86.66666667	88.88888889	85.71428571	100	91.66666667	100
chr10	49893474	49893625	0.631604505	0.0950875	chr10	49893555	49893556	90.90909091	100	100	100	100	100	100	NA
chr10	49893474	49893625	0.631604505	0.0950875	chr10	49893556	49893557	100	100	87.5	100	100	NA	100	NA
chr10	49893474	49893625	0.631604505	0.0950875	chr10	49893572	49893573	100	100	100	100	NA	100	100	NA
chr10	49893474	49893625	0.631604505	0.0950875	chr10	49893573	49893574	100	100	100	90.90909091	100	88.88888889	92.85714286	NA
chr10	50321041	50321192	0.65720991	0.1503125	chr10	50321046	50321047	42.85714286	11.11111111	NA	NA	20	25	25	33.33333333
chr10	50321041	50321192	0.65720991	0.1503125	chr10	50321047	50321048	42.85714286	7.692307692	27.27272727	22.22222222	11.11111111	33.33333333	21.42857143	NA
chr10	54515076	54515227	0.722578378	0.1156	chr10	54515091	54515092	100	NA	NA	100	100	66.66666667	83.33333333	NA
chr10	54515076	54515227	0.722578378	0.1156	chr10	54515092	54515093	NA	NA	NA	62.5	NA	NA	NA	NA
chr10	54515076	54515227	0.722578378	0.1156	chr10	54515145	54515146	NA	100	100	100	NA	NA	100	NA
chr10	54515076	54515227	0.722578378	0.1156	chr10	54515146	54515147	NA	NA	88.88888889	83.33333333	NA	100	NA	NA
chr10	54515076	54515227	0.722578378	0.1156	chr10	54515150	54515151	NA	100	87.5	100	NA	NA	100	NA
chr10	54515076	54515227	0.722578378	0.1156	chr10	54515151	54515152	NA	NA	100	100	NA	100	NA	NA
chr10	60552649	60552800	0.646352252	0.05675	chr10	60552741	60552742	66.66666667	69.23076923	NA	23.07692308	50	90	0	NA
chr10	60552649	60552800	0.646352252	0.05675	chr10	60552742	60552743	77.77777778	66.66666667	0	20	33.33333333	53.84615385	0	NA
chr10	63525776	63525927	0.691727027	0.1167875	chr10	63525925	63525926	NA	100	91.66666667	100	100	100	91.66666667	100
chr10	63525776	63525927	0.691727027	0.1167875	chr10	63525926	63525927	NA	84	100	90	85.71428571	100	86.66666667	NA
chr10	64495552	64495703	0.586601802	0.062125	chr10	64495567	64495568	NA	84.21052632	90	77.77777778	71.42857143	93.33333333	100	NA
chr10	64495552	64495703	0.586601802	0.062125	chr10	64495568	64495569	NA	83.33333333	88.88888889	76.92307692	93.33333333	87.5	70	NA
chr10	70847275	70847426	0.536472072	0.0267625	chr10	70847305	70847306	NA	100	NA	87.5	NA	100	NA	NA
chr10	70847275	70847426	0.536472072	0.0267625	chr10	70847306	70847307	100	93.33333333	100	100	78.57142857	81.81818182	85.71428571	NA
chr10	70847275	70847426	0.536472072	0.0267625	chr10	70847345	70847346	NA	85.71428571	NA	100	NA	100	NA	100
chr10	70847275	70847426	0.536472072	0.0267625	chr10	70847346	70847347	100	84.61538462	94.11764706	93.75	92.85714286	100	90.90909091	NA
chr10	70847275	70847426	0.536472072	0.0267625	chr10	70847391	70847392	NA	NA	NA	100	100	85.71428571	NA	100
chr10	70847275	70847426	0.536472072	0.0267625	chr10	70847392	70847393	NA	84.61538462	100	100	100	100	85.71428571	NA
chr10	70847355	70847506	0.579797297	0.0473625	chr10	70847391	70847392	NA	NA	NA	100	100	85.71428571	NA	100
chr10	70847355	70847506	0.579797297	0.0473625	chr10	70847392	70847393	NA	84.61538462	100	100	100	100	85.71428571	NA
chr10	71077146	71077297	0.751718018	0.1802375	chr10	71077155	71077156	NA	38.46153846	55.55555556	NA	NA	14.28571429	NA	NA
chr10	71077146	71077297	0.751718018	0.1802375	chr10	71077156	71077157	NA	NA	NA	30	NA	NA	NA	NA
chr10	72336022	72336173	0.682147748	0.12695	chr10	72336034	72336035	NA	71.42857143	61.53846154	NA	NA	66.66666667	71.42857143	NA
chr10	72336022	72336173	0.682147748	0.12695	chr10	72336105	72336106	NA	100	30	NA	NA	NA	100	NA
chr10	72336022	72336173	0.682147748	0.12695	chr10	72336106	72336107	NA	NA	NA	100	NA	NA	NA	NA
chr10	72336022	72336173	0.682147748	0.12695	chr10	72336120	72336121	NA	100	80	NA	NA	NA	85.71428571	NA
