chr	start	end	not_leuk_avg	leuk_dist	leuk_average
chr7	921845	921846	0.764606306	0.569106306	0.1955
chr5	118677172	118677173	0.655566667	0.568991667	0.086575
chr7	5528179	5528180	0.756012613	0.568950113	0.1870625
chr19	947765	947766	0.734537838	0.568912838	0.165625
chr3	194868790	194868791	0.698934234	0.568896734	0.1300375
chr2	174886880	174886881	0.64793964	0.56882714	0.0791125
chr7	100304669	100304670	0.36152973	0.56882027	0.93035
chr2	235353937	235353938	0.621326126	0.568688626	0.0526375
chr16	84027871	84027872	0.649407207	0.568632207	0.080775
chr1	27147585	27147586	0.623001802	0.568501802	0.0545
chr2	8444004	8444005	0.681714414	0.568476914	0.1132375
chr6	32813544	32813545	0.592933333	0.568445833	0.0244875
chr17	179611	179612	0.748725225	0.568400225	0.180325
chr19	14785593	14785594	0.680994595	0.568307095	0.1126875
chr1	233027124	233027125	0.705714414	0.568176914	0.1375375
chr2	204582969	204582970	0.615233333	0.568108333	0.047125
chr11	1606664	1606665	0.714041441	0.568091441	0.14595
chr16	28996533	28996534	0.617231532	0.568006532	0.049225
chr11	128566958	128566959	0.687306306	0.568006306	0.1193
chr7	150130708	150130709	0.705765766	0.568003266	0.1377625
chr4	10686394	10686395	0.71843964	0.56800214	0.1504375
chr19	46529189	46529190	0.687992793	0.567992793	0.12
chr4	10686610	10686611	0.635192793	0.567905293	0.0672875
chr5	75838704	75838705	0.757707207	0.567844707	0.1898625
chr14	90147503	90147504	0.600463964	0.567751464	0.0327125
chr7	4848939	4848940	0.635997297	0.567734797	0.0682625
chr6	32813448	32813449	0.598412613	0.567625113	0.0307875
chr15	38988860	38988861	0.643736036	0.567623536	0.0761125
chr10	29480551	29480552	0.72256036	0.56759786	0.1549625
chr3	128403035	128403036	0.798375676	0.567575676	0.2308
chr4	174441703	174441704	0.725084685	0.567522185	0.1575625
chr17	76775543	76775544	0.60451982	0.56751982	0.037
chr9	19026479	19026480	0.730008108	0.567508108	0.1625
chr19	35838636	35838637	0.63210991	0.56749741	0.0646125
chr19	54876664	54876665	0.658412613	0.567475113	0.0909375
chr1	16163610	16163611	0.711827928	0.567440428	0.1443875
chr11	60048221	60048222	0.673362162	0.567412162	0.10595
chr2	200604022	200604023	0.649451351	0.567276351	0.082175
chr19	46713446	46713447	0.641440541	0.567265541	0.074175
chr22	50155070	50155071	0.615177477	0.567252477	0.047925
chr8	1094575	1094576	0.662745045	0.567232545	0.0955125
chr1	28856281	28856282	0.813612613	0.567187613	0.246425
chr20	37433803	37433804	0.602215315	0.567165315	0.03505
chr5	92905692	92905693	0.664556757	0.567131757	0.097425
chr19	46713464	46713465	0.649448649	0.567111149	0.0823375
chr1	76556226	76556227	0.699509009	0.567109009	0.1324
chr19	3179741	3179742	0.602263063	0.567100563	0.0351625
chr1	214154936	214154937	0.726614414	0.567076914	0.1595375
chr14	105532208	105532209	0.66969009	0.56692759	0.1027625
chr16	28995994	28995995	0.687300901	0.566800901	0.1205
chr4	159969703	159969704	0.309016216	0.566658784	0.875675
chr11	2322741	2322742	0.627535135	0.566622635	0.0609125
chr1	179334176	179334177	0.804615315	0.566440315	0.238175
chr1	117057968	117057969	0.598831532	0.566394032	0.0324375
chr20	62199190	62199191	0.62517027	0.56632027	0.05885
chr6	135516936	135516937	0.665108108	0.566308108	0.0988
chr7	97762571	97762572	0.604036036	0.566223536	0.0378125
chr1	214152805	214152806	0.698496396	0.566183896	0.1323125
chr12	51718251	51718252	0.740673874	0.566136374	0.1745375
chr2	206667827	206667828	0.63630991	0.56612241	0.0701875
chr1	9689803	9689804	0.601221622	0.566121622	0.0351
chr11	64107672	64107673	0.618907207	0.566119707	0.0527875
chr7	138560796	138560797	0.714996396	0.566096396	0.1489
chr15	60285508	60285509	0.338130631	0.565981869	0.9041125
chr11	2321803	2321804	0.638902703	0.565977703	0.072925
chr2	197104914	197104915	0.611013514	0.565926014	0.0450875
chr10	49893336	49893337	0.628148649	0.565823649	0.062325
chr1	244891843	244891844	0.704541441	0.565728941	0.1388125
chr6	10556326	10556327	0.357686486	0.565663514	0.92335
chr8	67975895	67975896	0.783290991	0.565628491	0.2176625
chr1	156889128	156889129	0.777818018	0.565605518	0.2122125
chr9	93953608	93953609	0.762920721	0.565583221	0.1973375
chr10	121066392	121066393	0.634061261	0.565486261	0.068575
chr11	2502357	2502358	0.665010811	0.565485811	0.099525
chr9	101912842	101912843	0.640393694	0.565468694	0.074925
chr1	45083207	45083208	0.402236036	0.565451464	0.9676875
chr10	43697521	43697522	0.737458559	0.565408559	0.17205
chr12	120242513	120242514	0.374863964	0.565398536	0.9402625
chr2	20648580	20648581	0.378433333	0.565379167	0.9438125
chr7	105987258	105987259	0.65201982	0.56536982	0.08665
chr20	35258570	35258571	0.61081982	0.56534482	0.045475
chr14	91866373	91866374	0.625273874	0.565311374	0.0599625
chr17	72528764	72528765	0.714246847	0.565309347	0.1489375
chr8	27144085	27144086	0.691428829	0.565303829	0.126125
chr6	114131273	114131274	0.731742342	0.565217342	0.166525
chr5	169724656	169724657	0.587991892	0.565191892	0.0228
chr4	3203982	3203983	0.703367568	0.565180068	0.1381875
chr17	78735324	78735325	0.644688288	0.565138288	0.07955
chr8	145002522	145002523	0.678852252	0.565127252	0.113725
chr20	50719777	50719778	0.684801802	0.565051802	0.11975
chr16	28505659	28505660	0.616472072	0.564934572	0.0515375
chr3	193921489	193921490	0.680617117	0.564892117	0.115725
chr4	122628020	122628021	0.639843243	0.564855743	0.0749875
chr7	158235423	158235424	0.701537838	0.564850338	0.1366875
chr17	76755745	76755746	0.612155856	0.564830856	0.047325
chr7	2648289	2648290	0.729495495	0.564795495	0.1647
chr19	3178955	3178956	0.591933333	0.564708333	0.027225
chr11	128566009	128566010	0.596199099	0.564686599	0.0315125
chr13	93877559	93877560	0.663147748	0.564560248	0.0985875
chr12	25204649	25204650	0.674159459	0.564559459	0.1096
chr1	249111407	249111408	0.69108018	0.56423018	0.12685
chr17	56408688	56408689	0.613477477	0.564227477	0.04925
chr11	2321889	2321890	0.661744144	0.564206644	0.0975375
chr22	50483351	50483352	0.606327027	0.564189527	0.0421375
chr12	1642879	1642880	0.612016216	0.564178716	0.0478375
chr14	21507259	21507260	0.368599099	0.564138401	0.9327375
chr3	171029779	171029780	0.66167027	0.56409527	0.097575
chr7	150061328	150061329	0.690745946	0.564045946	0.1267
chr5	39270715	39270716	0.671577477	0.563989977	0.1075875
chr3	57207651	57207652	0.672565766	0.563940766	0.108625
chr8	142219444	142219445	0.76075045	0.56393795	0.1968125
chr2	232258417	232258418	0.650559459	0.563896959	0.0866625
chr14	61225294	61225295	0.717165766	0.563790766	0.153375
chr1	3526110	3526111	0.774873874	0.563761374	0.2111125
chr6	166876890	166876891	0.755664865	0.563752365	0.1919125
chr3	57743377	57743378	0.307144144	0.563705856	0.87085
chr2	235529129	235529130	0.643532432	0.563694932	0.0798375
chr7	50348174	50348175	0.59513964	0.56368964	0.03145
chr10	118607718	118607719	0.711108108	0.563683108	0.147425
chr3	150996563	150996564	0.713917117	0.563642117	0.150275
chr19	4916983	4916984	0.630007207	0.563607207	0.0664
chr2	85073715	85073716	0.665676577	0.563589077	0.1020875
chr2	238777587	238777588	0.682985586	0.563548086	0.1194375
chr6	166877038	166877039	0.736358559	0.563546059	0.1728125
chr19	42703609	42703610	0.60649009	0.56350259	0.0429875
chr17	70715578	70715579	0.665092793	0.563492793	0.1016
chr16	50715260	50715261	0.588732432	0.563444932	0.0252875
chr16	50715192	50715193	0.605010811	0.563435811	0.041575
chr11	36422615	36422616	0.70736036	0.56339786	0.1439625
chr4	99584961	99584962	0.633120721	0.563383221	0.0697375
chr7	41607500	41607501	0.6707	0.563325	0.107375
chr16	31271240	31271241	0.638490991	0.563228491	0.0752625
chr5	156696185	156696186	0.63856036	0.56321036	0.07535
chr17	29148918	29148919	0.701246847	0.563146847	0.1381
chr1	116044436	116044437	0.646238739	0.563138739	0.0831
chr9	134139878	134139879	0.756468468	0.563093468	0.193375
chr1	160159670	160159671	0.252512613	0.563074887	0.8155875
chr11	2322781	2322782	0.659347748	0.563035248	0.0963125
chr20	2671574	2671575	0.680376577	0.563026577	0.11735
chr17	34639626	34639627	0.631846847	0.562859347	0.0689875
chr10	1981436	1981437	0.760412613	0.562762613	0.19765
chr5	55625247	55625248	0.677144144	0.562744144	0.1144
chr5	92905860	92905861	0.69490991	0.56268491	0.132225
chr6	32812933	32812934	0.596902703	0.562565203	0.0343375
chr5	1503595	1503596	0.66629009	0.56252759	0.1037625
chr12	12619103	12619104	0.808295495	0.562507995	0.2457875
chr8	144631768	144631769	0.727563063	0.562488063	0.165075
chr7	112062419	112062420	0.636784685	0.562484685	0.0743
chr11	7457955	7457956	0.621459459	0.562459459	0.059
chr7	1894300	1894301	0.768922523	0.562435023	0.2064875
chr5	73623208	73623209	0.740711712	0.562411712	0.1783
chr7	27141067	27141068	0.361302703	0.562322297	0.923625
chr16	28505886	28505887	0.596955856	0.562318356	0.0346375
chr6	166876736	166876737	0.713867568	0.562280068	0.1515875
chr11	18388147	18388148	0.689603604	0.562278604	0.127325
chr6	15411400	15411401	0.667945045	0.562257545	0.1056875
chr20	36932385	36932386	0.719688288	0.562138288	0.15755
chr11	1874445	1874446	0.600545946	0.562133446	0.0384125
chr1	1306946	1306947	0.634083784	0.562033784	0.07205
chr19	3179364	3179365	0.61496036	0.56202286	0.0529375
chr22	45608465	45608466	0.334998198	0.561976802	0.896975
chr22	23922551	23922552	0.658742342	0.561942342	0.0968
chr8	82006417	82006418	0.697961261	0.561886261	0.136075
chr17	19976435	19976436	0.69818018	0.56168018	0.1365
chr7	99819110	99819111	0.716022523	0.561622523	0.1544
chr8	1900778	1900779	0.686413514	0.561576014	0.1248375
chr4	40310457	40310458	0.603658559	0.561521059	0.0421375
chr22	24823509	24823510	0.594374775	0.561512275	0.0328625
chr7	142920096	142920097	0.686194595	0.561494595	0.1247
chr13	107145933	107145934	0.645512613	0.561475113	0.0840375
chr18	74114728	74114729	0.801731532	0.561406532	0.240325
chr19	13215041	13215042	0.713273874	0.561386374	0.1518875
chr2	8618154	8618155	0.603530631	0.561380631	0.04215
chr10	49893346	49893347	0.753836937	0.561374437	0.1924625
chr6	152702444	152702445	0.368415315	0.561372185	0.9297875
chr5	178420690	178420691	0.709888288	0.561313288	0.148575
chr3	13679574	13679575	0.71660991	0.56124741	0.1553625
chr1	9486939	9486940	0.721458559	0.561171059	0.1602875
chr13	60197945	60197946	0.638883784	0.561158784	0.077725
chr12	58120635	58120636	0.373359459	0.561140541	0.9345
chr1	40504529	40504530	0.682712613	0.561037613	0.121675
chr7	149562623	149562624	0.63089009	0.56095259	0.0699375
chr2	191894418	191894419	0.638767568	0.560780068	0.0779875
chr16	28996449	28996450	0.605364865	0.560777365	0.0445875
chr6	30104552	30104553	0.642931532	0.560719032	0.0822125
chr6	31691035	31691036	0.678881081	0.560718581	0.1181625
chr12	29581042	29581043	0.740338739	0.560701239	0.1796375
chr2	38138126	38138127	0.75496036	0.56068536	0.194275
chr16	28505487	28505488	0.654525225	0.560650225	0.093875
chr19	4105153	4105154	0.600014414	0.560564414	0.03945
chr5	172462626	172462627	0.61937027	0.56054527	0.058825
chr2	175545838	175545839	0.769354054	0.560516554	0.2088375
chr6	29454623	29454624	0.647343243	0.560505743	0.0868375
chr17	76121564	76121565	0.657895495	0.560495495	0.0974
chr11	65661516	65661517	0.614424324	0.560424324	0.054
chr5	14331816	14331817	0.617825225	0.560375225	0.05745
chr16	28996362	28996363	0.591689189	0.560301689	0.0313875
chr16	75353806	75353807	0.60428018	0.56029268	0.0439875
chr7	1793123	1793124	0.661041441	0.560253941	0.1007875
chr2	68917482	68917483	0.683668468	0.560243468	0.123425
chr22	17587971	17587972	0.642702703	0.560227703	0.082475
chr14	23589419	23589420	0.623413514	0.560188514	0.063225
chr1	201852272	201852273	0.65024955	0.56017455	0.090075
chr7	1980273	1980274	0.586708108	0.560120608	0.0265875
chr3	9943937	9943938	0.614668468	0.560005968	0.0546625
chr10	14650660	14650661	0.713617117	0.559992117	0.153625
chr8	61863697	61863698	0.683051351	0.559963851	0.1230875
chr5	78985592	78985593	0.310087387	0.559937613	0.870025
chr2	235949554	235949555	0.754215315	0.559915315	0.1943
chr15	70326230	70326231	0.378318018	0.559869482	0.9381875
chr11	1873884	1873885	0.695942342	0.559829842	0.1361125
chr6	108437684	108437685	0.749736937	0.559736937	0.19
chr4	76945459	76945460	0.701557658	0.559732658	0.141825
chr7	155556652	155556653	0.612590991	0.559728491	0.0528625
chr15	60285744	60285745	0.384555856	0.559581644	0.9441375
chr18	74824413	74824414	0.789274775	0.559574775	0.2297
chr7	17730027	17730028	0.707224324	0.559574324	0.14765
chr15	40600284	40600285	0.581077477	0.559514977	0.0215625
chr16	1037381	1037382	0.401928829	0.559471171	0.9614
chr1	7692325	7692326	0.643186486	0.559448986	0.0837375
chr7	92849025	92849026	0.739021622	0.559446622	0.179575
chr1	166914191	166914192	0.656157658	0.559407658	0.09675
chr2	23719838	23719839	0.768218919	0.559343919	0.208875
chr2	120097181	120097182	0.736599099	0.559336599	0.1772625
chr11	121460973	121460974	0.664504505	0.559329505	0.105175
chr11	118175172	118175173	0.711587387	0.559324887	0.1522625
chr21	35747081	35747082	0.690496396	0.559321396	0.131175
chr2	113464048	113464049	0.670104505	0.559279505	0.110825
chr8	743875	743876	0.696197297	0.559272297	0.136925
chr12	52262163	52262164	0.786164865	0.559264865	0.2269
chr6	133035235	133035236	0.62540991	0.55924741	0.0661625
chr8	120685317	120685318	0.417427928	0.559247072	0.976675
chr19	14550846	14550847	0.605353153	0.559228153	0.046125
chr12	123518888	123518889	0.711392793	0.559192793	0.1522
chr1	150132950	150132951	0.692046847	0.559184347	0.1328625
chr8	23144983	23144984	0.655343243	0.559180743	0.0961625
chr2	43398154	43398155	0.665758559	0.559083559	0.106675
chr15	55559759	55559760	0.633036937	0.558986937	0.07405
chr1	6054867	6054868	0.611585586	0.558948086	0.0526375
chr20	1600705	1600706	0.621617117	0.558904617	0.0627125
chr10	49893463	49893464	0.671988288	0.558900788	0.1130875
chr7	65839403	65839404	0.770217117	0.558842117	0.211375
chr7	102067162	102067163	0.581424324	0.558811824	0.0226125
chr9	102589165	102589166	0.755872973	0.558672973	0.1972
chr4	7033895	7033896	0.692169369	0.558644369	0.133525
chr8	130353282	130353283	0.767355856	0.558555856	0.2088
chr6	20024447	20024448	0.631946847	0.558321847	0.073625
chr1	6651358	6651359	0.646916216	0.558303716	0.0886125
chr16	88769761	88769762	0.665018919	0.558293919	0.106725
chr4	71860600	71860601	0.604916216	0.558278716	0.0466375
chr6	52775209	52775210	0.670273874	0.558223874	0.11205
chr6	166877002	166877003	0.692867568	0.558180068	0.1346875
chr12	125003558	125003559	0.284045045	0.558117455	0.8421625
chr11	64107720	64107721	0.597662162	0.558049662	0.0396125
chr4	90815973	90815974	0.605797297	0.558022297	0.047775
chr2	159311068	159311069	0.680798198	0.557960698	0.1228375
chr2	68961987	68961988	0.578237838	0.557950338	0.0202875
chr16	21620545	21620546	0.645345045	0.557932545	0.0874125
chr12	7060569	7060570	0.607223423	0.557848423	0.049375
chr8	95229664	95229665	0.634078378	0.557840878	0.0762375
chr3	42094749	42094750	0.405048649	0.557801351	0.96285
chr8	898407	898408	0.689673874	0.557698874	0.131975
chr10	135202522	135202523	0.735884685	0.557659685	0.178225
chr6	168768014	168768015	0.596454054	0.557629054	0.038825
chr1	92946700	92946701	0.374078378	0.557609122	0.9316875
chr5	125694418	125694419	0.637917117	0.557592117	0.080325
chr13	99880947	99880948	0.621101802	0.557589302	0.0635125
chr12	117627286	117627287	0.381352252	0.557522748	0.938875
chr19	35819889	35819890	0.659504505	0.557454505	0.10205
chr14	92960827	92960828	0.740882883	0.557432883	0.18345
chr6	25167695	25167696	0.729313514	0.557401014	0.1719125
chr19	695642	695643	0.618097297	0.557359797	0.0607375
chr11	60869910	60869911	0.670318018	0.557355518	0.1129625
chr20	24930041	24930042	0.600201802	0.557351802	0.04285
chr4	186559707	186559708	0.613717117	0.557342117	0.056375
chr15	70051510	70051511	0.587817117	0.557317117	0.0305
chr10	103594334	103594335	0.625390991	0.557315991	0.068075
chr11	130271905	130271906	0.639228829	0.557278829	0.08195
chr11	23919652	23919653	0.679498198	0.557185698	0.1223125
chr5	180231084	180231085	0.593703604	0.557178604	0.036525
chr8	11735419	11735420	0.608623423	0.557173423	0.05145
chr8	134028958	134028959	0.684793694	0.557143694	0.12765
chr2	242974096	242974097	0.594951351	0.557138851	0.0378125
chr6	53600006	53600007	0.602735135	0.557122635	0.0456125
chr19	909533	909534	0.638740541	0.557078041	0.0816625
chr16	29756951	29756952	0.620798198	0.557048198	0.06375
chr1	159770209	159770210	0.627637838	0.556950338	0.0706875
chr2	157180144	157180145	0.654802703	0.556890203	0.0979125
chr16	21767742	21767743	0.638140541	0.556878041	0.0812625
chr6	31431503	31431504	0.662815315	0.556865315	0.10595
chr2	68962012	68962013	0.597505405	0.556817905	0.0406875
chr11	70333993	70333994	0.6668	0.5567875	0.1100125
chr1	231512676	231512677	0.681675676	0.556775676	0.1249
chr19	17862104	17862105	0.58220991	0.55674741	0.0254625
chr12	120241287	120241288	0.385926126	0.556686374	0.9426125
chr17	80407779	80407780	0.616472973	0.556672973	0.0598
chr1	151129062	151129063	0.583892793	0.556667793	0.027225
chr16	89550474	89550475	0.720947748	0.556622748	0.164325
chr1	234609003	234609004	0.647894595	0.556582095	0.0913125
chr21	36421503	36421504	0.59460991	0.55657241	0.0380375
chr5	92914036	92914037	0.73427027	0.55657027	0.1777
chr11	1750381	1750382	0.600627027	0.556552027	0.044075
chr17	26577713	26577714	0.610904505	0.556442005	0.0544625
chr12	54758384	54758385	0.625412613	0.556412613	0.069
chr12	6184516	6184517	0.610059459	0.556409459	0.05365
chr13	110493045	110493046	0.624569369	0.556394369	0.068175
chr5	134788128	134788129	0.642918018	0.556393018	0.086525
chr1	184836205	184836206	0.643106306	0.556356306	0.08675
chr2	36905302	36905303	0.611904505	0.556342005	0.0555625
chr16	88039185	88039186	0.731762162	0.556337162	0.175425
chr12	8276482	8276483	0.657207207	0.556307207	0.1009
chr2	101928209	101928210	0.602479279	0.556279279	0.0462
chr9	134151519	134151520	0.584066667	0.556241667	0.027825
chr1	114414408	114414409	0.591048649	0.556098649	0.03495
chr12	55378638	55378639	0.604668468	0.556068468	0.0486
chr6	57235407	57235408	0.67405045	0.55606295	0.1179875
chr18	77284742	77284743	0.803204505	0.556017005	0.2471875
chr15	85359001	85359002	0.764186486	0.555998986	0.2081875
chr1	209942066	209942067	0.658663964	0.555938964	0.102725
chr13	51482661	51482662	0.772978378	0.555928378	0.21705
chr1	218698561	218698562	0.6623	0.555875	0.106425
chr16	28995882	28995883	0.612627027	0.555852027	0.056775
chr9	132652889	132652890	0.62326036	0.55582286	0.0674375
chr11	127909557	127909558	0.592137838	0.555750338	0.0363875
chr6	139496770	139496771	0.670072072	0.555647072	0.114425
chr11	64621685	64621686	0.782233333	0.555633333	0.2266
chr4	114276834	114276835	0.619973874	0.555548874	0.064425
chr2	69001665	69001666	0.669097297	0.555522297	0.113575
chr1	27438378	27438379	0.665032432	0.555482432	0.10955
chr6	31705273	31705274	0.652796396	0.555446396	0.09735
chr8	21771258	21771259	0.60411982	0.55540732	0.0487125
chr6	32182013	32182014	0.725573874	0.555398874	0.170175
chr2	242973936	242973937	0.600179279	0.555279279	0.0449
chr5	1494983	1494984	0.764862162	0.555249662	0.2096125
chr11	59634191	59634192	0.6322	0.5552125	0.0769875
chr10	72336097	72336098	0.682147748	0.555197748	0.12695
chr7	139953117	139953118	0.658054955	0.555192455	0.1028625
chr11	130271903	130271904	0.650951351	0.555063851	0.0958875
chr2	231090329	231090330	0.654392793	0.555042793	0.09935
chr6	167368657	167368658	0.682879279	0.554991779	0.1278875
chr19	15563870	15563871	0.409774775	0.554975225	0.96475
chr11	9623178	9623179	0.576261261	0.554911261	0.02135
chr9	34457249	34457250	0.346254955	0.554907545	0.9011625
chr8	129115055	129115056	0.649393694	0.554881194	0.0945125
chr7	151087726	151087727	0.659011712	0.554774212	0.1042375
chr12	53496842	53496843	0.612784685	0.554759685	0.058025
chr1	9716050	9716051	0.735082883	0.554745383	0.1803375
chr1	3806817	3806818	0.707369369	0.554606869	0.1527625
chr2	239007919	239007920	0.747226126	0.554538626	0.1926875
chr21	35746798	35746799	0.729869369	0.554519369	0.17535
chr13	114814680	114814681	0.622138739	0.554513739	0.067625
chr3	45076599	45076600	0.6102	0.5544875	0.0557125
chr11	5586092	5586093	0.654853153	0.554428153	0.100425
chr1	26872337	26872338	0.603062162	0.554299662	0.0487625
chr19	55836752	55836753	0.601838739	0.554276239	0.0475625
chr22	46477834	46477835	0.323251351	0.554273649	0.877525
chr7	50727932	50727933	0.619479279	0.554216779	0.0652625
chr6	16669649	16669650	0.664084685	0.554209685	0.109875
chr19	17517008	17517009	0.611111712	0.554199212	0.0569125
chr10	121277385	121277386	0.60941982	0.55419482	0.055225
chr19	17942411	17942412	0.399306306	0.554193694	0.9535
chr3	194208907	194208908	0.615957658	0.554157658	0.0618
chr11	68866745	68866746	0.797266667	0.554129167	0.2431375
chr12	3472883	3472884	0.60903964	0.55401464	0.055025
chr9	110399293	110399294	0.661306306	0.553881306	0.107425
chr7	134139309	134139310	0.608144144	0.553869144	0.054275
chr10	22622123	22622124	0.688616216	0.553803716	0.1348125
chr6	45979349	45979350	0.621546847	0.553796847	0.06775
chr16	30363681	30363682	0.381730631	0.553781869	0.9355125
chr13	52093016	52093017	0.693323423	0.553710923	0.1396125
chr11	36422443	36422444	0.679137838	0.553662838	0.125475
chr2	233927348	233927349	0.63763964	0.55363964	0.084
chr7	5572794	5572795	0.592818018	0.553630518	0.0391875
chr2	162101123	162101124	0.670845045	0.553507545	0.1173375
chr18	52258234	52258235	0.677287387	0.553499887	0.1237875
chr11	6767826	6767827	0.63689009	0.55349009	0.0834
chr10	72362694	72362695	0.685686486	0.553473986	0.1322125
chr7	45066738	45066739	0.597343243	0.553418243	0.043925
chr2	239403003	239403004	0.621252252	0.553414752	0.0678375
chr2	175426016	175426017	0.40501982	0.55335518	0.958375
chr8	105352067	105352068	0.67510991	0.55325991	0.12185
chr4	129405035	129405036	0.687445946	0.553220946	0.134225
chr19	36393696	36393697	0.699918919	0.553193919	0.146725
chr6	143178039	143178040	0.616399099	0.553161599	0.0632375
chr22	44577211	44577212	0.586185586	0.553123086	0.0330625
chr16	29757344	29757345	0.60312973	0.55309223	0.0500375
chr2	106415145	106415146	0.57764955	0.55301205	0.0246375
chr19	35819775	35819776	0.66537027	0.55300777	0.1123625
chr9	135755363	135755364	0.740148649	0.552961149	0.1871875
chr1	209929496	209929497	0.599898198	0.552923198	0.046975
chr16	89502388	89502389	0.604822523	0.552910023	0.0519125
chr5	139722098	139722099	0.604481982	0.552856982	0.051625
chr19	36233380	36233381	0.5858	0.552725	0.033075
chr16	30197211	30197212	0.634740541	0.552715541	0.082025
chr14	105403230	105403231	0.675597297	0.552622297	0.122975
chr22	46770063	46770064	0.616048649	0.552611149	0.0634375
chr1	161039695	161039696	0.590916216	0.552553716	0.0383625
chr5	178204766	178204767	0.631289189	0.552551689	0.0787375
chr17	80358829	80358830	0.659968468	0.552480968	0.1074875
chr10	135202611	135202612	0.637138739	0.552463739	0.084675
chr11	47399998	47399999	0.717091892	0.552404392	0.1646875
chr20	31123218	31123219	0.648998198	0.552348198	0.09665
chr15	94841334	94841335	0.682511712	0.552336712	0.130175
chr11	67170610	67170611	0.81576036	0.55232286	0.2634375
chr2	113885116	113885117	0.669851351	0.552313851	0.1175375
chr7	36022575	36022576	0.852717117	0.552292117	0.300425
chr13	50569769	50569770	0.669986486	0.552286486	0.1177
chr8	26298067	26298068	0.618652252	0.552264752	0.0663875
chr6	33151274	33151275	0.598668468	0.552193468	0.046475
chr19	32715259	32715260	0.652712613	0.552175113	0.1005375
chr6	16180549	16180550	0.612501802	0.552101802	0.0604
chr19	3178844	3178845	0.588597297	0.552072297	0.036525
chr4	95264127	95264128	0.711717117	0.552042117	0.159675
chr17	37324234	37324235	0.646735135	0.552022635	0.0947125
chr2	43398271	43398272	0.726736937	0.552011937	0.174725
chr19	947712	947713	0.710010811	0.551985811	0.158025
chr10	13046134	13046135	0.73859009	0.55186509	0.186725
chr17	46388390	46388391	0.327566667	0.551820833	0.8793875
chr11	18268064	18268065	0.640753153	0.551815653	0.0889375
chr3	55518131	55518132	0.628515315	0.551815315	0.0767
chr6	13428657	13428658	0.595354955	0.551804955	0.04355
chr11	59634218	59634219	0.697581081	0.551781081	0.1458
chr7	27146445	27146446	0.41047027	0.55176723	0.9622375
chr16	31075842	31075843	0.667527928	0.551740428	0.1157875
chr17	80084751	80084752	0.831313514	0.551726014	0.2795875
chr2	85810844	85810845	0.718814414	0.551701914	0.1671125
chr1	65428216	65428217	0.648126126	0.551651126	0.096475
chr2	219085781	219085782	0.637587387	0.551649887	0.0859375
chr1	19451037	19451038	0.622093694	0.551643694	0.07045
chr3	183236384	183236385	0.680774775	0.551637275	0.1291375
chr4	68441222	68441223	0.643882883	0.551582883	0.0923
chr19	17516329	17516330	0.629454054	0.551579054	0.077875
chr7	150329449	150329450	0.584972973	0.551560473	0.0334125
chr5	149969579	149969580	0.331613514	0.551536486	0.88315
chr10	72362618	72362619	0.679189189	0.551514189	0.127675
chr2	56410300	56410301	0.638426126	0.551463626	0.0869625
chr17	56033756	56033757	0.600987387	0.551449887	0.0495375
chr13	31309403	31309404	0.685536036	0.551386036	0.13415
chr6	32295097	32295098	0.660972072	0.551384572	0.1095875
chr2	43267816	43267817	0.682069369	0.551319369	0.13075
chr2	68348796	68348797	0.708126126	0.551113626	0.1570125
chr7	75957123	75957124	0.659512613	0.551025113	0.1084875
chr2	662602	662603	0.605725225	0.551012725	0.0547125
chr6	10495435	10495436	0.673946847	0.550934347	0.1230125
chr13	77030645	77030646	0.700626126	0.550926126	0.1497
chr19	50064054	50064055	0.617930631	0.550880631	0.06705
chr2	151838548	151838549	0.624047748	0.550860248	0.0731875
chr7	45066858	45066859	0.603435135	0.550797635	0.0526375
chr1	198290080	198290081	0.742463964	0.550763964	0.1917
chr17	16323481	16323482	0.668068468	0.550718468	0.11735
chr2	75059313	75059314	0.636874775	0.550662275	0.0862125
chr12	2792111	2792112	0.629614414	0.550614414	0.079
chr15	89178874	89178875	0.641927027	0.550589527	0.0913375
chr3	46395191	46395192	0.755409009	0.550384009	0.205025
chr12	54891213	54891214	0.746452252	0.550289752	0.1961625
chr1	19803932	19803933	0.593040541	0.550203041	0.0428375
chr1	32837667	32837668	0.654999099	0.550174099	0.104825
chr5	39203057	39203058	0.76559009	0.55016509	0.215425
chr19	13211261	13211262	0.746704505	0.550117005	0.1965875
chr22	28008538	28008539	0.589228829	0.550078829	0.03915
chr2	68592375	68592376	0.631063063	0.550063063	0.081
chr16	29676003	29676004	0.594383784	0.550058784	0.044325
chr10	129861770	129861771	0.675661261	0.550048761	0.1256125
chr11	67053929	67053930	0.641063964	0.550038964	0.091025
chr7	106505914	106505915	0.60322973	0.54991723	0.0533125
chr10	27546458	27546459	0.810842342	0.549904842	0.2609375
chr19	6887544	6887545	0.690779279	0.549891779	0.1408875
chr1	224014120	224014121	0.707956757	0.549819257	0.1581375
chr16	3628412	3628413	0.583765766	0.549803266	0.0339625
chr16	88144769	88144770	0.620481982	0.549794482	0.0706875
chr9	123688745	123688746	0.623136937	0.549786937	0.07335
chr6	35108605	35108606	0.65233964	0.54971464	0.102625
chr4	174442087	174442088	0.742487387	0.549712387	0.192775
chr10	135202839	135202840	0.675386486	0.549711486	0.125675
chr19	51728586	51728587	0.645834234	0.549684234	0.09615
