"cereb_average" "all_brain_average" "other_brain_avg" "pref_average" "leuk_average" "white_matter" "chr" "start" "X.Sample_geo_accession"
"93226" 0.483916666666667 0.4011075 0.928445569620253 0.457 0.963275 0.334042105263158 "3" 42700108 "cg27351619"
"93521" 0.837416666666667 0.5373175 0.801236708860759 0.57574 0.937175 0.411542105263158 "3" 43775598 "cg02613034"
"93890" 0.848616666666667 0.571523076923077 0.886940506329114 0.63584 0.905025 0.418061111111111 "3" 45195950 "cg14844741"
"93916" 0.92345 0.59694 0.879801265822785 0.63294 0.936225 0.474236842105263 "3" 45293922 "cg00615941"
"94622" 0.119266666666667 0.4111275 0.895089873417722 0.46032 0.926625 0.468010526315789 "3" 47537514 "cg04068784"
"94666" 0.8844 0.61309 0.918546835443038 0.6716 0.965525 0.486484210526316 "3" 47654439 "cg11943839"
"94749" 0.858433333333333 0.51114 0.870050632911392 0.59418 0.959 0.322763157894737 "3" 48078103 "cg03676298"
"94862" 0.837133333333333 0.4614925 0.910178481012658 0.46666 0.9772 0.326063157894737 "3" 48465017 "cg11602148"
"94863" 0.805133333333333 0.4111875 0.868827848101266 0.3979 0.94825 0.285684210526316 "3" 48465206 "cg16357930"
"95504" 0.5746 0.3311625 0.835818987341772 0.32992 0.9199875 0.230136842105263 "3" 49557076 "cg06223018"
"95902" 0.586 0.52796 0.856926582278481 0.55616 0.96425 0.474226315789474 "3" 50295474 "cg16222802"
"96482" 0.664433333333333 0.4799625 0.929378481012658 0.6096 0.9504 0.317868421052632 "3" 51994615 "cg06163701"
"96869" 0.838033333333333 0.51392 0.898824050632911 0.62244 0.9622125 0.326936842105263 "3" 52580707 "cg05923681"
"96925" 0.627716666666667 0.5520075 0.806803797468354 0.57842 0.9451125 0.498868421052632 "3" 52748359 "cg27294008"
"97223" 0.175883333333333 0.4148975 0.812660759493671 0.5374 0.9536125 0.386994736842105 "3" 53877436 "cg27567495"
"97224" 0.184883333333333 0.34062 0.838806329113924 0.44436 0.9304 0.310431578947368 "3" 53878642 "cg04071104"
"97583" 0.40175 0.2886525 0.882770886075949 0.35354 0.9654875 0.196689473684211 "3" 56762402 "cg13912849"
"97607" 0.809116666666667 0.40911 0.81110253164557 0.47518 0.9419875 0.214994736842105 "3" 56896467 "cg05722035"
"97801" 0.88615 0.513855 0.898086075949367 0.51554 0.973075 0.391884210526316 "3" 57755895 "cg02578535"
"97811" 0.756583333333333 0.4105875 0.801548101265823 0.4542 0.9273875 0.262568421052632 "3" 57934672 "cg01571842"
"97897" 0.4749 0.4939475 0.830687341772152 0.57588 0.9564125 0.428078947368421 "3" 58227354 "cg27143326"
"97969" 0.25895 0.39911 0.819694936708861 0.49564 0.9361375 0.354905263157895 "3" 58483426 "cg26331326"
"98115" 0.5765 0.51895 0.95626835443038 0.59898 0.9720875 0.433205263157895 "3" 60617504 "cg00071984"
"98126" 0.477833333333333 0.414235 0.896684810126582 0.55712 0.9432875 0.278742105263158 "3" 60994171 "cg08223225"
"98127" 0.527416666666667 0.445325 0.848118987341772 0.53956 0.9696625 0.321963157894737 "3" 61066614 "cg10763247"
"98130" 0.8274 0.55789 0.83696835443038 0.66792 0.96085 0.380026315789474 "3" 61234515 "cg22688399"
"98396" 0.404366666666667 0.4203125 0.826560759493671 0.51938 0.9531 0.357952631578947 "3" 62926690 "cg03147907"
"98569" 0.834533333333333 0.518085 0.841379746835443 0.50536 0.9275 0.4296 "3" 64127184 "cg07650392"
"98865" 0.841416666666667 0.42739 0.880510126582278 0.50676 0.92385 0.216789473684211 "3" 66437456 "cg15035590"
"98877" 0.505733333333333 0.3640725 0.840927848101266 0.4194 0.9469875 0.263363157894737 "3" 66456600 "cg05972059"
"98924" 0.735266666666667 0.5421225 0.834153164556962 0.5418 0.940625 0.479478947368421 "3" 66680257 "cg22375757"
"99124" 0.834733333333333 0.5529625 0.882193670886076 0.5963 0.915325 0.422531578947368 "3" 69230212 "cg00771346"
"99125" 0.850966666666667 0.526135 0.907079746835443 0.57816 0.9555625 0.374626315789474 "3" 69230382 "cg25835936"
"99210" 0.831466666666667 0.551965 0.860037974683544 0.56412 0.9269875 0.452673684210526 "3" 69925279 "cg01113900"
"99221" 0.8203 0.5801 0.878232911392405 0.63884 0.9464 0.457010526315789 "3" 69985594 "cg06640206"
"99623" 0.86835 0.576155 0.901583544303798 0.64068 0.9642 0.424336842105263 "3" 72818019 "cg26655873"
"99626" 0.5981 0.44752 0.856612658227848 0.59784 0.9693625 0.282510526315789 "3" 72846991 "cg02704103"
"99829" 0.801283333333333 0.4757825 0.845835443037975 0.5047 0.9258375 0.343378947368421 "3" 75441804 "cg03195147"
"100029" 0.532066666666667 0.3972075 0.851910126582278 0.47072 0.9485375 0.299773684210526 "3" 78719421 "cg03434780"
"100236" 0.7578 0.4634375 0.856887341772152 0.56534 0.9284 0.281505263157895 "3" 86863864 "cg26039484"
"100295" 0.86855 0.6395325 0.845815189873418 0.7399 0.9527125 0.491847368421053 "3" 87282710 "cg05972102"
"100327" 0.86165 0.6130775 0.895007594936709 0.7033 0.9521125 0.464289473684211 "3" 88105119 "cg23163722"
"100388" 0.75445 0.5942925 0.855510126582278 0.66652 0.9151125 0.482526315789474 "3" 89221147 "cg06006512"
"100401" 0.331166666666667 0.3581225 0.817129113924051 0.50296 0.93035 0.261273684210526 "3" 89909180 "cg06089606"
"100560" 0.7215 0.5568225 0.864553164556962 0.6962 0.9705625 0.396621052631579 "3" 97536943 "cg20838818"
"100640" 0.875333333333333 0.565455 0.908659493670886 0.69116 0.937725 0.368826315789474 "3" 98237750 "cg18754985"
"100668" 0.820016666666667 0.5793225 0.915554430379747 0.65692 0.9644 0.438378947368421 "3" 98299487 "cg08848003"
"100889" 0.80625 0.6201725 0.883264556962025 0.6923 0.940725 0.491236842105263 "3" 99945494 "cg00128054"
"101336" 0.649983333333333 0.5252375 0.868297674418605 0.63144 0.9155375 0.392436842105263 "3" 105145478 "cg25758137"
"101355" 0.8168 0.5516 0.822641772151899 0.58082 0.9313875 0.4222 "3" 105332022 "cg13419345"
"101379" 0.813433333333333 0.59967 0.87150253164557 0.69548 0.9272875 0.4282 "3" 105591430 "cg14845268"
"101495" 0.898516666666667 0.6133425 0.935007594936709 0.62374 0.97215 0.495594736842105 "3" 107521535 "cg08934830"
"102089" 0.746333333333333 0.4811975 0.806755696202532 0.47622 0.961025 0.415521052631579 "3" 112736847 "cg02856124"
"102383" 0.81385 0.51605 0.8253 0.52258 0.9571 0.398126315789474 "3" 114099712 "cg26100303"
"102386" 0.211316666666667 0.380895 0.804591139240506 0.44082 0.9457125 0.3822 "3" 114102609 "cg22367727"
"102394" 0.838933333333333 0.5731425 0.80743417721519 0.57778 0.9400625 0.489926315789474 "3" 114130829 "cg02564299"
"102926" 0.438366666666667 0.5186625 0.822781012658228 0.59634 0.9328375 0.492810526315789 "3" 119963802 "cg25762753"
"102967" 0.846516666666667 0.4944025 0.849301265822785 0.59314 0.90235 0.302921052631579 "3" 120115868 "cg00445142"
"102968" 0.890733333333333 0.5495725 0.9143 0.661 0.95485 0.361121052631579 "3" 120115969 "cg23405198"
"102988" 0.68345 0.334125 0.816070886075949 0.32792 0.9228 0.229310526315789 "3" 120179862 "cg16562288"
"103330" 0.682516666666667 0.4589375 0.813737974683544 0.54272 0.9404625 0.312305263157895 "3" 122395985 "cg12337988"
"103431" 0.881133333333333 0.5481775 0.911712658227848 0.6381 0.970375 0.379568421052632 "3" 122741233 "cg02041593"
"103535" 0.832516666666667 0.5397825 0.830648101265823 0.54364 0.9079 0.439052631578947 "3" 123164964 "cg02953559"
"103556" 0.84875 0.4691825 0.894281012658228 0.5484 0.9593625 0.284810526315789 "3" 123286992 "cg01456030"
"103579" 0.77285 0.46673 0.850701265822785 0.49072 0.950225 0.357947368421053 "3" 123339918 "cg16212219"
"103688" 0.897066666666667 0.51103 0.879863291139241 0.47036 0.9137125 0.422563157894737 "3" 123813454 "cg11939346"
"103690" 0.874966666666667 0.4875975 0.837689873417721 0.45412 0.9261375 0.399089473684211 "3" 123813504 "cg24323597"
"103691" 0.881116666666667 0.541755 0.898139240506329 0.49102 0.9374125 0.490447368421053 "3" 123813587 "cg16278716"
"103692" 0.895816666666667 0.518905 0.898460759493671 0.47098 0.948625 0.448821052631579 "3" 123813596 "cg10430690"
"104082" 0.322966666666667 0.4163825 0.80793670886076 0.5424 0.916775 0.348142105263158 "3" 125775693 "cg27137836"
"104083" 0.312533333333333 0.4480025 0.85033417721519 0.58372 0.929225 0.388610526315789 "3" 125775696 "cg01145653"
"105083" 0.782616666666667 0.4862025 0.810027848101266 0.51596 0.920975 0.370726315789474 "3" 128723491 "cg19755928"
"105157" 0.823316666666667 0.5760725 0.879656962025316 0.68426 0.9314375 0.423026315789474 "3" 128876291 "cg11287475"
"105308" 0.848683333333333 0.5427325 0.854927848101266 0.6449 0.9362625 0.361652631578947 "3" 129180151 "cg07587746"
"105398" 0.78615 0.433735 0.869446835443038 0.4382 0.9428125 0.3136 "3" 129408521 "cg19272592"
"105687" 0.841983333333333 0.5598225 0.827601265822785 0.57792 0.956225 0.477052631578947 "3" 131676669 "cg07350448"
"105931" 0.845333333333333 0.5176325 0.864586075949367 0.59212 0.9083125 0.340015789473684 "3" 133464463 "cg16267236"
"105941" 0.90545 0.6058875 0.887320253164557 0.66514 0.9374125 0.453826315789474 "3" 133467435 "cg20123637"
"106211" 0.84865 0.5557675 0.858877215189873 0.59644 0.9167375 0.423805263157895 "3" 134413289 "cg16671157"
"106422" 0.738533333333333 0.4444975 0.819943037974683 0.54422 0.928125 0.259084210526316 "3" 136618442 "cg09423651"
"106979" 0.88895 0.48697 0.844769620253165 0.54398 0.9319 0.301421052631579 "3" 139260099 "cg22129809"
"107930" 0.69815 0.451555 0.857259493670886 0.5425 0.966725 0.295373684210526 "3" 147657586 "cg03320743"
"107971" 0.7584 0.4794125 0.862503797468354 0.6649 0.9240875 0.250089473684211 "3" 148460131 "cg04212229"
"108080" 0.853 0.402365 0.84216582278481 0.44556 0.94035 0.209631578947368 "3" 149051343 "cg13321956"
"108084" 0.828483333333333 0.5658075 0.893975949367089 0.64972 0.9291125 0.407647368421053 "3" 149086884 "cg00244111"
"108179" 0.763216666666667 0.408765 0.842015189873418 0.44036 0.928475 0.263442105263158 "3" 149422266 "cg10723575"
"108200" 0.8313 0.5923325 0.887482278481013 0.64704 0.95025 0.477557894736842 "3" 149510965 "cg13332706"
"108372" 0.318983333333333 0.47813 0.835469620253165 0.6034 0.9485625 0.427652631578947 "3" 150345472 "cg04779597"
"108621" 0.835666666666667 0.6000275 0.868627848101266 0.68176 0.9503625 0.46 "3" 152147674 "cg23207280"
"108721" 0.453333333333333 0.4976725 0.825926582278481 0.53354 0.91295 0.493542105263158 "3" 153838126 "cg00880562"
"108990" 0.8248 0.445085 0.810848101265823 0.51752 0.9145 0.272115789473684 "3" 156091058 "cg03341748"
"109068" 0.783533333333333 0.4144 0.86223670886076 0.48844 0.9381125 0.228384210526316 "3" 156511814 "cg05711023"
"109167" 0.712166666666667 0.5067225 0.910124050632911 0.60026 0.959775 0.357326315789474 "3" 156967557 "cg07185181"
"109218" 0.370216666666667 0.4305525 0.808994936708861 0.49998 0.9087875 0.385626315789474 "3" 157245108 "cg04897900"
"110004" 0.734433333333333 0.450355 0.80003670886076 0.55878 0.9341 0.257984210526316 "3" 169041586 "cg01787382"
"110012" 0.8056 0.6016425 0.895882278481013 0.67518 0.9652375 0.492484210526316 "3" 169122917 "cg09616857"
"110260" 0.867316666666667 0.571055 0.889006329113924 0.64268 0.9305625 0.412894736842105 "3" 170141005 "cg09389280"
"110300" 0.879233333333333 0.50302 0.839386075949367 0.55948 0.9294 0.325163157894737 "3" 170359029 "cg15346493"
"110497" 0.741366666666667 0.46648 0.904905063291139 0.52526 0.9303625 0.329026315789474 "3" 171674052 "cg17393083"
"110785" 0.286633333333333 0.416965 0.818246835443038 0.5895 0.9083625 0.313063157894737 "3" 174926334 "cg01295999"
"110841" 0.717883333333333 0.5683075 0.867746511627907 0.65582 0.906925 0.471363157894737 "3" 176769657 "cg20230856"
"110997" 0.90955 0.5743675 0.914732911392405 0.56852 0.9552125 0.473921052631579 "3" 178780279 "cg01334232"
"111114" 0.8402 0.5382 0.835554430379747 0.59438 0.9092 0.401815789473684 "3" 179263203 "cg02500075"
"111289" 0.832033333333333 0.5568925 0.859932911392405 0.67718 0.9390625 0.378731578947368 "3" 180641553 "cg00475787"
"111322" 0.809983333333333 0.5506325 0.882313924050633 0.66352 0.9557375 0.357384210526316 "3" 181328113 "cg04240809"
"111458" 0.174016666666667 0.2955525 0.822178481012658 0.38922 0.938175 0.2586 "3" 182218332 "cg10152627"
"111625" 0.619766666666667 0.4971075 0.897215189873418 0.4454 0.947675 0.488210526315789 "3" 183144880 "cg17614995"
"111687" 0.549333333333333 0.520355 0.898484810126582 0.61434 0.9705125 0.419047368421053 "3" 183295042 "cg05677446"
"111706" 0.73165 0.50103 0.865825316455696 0.61548 0.9599625 0.341968421052632 "3" 183382726 "cg02628016"
"112594" 0.827483333333333 0.5508125 0.83823417721519 0.6062 0.9150625 0.415163157894737 "3" 186262330 "cg17879636"
"112626" 0.83885 0.5766925 0.870203797468354 0.6156 0.9475375 0.467705263157895 "3" 186330055 "cg25162301"
"112627" 0.8525 0.5297325 0.840369620253165 0.62562 0.90955 0.350642105263158 "3" 186330067 "cg17151621"
"113124" 0.4293 0.49361 0.842762025316456 0.5201 0.95415 0.477852631578947 "3" 188697399 "cg24286174"
"113579" 0.736216666666667 0.49825 0.852164556962025 0.61966 0.9218875 0.316178947368421 "3" 193339109 "cg17791489"
"113583" 0.727366666666667 0.5472675 0.825416455696202 0.55888 0.9453125 0.470947368421053 "3" 193361843 "cg16241473"
"114092" 0.83705 0.4384775 0.830845569620253 0.49574 0.922875 0.267242105263158 "3" 194877369 "cg08054010"
"114336" 0.838533333333333 0.620585 0.913560759493671 0.74154 0.915775 0.455157894736842 "3" 195594872 "cg18783792"
"114349" 0.424166666666667 0.39085 0.841208860759494 0.39922 0.9508625 0.363331578947368 "3" 195600410 "cg21553700"
"114367" 0.814883333333333 0.5392675 0.883292405063291 0.52188 0.9573125 0.466252631578947 "3" 195614967 "cg27228383"
"114821" 0.7981 0.584895 0.911444303797468 0.66224 0.942325 0.446910526315789 "3" 196754501 "cg03784611"
"114846" 0.77695 0.5793625 0.882877215189873 0.57978 0.9641375 0.446010526315789 "3" 197023445 "cg11387073"
"115091" 0.823816666666667 0.6196225 0.858540506329114 0.72022 0.9320875 0.496931578947368 "3" 197663828 "cg08684733"
"115094" 0.7956 0.55113 0.83233164556962 0.57676 0.9255625 0.434336842105263 "3" 197664106 "cg21915659"
"115692" 0.682983333333333 0.5121275 0.805667088607595 0.53584 0.9143625 0.440910526315789 "4" 830129 "cg05036750"
"115801" 0.13615 0.30106 0.857945569620253 0.4028 0.9064625 0.278373684210526 "4" 892861 "cg00497472"
"116040" 0.793033333333333 0.463955 0.954998734177215 0.43468 0.97845 0.372836842105263 "4" 1008738 "cg07727358"
"116544" 0.809733333333333 0.5037875 0.899337974683544 0.53734 0.9486 0.366915789473684 "4" 1376165 "cg17588400"
"116545" 0.849916666666667 0.5352025 0.905284810126582 0.56246 0.925725 0.418957894736842 "4" 1376261 "cg21790461"
"116914" 0.288433333333333 0.46005 0.895310126582278 0.60214 0.9603 0.399815789473684 "4" 1749022 "cg23879937"
"116916" 0.605033333333333 0.4800625 0.839424050632911 0.54988 0.9385125 0.387363157894737 "4" 1749241 "cg08488569"
"118107" 0.300133333333333 0.39297 0.888972151898734 0.52286 0.932425 0.327478947368421 "4" 3531945 "cg01753966"
"119265" 0.132716666666667 0.266975 0.873964556962025 0.37606 0.964725 0.211421052631579 "4" 6728799 "cg13999143"
"119363" 0.72925 0.4359375 0.811235443037975 0.43826 0.95315 0.337142105263158 "4" 6986609 "cg04207632"
"119572" 0.779366666666667 0.619005 0.866736708860759 0.69356 0.944225 0.496042105263158 "4" 7374669 "cg19593680"
"120031" 0.58635 0.478505 0.835427848101266 0.5209 0.91875 0.396578947368421 "4" 8221132 "cg22512256"
"120546" 0.863033333333333 0.51656 0.838573417721519 0.54656 0.9005875 0.3774 "4" 10113794 "cg00598021"
"120970" 0.766333333333333 0.5384125 0.875962025316456 0.572 0.96185 0.429931578947368 "4" 15009110 "cg21573345"
"120971" 0.797633333333333 0.4446625 0.881503797468354 0.46624 0.9366625 0.314789473684211 "4" 15022372 "cg10099813"
"121845" 0.7632 0.3740125 0.865481012658228 0.4141 0.917975 0.210442105263158 "4" 24982540 "cg10569820"
"122153" 0.23205 0.4207125 0.878170886075949 0.52244 0.9518 0.388257894736842 "4" 26856624 "cg17470198"
"122355" 0.82405 0.5523975 0.849912658227848 0.58906 0.9360625 0.435089473684211 "4" 36285339 "cg22260782"
"122356" 0.750516666666667 0.461965 0.865587341772152 0.54282 0.9170625 0.285621052631579 "4" 36285698 "cg22788243"
"122447" 0.1326 0.342795 0.885026582278481 0.48448 0.9556625 0.293763157894737 "4" 37689379 "cg14396758"
"122689" 0.1601 0.20119 0.821243037974684 0.26244 0.9209625 0.172205263157895 "4" 39063989 "cg22078179"
"122690" 0.254516666666667 0.2958775 0.877843037974684 0.37456 0.944975 0.264231578947368 "4" 39064477 "cg26784682"
"123110" 0.855866666666667 0.5807275 0.829077215189873 0.61196 0.9023625 0.471989473684211 "4" 41206196 "cg26865481"
"123429" 0.884466666666667 0.43917 0.842107594936709 0.52416 0.958425 0.220357894736842 "4" 42460818 "cg09500171"
"123502" 0.809683333333333 0.6009125 0.866381012658228 0.67836 0.9317375 0.477521052631579 "4" 44677251 "cg08952017"
"123512" 0.713433333333333 0.5995025 0.811459493670886 0.69812 0.923 0.490047368421053 "4" 44682858 "cg06934829"
"123639" 0.644233333333333 0.475365 0.805992405063291 0.57886 0.9507375 0.338842105263158 "4" 47463168 "cg04340895"
"123671" 0.75035 0.4933475 0.841556962025316 0.52608 0.9285375 0.393026315789474 "4" 47597617 "cg18957463"
"124877" 0.139333333333333 0.2629675 0.855079746835443 0.33426 0.9563125 0.238010526315789 "4" 57922113 "cg14824921"
"124909" 0.694833333333333 0.4675775 0.851750632911392 0.51378 0.937225 0.356252631578947 "4" 57980103 "cg20990681"
"124926" 0.175983333333333 0.3991975 0.882820253164557 0.38728 0.970725 0.479821052631579 "4" 58050932 "cg07664029"
"125038" 0.841633333333333 0.4857375 0.867592405063291 0.5522 0.9133625 0.310415789473684 "4" 63416083 "cg06598634"
"125354" 0.74025 0.4891675 0.806972151898734 0.56918 0.92805 0.374721052631579 "4" 71457838 "cg13523386"
"125437" 0.839583333333333 0.4623075 0.831973417721519 0.54534 0.9565 0.285184210526316 "4" 71824669 "cg20589096"
"125598" 0.4387 0.4008425 0.831682278481013 0.43164 0.944475 0.353410526315789 "4" 74125882 "cg09570807"
"125795" 0.732916666666667 0.5879575 0.850762025316456 0.63464 0.9312625 0.490352631578947 "4" 75252994 "cg18220666"
"126457" 0.561383333333333 0.57933 0.878622784810127 0.6974 0.9443375 0.496431578947368 "4" 79584115 "cg10652507"
"126529" 0.203016666666667 0.4477525 0.832007594936709 0.46116 0.9200625 0.496726315789474 "4" 80334832 "cg07450849"
"126552" 0.572666666666667 0.497205 0.847951898734177 0.48078 0.961075 0.497736842105263 "4" 80886143 "cg01307684"
"126884" 0.787983333333333 0.4846225 0.862307594936709 0.58948 0.930375 0.291178947368421 "4" 83551080 "cg24794313"
"126894" 0.85915 0.4717 0.862040506329114 0.51106 0.9584125 0.312568421052632 "4" 83674602 "cg05672616"
"126907" 0.71275 0.46511 0.865948101265823 0.45864 0.930075 0.365384210526316 "4" 83715381 "cg11030446"
"126908" 0.838033333333333 0.42894 0.897532911392405 0.45808 0.94865 0.268989473684211 "4" 83717639 "cg01171706"
"126909" 0.590066666666667 0.327775 0.854846835443038 0.32372 0.9195 0.2352 "4" 83718165 "cg11188666"
"127145" 0.521483333333333 0.3520725 0.881318987341772 0.40362 0.9553625 0.25 "4" 85139232 "cg22775636"
"128180" 0.802616666666667 0.5095175 0.819964556962025 0.58924 0.9114 0.342757894736842 "4" 97141368 "cg04064010"
"128244" 0.356583333333333 0.3108525 0.820192405063291 0.3417 0.954675 0.264442105263158 "4" 99480257 "cg21467697"
"128245" 0.54525 0.3612975 0.802225316455696 0.43668 0.937975 0.235436842105263 "4" 99487497 "cg04854098"
"128251" 0.538816666666667 0.5452875 0.921477215189873 0.63822 0.9691875 0.460910526315789 "4" 99531141 "cg14414891"
"128254" 0.197916666666667 0.2314325 0.81616329113924 0.29294 0.94395 0.190121052631579 "4" 99552952 "cg23246886"
"128334" 0.571633333333333 0.5568925 0.814216455696202 0.65114 0.9506375 0.488894736842105 "4" 100006910 "cg18060627"
"128501" 0.807216666666667 0.55798 0.859529113924051 0.61768 0.942175 0.412842105263158 "4" 101208932 "cg19446340"
"128514" 0.788883333333333 0.53291 0.810929113924051 0.57972 0.9276 0.438173684210526 "4" 101466426 "cg19216592"
"128540" 0.735816666666667 0.39569 0.883617721518987 0.485 0.93955 0.205063157894737 "4" 101972762 "cg02327001"
"128653" 0.8457 0.525505 0.890373417721519 0.58514 0.944625 0.364721052631579 "4" 103528099 "cg12615753"
"128705" 0.7939 0.5176975 0.870203797468354 0.59746 0.936975 0.347484210526316 "4" 103752952 "cg14241074"
"128812" 0.764083333333333 0.5460925 0.8569 0.51984 0.9186625 0.490152631578947 "4" 105414831 "cg06661812"
"128948" 0.858066666666667 0.5371775 0.884164556962025 0.61838 0.941725 0.374394736842105 "4" 106967367 "cg24640821"
"129012" 0.81165 0.5114375 0.832526582278481 0.4789 0.9434 0.429473684210526 "4" 108586594 "cg17691988"
"129188" 0.724583333333333 0.5153075 0.88050253164557 0.54346 0.90165 0.415205263157895 "4" 109663613 "cg19486412"
"129628" 0.1605 0.2995225 0.822232911392405 0.334 0.956925 0.3094 "4" 113300580 "cg23882945"
"129630" 0.20335 0.28216 0.839139240506329 0.32574 0.932675 0.272252631578947 "4" 113300821 "cg10888461"
"129639" 0.359933333333333 0.32122 0.802164556962025 0.35796 0.9463 0.273521052631579 "4" 113333069 "cg11376227"
"129640" 0.3536 0.3103075 0.815516455696203 0.36882 0.9445125 0.248984210526316 "4" 113333072 "cg21137236"
"129641" 0.6555 0.42344 0.921025316455696 0.5797 0.959525 0.229178947368421 "4" 113333163 "cg27183456"
"129642" 0.44945 0.35714 0.855425316455696 0.52454 0.9397375 0.202915789473684 "4" 113333269 "cg02090418"
"129924" 0.859266666666667 0.502365 0.868721518987342 0.6004 0.9160375 0.306621052631579 "4" 115577103 "cg03204787"
"130211" 0.7966 0.4753725 0.857215189873418 0.51928 0.9146125 0.337026315789474 "4" 120419485 "cg01778622"
"130281" 0.76305 0.60101 0.8231 0.67604 0.90675 0.490326315789474 "4" 121770445 "cg23991845"
"130390" 0.819 0.550375 0.872832911392405 0.58688 0.9334875 0.427047368421053 "4" 122648997 "cg05086314"
"130641" 0.803516666666667 0.4217775 0.851467088607595 0.47276 0.914125 0.249342105263158 "4" 124234087 "cg14020595"
"130650" 0.651233333333333 0.4494775 0.80126582278481 0.52758 0.9229 0.318126315789474 "4" 124301236 "cg00137840"
"131006" 0.852316666666667 0.5924875 0.84776582278481 0.62222 0.9182125 0.495168421052632 "4" 129300912 "cg20892492"
"131027" 0.77645 0.5457675 0.875254430379747 0.61196 0.9482 0.406568421052632 "4" 129511700 "cg20418769"
"131233" 0.728683333333333 0.33396 0.844863291139241 0.32784 0.934 0.201268421052632 "4" 134077575 "cg00160440"
"131383" 0.6498 0.4091125 0.879493670886076 0.44302 0.9460625 0.286705263157895 "4" 139137902 "cg06623625"
"131681" 0.259433333333333 0.430795 0.946069620253165 0.46472 0.962475 0.458321052631579 "4" 140754450 "cg19780308"
"131783" 0.261483333333333 0.3622325 0.817113924050633 0.40032 0.936475 0.352473684210526 "4" 141207794 "cg12968752"
"131784" 0.2069 0.3076425 0.833574683544304 0.33682 0.9656375 0.297826315789474 "4" 141207827 "cg13913247"
"132099" 0.246766666666667 0.5252975 0.923982278481013 0.68482 0.9202875 0.470805263157895 "4" 144272609 "cg12379954"
"132101" 0.8184 0.4944175 0.815093670886076 0.49752 0.949375 0.383678947368421 "4" 144275126 "cg12710519"
"132337" 0.120633333333333 0.2650525 0.856837974683544 0.38042 0.9673 0.229610526315789 "4" 146740968 "cg09427605"
"132615" 0.125466666666667 0.2754275 0.853551898734177 0.41664 0.9443375 0.220873684210526 "4" 148861409 "cg04074001"
"132731" 0.781583333333333 0.489705 0.845016455696203 0.44716 0.91745 0.433389473684211 "4" 151157003 "cg18969798"
"133031" 0.705483333333333 0.5847375 0.812681012658228 0.63388 0.948475 0.498931578947368 "4" 153807318 "cg09689478"
"133132" 0.325466666666667 0.4465525 0.850120253164557 0.5614 0.9427375 0.3764 "4" 154147841 "cg08322448"
"133144" 0.839833333333333 0.599795 0.923874683544304 0.71018 0.9593375 0.427731578947368 "4" 154176911 "cg25941544"
"133150" 0.230783333333333 0.321615 0.863713924050633 0.47854 0.9233875 0.222589473684211 "4" 154196770 "cg24345261"
"133158" 0.845983333333333 0.5276925 0.805872151898734 0.6128 0.965 0.362736842105263 "4" 154218350 "cg01942226"
"133549" 0.829183333333333 0.4278975 0.829315189873418 0.43958 0.9532125 0.271689473684211 "4" 156723708 "cg06449205"
"133822" 0.8054 0.500285 0.8503 0.61734 0.9411125 0.305005263157895 "4" 159992037 "cg26174807"
"134072" 0.593783333333333 0.42073 0.807187341772152 0.58236 0.9472375 0.246173684210526 "4" 165172491 "cg24466738"
"134181" 0.63825 0.4533475 0.880274683544304 0.46462 0.9514125 0.386515789473684 "4" 166131119 "cg26635367"
"134182" 0.76135 0.3941925 0.849249367088608 0.39908 0.9515125 0.279026315789474 "4" 166131163 "cg11836444"
"134183" 0.886316666666667 0.486105 0.873274683544304 0.5261 0.9345375 0.319436842105263 "4" 166131313 "cg13508949"
"134415" 0.88515 0.4952875 0.900612658227848 0.52132 0.948975 0.341815789473684 "4" 169706422 "cg11160572"
"134567" 0.814466666666667 0.58292 0.871308860759494 0.63536 0.95575 0.458473684210526 "4" 170629768 "cg09030852"
"135469" 0.763816666666667 0.4415225 0.809522784810127 0.41818 0.9196375 0.352205263157895 "4" 183601697 "cg01182076"
"135604" 0.844583333333333 0.5103125 0.84246582278481 0.5843 0.926 0.333473684210526 "4" 184067792 "cg00100538"
"135763" 0.76415 0.557695 0.868694936708861 0.5796 0.937875 0.472684210526316 "4" 184683218 "cg07396827"
"135766" 0.860666666666667 0.56551 0.90466582278481 0.649 0.9580875 0.422047368421053 "4" 184715567 "cg06355423"
"135826" 0.202533333333333 0.3508175 0.854346835443038 0.49554 0.9182125 0.303621052631579 "4" 184922382 "cg07596819"
"135827" 0.187716666666667 0.4376625 0.876529113924051 0.56604 0.9165875 0.420078947368421 "4" 184922406 "cg24802835"
"135828" 0.19865 0.4116075 0.853560759493671 0.55362 0.9430625 0.3822 "4" 184922433 "cg08715725"
"135852" 0.875616666666667 0.49259 0.864215189873418 0.56002 0.976675 0.317868421052632 "4" 184938291 "cg15031753"
"135853" 0.879783333333333 0.4938975 0.836751898734177 0.57628 0.944625 0.297615789473684 "4" 184938359 "cg19178151"
"135854" 0.880183333333333 0.449285 0.818573417721519 0.49184 0.9197 0.281668421052632 "4" 184938470 "cg24003866"
"136242" 0.66875 0.3184625 0.814356962025316 0.31556 0.93335 0.198678947368421 "4" 186227243 "cg09373676"
"136405" 0.64455 0.3954975 0.831948101265823 0.39906 0.9364875 0.315647368421053 "4" 186741362 "cg18086520"
"136406" 0.64265 0.4539625 0.88793164556962 0.4981 0.9303 0.360942105263158 "4" 186741447 "cg07272677"
