chr	start	CpG Probe	Cerebellum Average	All brain average	"Average all tissues, not brain"	Prefrontal cortex average	Leukocyte average	White matter average
16	31051128	cg05916757	0.7909	0.5860125	0.885536709	0.6508	0.9523875	0.475794737
14	62075110	cg05917797	0.222116667	0.39753	0.827011392	0.46336	0.926325	0.3883
11	58390088	cg05921232	0.878033333	0.593625	0.866891139	0.64258	0.955125	0.462068421
3	52580707	cg05923681	0.838033333	0.51392	0.898824051	0.62244	0.9622125	0.326936842
1	2188894	cg05937603	0.187816667	0.2056425	0.80035443	0.2455	0.924325	0.172868421
14	21270924	cg05958352	0.84995	0.4584725	0.805627848	0.50434	0.9451375	0.289515789
1	211999985	cg05959111	0.662983333	0.5871225	0.826225316	0.67284	0.905325	0.475547368
13	44267685	cg05963087	0.86365	0.5890525	0.905162025	0.67814	0.95755	0.434889474
6	134637428	cg05966641	0.169	0.2706025	0.849192405	0.4039	0.944075	0.193221053
3	66456600	cg05972059	0.505733333	0.3640725	0.840927848	0.4194	0.9469875	0.263363158
3	87282710	cg05972102	0.86855	0.6395325	0.84581519	0.7399	0.9527125	0.491847368
10	131560421	cg05972792	0.859883333	0.5104875	0.891543038	0.5573	0.923425	0.366231579
8	810529	cg05973414	0.467783333	0.4363475	0.856818987	0.5223	0.9599	0.392663158
8	29732519	cg05977072	0.775066667	0.3821025	0.848755696	0.36572	0.9618875	0.264794737
6	158448508	cg05987787	0.888483333	0.572195	0.890463291	0.65876	0.9260125	0.398015789
16	57324200	cg05991333	0.594816667	0.4432175	0.850665823	0.56294	0.9293875	0.305231579
9	37590960	cg05993778	0.7014	0.53907	0.852659494	0.62898	0.929425	0.424584211
2	16124662	cg05996160	0.193616667	0.34817	0.821856962	0.41854	0.9001375	0.336115789
7	116411780	cg05997059	0.83535	0.53865	0.865260759	0.53812	0.91395	0.428721053
3	89221147	cg06006512	0.75445	0.5942925	0.855510127	0.66652	0.9151125	0.482526316
7	101849120	cg06010390	0.523216667	0.3812775	0.944031646	0.41676	0.9504375	0.326089474
5	79911547	cg06010724	0.480516667	0.3451575	0.871894937	0.4259	0.95045	0.238605263
10	72191804	cg06016645	0.778033333	0.4647925	0.876672152	0.46554	0.9421	0.352510526
11	82403271	cg06017143	0.684216667	0.46705	0.898637975	0.58456	0.95625	0.315673684
6	157289645	cg06019273	0.786416667	0.5318525	0.804192405	0.62764	0.9032375	0.371215789
17	7258337	cg06038180	0.514166667	0.4463975	0.859831646	0.53992	0.906525	0.346363158
11	2596300	cg06047778	0.4687	0.498065	0.813277215	0.54008	0.93985	0.459652632
13	81258755	cg06048193	0.808066667	0.5765975	0.83141519	0.56104	0.9339	0.494547368
17	36499751	cg06051753	0.253533333	0.3537275	0.817506329	0.41888	0.918425	0.318221053
5	139055122	cg06053376	0.1921	0.4369575	0.864289873	0.62228	0.9436625	0.370747368
15	32964277	cg06059069	0.78565	0.4289775	0.857407595	0.4392	0.948425	0.281189474
13	67611071	cg06081220	0.677533333	0.466815	0.843803797	0.51874	0.9424625	0.358973684
9	128998425	cg06086307	0.746633333	0.566185	0.90086962	0.62104	0.9305	0.451405263
3	89909180	cg06089606	0.331166667	0.3581225	0.817129114	0.50296	0.93035	0.261273684
12	14109584	cg06111374	0.7931	0.4032175	0.871859494	0.4112	0.9183125	0.289678947
16	410333	cg06113801	0.8343	0.5942375	0.869570886	0.65142	0.9522625	0.4514
6	166711138	cg06118056	0.839216667	0.4885575	0.924236709	0.56638	0.9658125	0.311394737
15	64634880	cg06129556	0.887383333	0.5402675	0.888973418	0.62878	0.9581	0.355973684
11	61522807	cg06137032	0.868716667	0.534	0.90894557	0.57184	0.9343125	0.392742105
13	21896616	cg06138931	0.743766667	0.5473625	0.885172152	0.55186	0.934475	0.485994737
11	124805538	cg06142324	0.711116667	0.36276	0.87265443	0.4261	0.9553375	0.192084211
2	240116905	cg06142743	0.834316667	0.5097275	0.925678481	0.50374	0.9765375	0.423578947
6	111994010	cg06144088	0.728866667	0.56523	0.90304557	0.59312	0.92405	0.492121053
16	52503197	cg06144920	0.846616667	0.56279	0.864467089	0.6594	0.94595	0.372615789
13	54081998	cg06159375	0.891383333	0.56232	0.817294937	0.65608	0.9175	0.402994737
3	51994615	cg06163701	0.664433333	0.4799625	0.929378481	0.6096	0.9504	0.317868421
16	1373703	cg06193520	0.213983333	0.267855	0.844353165	0.41146	0.9240875	0.161605263
1	155148157	cg06203102	0.190883333	0.371485	0.81168481	0.41676	0.9183625	0.393921053
13	113436564	cg06206670	0.244483333	0.256115	0.889367089	0.37144	0.9585375	0.156263158
3	49557076	cg06223018	0.5746	0.3311625	0.835818987	0.32992	0.9199875	0.230136842
11	45373299	cg06233517	0.771433333	0.5139625	0.86134557	0.48616	0.9257375	0.455752632
1	2483786	cg06239131	0.357083333	0.5234725	0.840321519	0.62704	0.9603	0.485315789
15	45671708	cg06246941	0.1759	0.3602625	0.877644304	0.51682	0.9747875	0.285968421
8	26481822	cg06250135	0.158833333	0.27598	0.858407595	0.383	0.9574125	0.223210526
17	73056002	cg06254425	0.300116667	0.384855	0.836655696	0.38928	0.9034875	0.420863158
11	70303307	cg06268510	0.876166667	0.56083	0.902102532	0.6612	0.9551875	0.377831579
2	25045211	cg06293172	0.4055	0.29747	0.860948101	0.37844	0.936675	0.193510526
7	101789639	cg06294954	0.2855	0.3954325	0.823362025	0.57196	0.9063625	0.298657895
18	12455633	cg06306636	0.816233333	0.4030525	0.882274684	0.46068	0.9404	0.215136842
17	79104782	cg06310712	0.742883333	0.5398675	0.841453165	0.62758	0.9254125	0.407942105
16	766888	cg06320418	0.3376	0.352175	0.855913924	0.4399	0.921775	0.274915789
4	184715567	cg06355423	0.860666667	0.56551	0.904665823	0.649	0.9580875	0.422047368
1	236293045	cg06356308	0.8085	0.5154425	0.858882278	0.55932	0.9465375	0.392826316
7	141385142	cg06390077	0.107483333	0.2847975	0.839835443	0.39384	0.9588125	0.254952632
10	133809855	cg06411987	0.36275	0.469475	0.806163291	0.49576	0.9404875	0.478678947
4	156723708	cg06449205	0.829183333	0.4278975	0.82931519	0.43958	0.9532125	0.271689474
19	47158242	cg06454084	0.859166667	0.3652375	0.843893671	0.41716	0.909475	0.160136842
20	60548479	cg06470251	0.632833333	0.473615	0.876212658	0.5377	0.9336125	0.360673684
2	240366416	cg06470951	0.25855	0.392085	0.809313924	0.56178	0.9797	0.283910526
10	134630642	cg06473608	0.6731	0.45847	0.919788608	0.53326	0.9221	0.309378947
11	32122687	cg06483739	0.88395	0.5801975	0.868105063	0.6201	0.9462625	0.459352632
19	19104064	cg06508379	0.424216667	0.4499675	0.87883038	0.46696	0.933225	0.458436842
16	75515554	cg06511274	0.840583333	0.50976	0.868998734	0.59758	0.937975	0.338705263
10	11574303	cg06528737	0.8275	0.5112025	0.803616456	0.60294	0.9005875	0.355752632
16	75273344	cg06528803	0.286833333	0.505925	0.866689873	0.61186	0.9182125	0.475494737
2	178069714	cg06534197	0.8431	0.5711275	0.904689873	0.62456	0.9597125	0.436831579
1	178420683	cg06537019	0.862216667	0.5816975	0.811250633	0.58212	0.9236	0.4839
6	29588575	cg06538238	0.167166667	0.402155	0.819237975	0.37808	0.9492	0.481731579
11	69461008	cg06539449	0.70695	0.3641075	0.824064557	0.3432	0.94915	0.2711
18	74729145	cg06548292	0.3782	0.3561925	0.833834177	0.45118	0.9557625	0.264042105
8	101117949	cg06569139	0.522466667	0.5881625	0.876956962	0.72886	0.93185	0.497773684
15	93442219	cg06572974	0.556733333	0.453475	0.864029114	0.47034	0.9464125	0.410610526
2	2337093	cg06588782	0.148833333	0.3921325	0.837567089	0.41034	0.901	0.460773684
4	63416083	cg06598634	0.841633333	0.4857375	0.867592405	0.5522	0.9133625	0.310415789
5	102834858	cg06612355	0.615866667	0.41784	0.898305063	0.45482	0.9682875	0.309263158
4	139137902	cg06623625	0.6498	0.4091125	0.879493671	0.44302	0.9460625	0.286705263
19	13138816	cg06623668	0.139816667	0.3222775	0.864486076	0.41086	0.9205625	0.285336842
15	35001084	cg06624525	0.861683333	0.5493475	0.895026582	0.56198	0.935025	0.441957895
18	65182656	cg06627151	0.511533333	0.485895	0.866625316	0.56176	0.96075	0.409031579
1	11166889	cg06632603	0.618416667	0.5502625	0.864053165	0.60512	0.95665	0.488405263
1	8442507	cg06634717	0.0598	0.1223525	0.895839241	0.21364	0.9488125	0.066594737
14	100048212	cg06637032	0.760433333	0.534215	0.867701266	0.55318	0.924825	0.434052632
3	69985594	cg06640206	0.8203	0.5801	0.878232911	0.63884	0.9464	0.457010526
12	121882415	cg06646494	0.803683333	0.515195	0.810162025	0.50918	0.954075	0.431115789
4	105414831	cg06661812	0.764083333	0.5460925	0.8569	0.51984	0.9186625	0.490152632
11	495007	cg06678137	0.677383333	0.4959175	0.857507595	0.54982	0.912725	0.393684211
12	71835739	cg06680065	0.84335	0.556175	0.801506329	0.6267	0.9054375	0.411189474
16	49883799	cg06683316	0.841883333	0.489045	0.805373418	0.56	0.9550625	0.319357895
2	236716285	cg06694561	0.76515	0.42023	0.880668354	0.45424	0.936	0.278663158
12	131057092	cg06697057	0.748133333	0.475845	0.810516456	0.41102	0.9005	0.439089474
5	126634803	cg06697380	0.6726	0.3873625	0.841370886	0.45792	0.92965	0.230068421
6	18152154	cg06702726	0.88475	0.5028625	0.901740506	0.62912	0.9667	0.289
7	101762633	cg06721601	0.811283333	0.378225	0.865724051	0.48256	0.95745	0.168373684
2	236716372	cg06747919	0.8221	0.3830725	0.881811392	0.4093	0.908775	0.217668421
2	169025892	cg06754557	0.695933333	0.4505825	0.863258228	0.54772	0.944575	0.284394737
16	85247756	cg06761167	0.654733333	0.507715	0.896840506	0.60886	0.9643875	0.3641
11	63821400	cg06767142	0.302433333	0.434395	0.915312658	0.50826	0.916025	0.402678947
13	97991111	cg06784689	0.459616667	0.3227025	0.879448101	0.36266	0.9690625	0.245747368
20	19815086	cg06786349	0.790266667	0.5220275	0.869893671	0.53322	0.9383375	0.4123
22	19938981	cg06787004	0.179583333	0.4555975	0.824913924	0.56556	0.94595	0.452784211
7	136064937	cg06790449	0.49805	0.45919	0.878831646	0.58128	0.91555	0.353463158
1	2006465	cg06791083	0.174466667	0.3299225	0.894987342	0.36334	0.9423125	0.347042105
7	2699820	cg06795858	0.16055	0.44038	0.801524051	0.47616	0.9108625	0.490336842
11	62360527	cg06798749	0.659166667	0.3733125	0.856868354	0.4632	0.940025	0.211473684
10	5805942	cg06805642	0.760266667	0.537955	0.851727848	0.56878	0.9235	0.439936842
1	6333843	cg06834177	0.344166667	0.300305	0.914008861	0.42354	0.949425	0.1936
17	74442338	cg06840243	0.478616667	0.434175	0.819726582	0.49092	0.924025	0.379184211
15	93958496	cg06847558	0.77485	0.5038275	0.869063291	0.5024	0.9224625	0.412642105
13	24665543	cg06850315	0.780583333	0.482415	0.80595443	0.59278	0.910075	0.300447368
17	76422640	cg06852605	0.884483333	0.56041	0.956098734	0.58352	0.9656375	0.453157895
8	18743898	cg06866712	0.228816667	0.4194025	0.901535443	0.48042	0.9056375	0.425836842
7	130115737	cg06875413	0.510516667	0.47662	0.869632911	0.60944	0.93375	0.369526316
11	121665583	cg06898823	0.855	0.4273175	0.929103797	0.41396	0.92905	0.279178947
10	50732844	cg06908739	0.202083333	0.4460825	0.918870886	0.6035	0.971625	0.398289474
2	74602278	cg06909228	0.61695	0.4884025	0.862734177	0.46512	0.9625	0.468436842
19	12708229	cg06912922	0.74395	0.5825125	0.81805443	0.6211	0.915625	0.483231579
4	44682858	cg06934829	0.713433333	0.5995025	0.811459494	0.69812	0.923	0.490047368
17	33591136	cg06940925	0.8099	0.5943175	0.861193671	0.64638	0.912775	0.458121053
9	135360863	cg06943467	0.5761	0.39052	0.87598481	0.42444	0.958825	0.297963158
1	33818527	cg06953325	0.746683333	0.569065	0.852637975	0.64192	0.9394125	0.444615789
11	2596416	cg06960356	0.675166667	0.5164125	0.859740506	0.63164	0.9547875	0.371842105
10	87676527	cg06979680	0.418716667	0.419285	0.851307595	0.53586	0.9438	0.317789474
1	1234844	cg06981504	0.29355	0.48986	0.818613924	0.5597	0.912975	0.491531579
1	45976998	cg06989253	0.562	0.3874875	0.86316962	0.49394	0.9147625	0.241394737
17	19287677	cg06997997	0.215	0.4777625	0.800850633	0.59878	0.9031125	0.452815789
6	3285475	cg07028415	0.4665	0.34375	0.881431646	0.41524	0.9429625	0.238463158
2	236539618	cg07048592	0.8671	0.4961625	0.932788608	0.49426	0.973	0.363557895
6	70507787	cg07062388	0.252816667	0.5148475	0.830831646	0.66052	0.9614125	0.491131579
16	1779144	cg07064156	0.7645	0.5341775	0.870794937	0.5947	0.93655	0.417463158
12	116639897	cg07091934	0.664366667	0.38179	0.84886962	0.43208	0.9564	0.235336842
3	18391124	cg07108579	0.77225	0.4845925	0.870106329	0.56954	0.90445	0.325184211
10	3448994	cg07117402	0.551533333	0.445745	0.856237975	0.55048	0.9178	0.321073684
16	70714357	cg07128900	0.405283333	0.3678625	0.876072152	0.44678	0.9449125	0.285615789
2	3270259	cg07131274	0.1614	0.3547125	0.881746835	0.4426	0.9651625	0.341136842
14	96014482	cg07138686	0.810933333	0.4946725	0.811236709	0.55136	0.9501125	0.341468421
20	5905708	cg07140797	0.780833333	0.53585	0.831716456	0.61084	0.9192625	0.384773684
7	102775759	cg07148407	0.70745	0.4468975	0.800283544	0.48294	0.9415125	0.310410526
12	125500511	cg07155331	0.889133333	0.4632	0.907624051	0.42572	0.9355625	0.345821053
2	236486625	cg07164047	0.651	0.38271	0.827512658	0.5047	0.91495	0.193873684
17	46988726	cg07174177	0.836083333	0.5102675	0.82705443	0.5823	0.9095875	0.336
1	51127561	cg07174182	0.821216667	0.45911	0.818473418	0.52196	0.9384875	0.287515789
1	160850377	cg07177437	0.773283333	0.5597675	0.817310127	0.6378	0.92775	0.416142105
16	73266047	cg07178278	0.165516667	0.2747975	0.910826582	0.35904	0.966325	0.242584211
3	156967557	cg07185181	0.712166667	0.5067225	0.910124051	0.60026	0.959775	0.357326316
6	148634858	cg07189366	0.1733	0.3688275	0.812697468	0.50478	0.9378875	0.322531579
16	72459825	cg07209034	0.156733333	0.1635775	0.942591139	0.24224	0.9643	0.094394737
1	10221203	cg07209987	0.1485	0.3014675	0.858411392	0.46286	0.9673875	0.212810526
2	60525609	cg07222022	0.397566667	0.5030025	0.804031646	0.66492	0.9469125	0.424105263
2	240279976	cg07222900	0.81515	0.5087375	0.852970886	0.4947	0.950825	0.427742105
8	120684721	cg07223952	0.58555	0.4012225	0.809848101	0.49042	0.9392875	0.260457895
10	134420183	cg07249433	0.2834	0.328705	0.831070886	0.42472	0.9672125	0.248189474
6	113639635	cg07259165	0.188066667	0.2705025	0.852140506	0.404	0.9473125	0.189594737
7	101723521	cg07266412	0.119016667	0.253605	0.866049367	0.3091	0.9524125	0.257505263
5	1049712	cg07267674	0.406933333	0.49737	0.805840506	0.56718	0.9145875	0.469352632
4	186741447	cg07272677	0.64265	0.4539625	0.887931646	0.4981	0.9303	0.360942105
5	176829198	cg07292251	0.856766667	0.4697825	0.88355443	0.51352	0.94135	0.306
16	74661825	cg07297322	0.87285	0.5793025	0.850721519	0.59386	0.952475	0.473863158
10	64133406	cg07305719	0.30435	0.278315	0.829401266	0.32808	0.9123375	0.227905263
2	169757780	cg07338205	0.232433333	0.3923225	0.810151899	0.54448	0.94165	0.330242105
16	9060697	cg07342647	0.696016667	0.5410275	0.880892405	0.59342	0.9661375	0.444189474
3	131676669	cg07350448	0.841983333	0.5598225	0.827601266	0.57792	0.956225	0.477052632
6	16804166	cg07355507	0.156633333	0.2180275	0.805313924	0.33942	0.913775	0.134336842
1	61333617	cg07363657	0.207383333	0.3198375	0.855416456	0.37468	0.93965	0.332152632
17	55993519	cg07373578	0.830266667	0.399285	0.831489873	0.41102	0.9196125	0.249205263
1	111996064	cg07374465	0.7942	0.6368925	0.875674684	0.76474	0.938075	0.497452632
1	223968151	cg07374490	0.897166667	0.4725975	0.922613924	0.545	0.9505375	0.281163158
4	184683218	cg07396827	0.76415	0.557695	0.868694937	0.5796	0.937875	0.472684211
2	69662765	cg07410210	0.666766667	0.3914	0.867610127	0.43604	0.959725	0.264673684
13	45911642	cg07411153	0.8278	0.547285	0.868978481	0.5299	0.920925	0.477110526
16	8813274	cg07431888	0.1312	0.2504825	0.807741772	0.3969	0.9352	0.181884211
13	113698946	cg07443074	0.203933333	0.2827275	0.818350633	0.31706	0.92765	0.267821053
4	80334832	cg07450849	0.203016667	0.4477525	0.832007595	0.46116	0.9200625	0.496726316
5	118738381	cg07464250	0.794083333	0.50163	0.824688608	0.56836	0.9363375	0.352705263
11	125952694	cg07498426	0.655933333	0.374395	0.822721519	0.45194	0.9221	0.208184211
15	59496592	cg07503408	0.850116667	0.61661	0.868613924	0.63982	0.9378875	0.499026316
5	43558859	cg07544482	0.716333333	0.545275	0.882508861	0.56344	0.9212375	0.478005263
11	133940520	cg07545846	0.844066667	0.4152725	0.809068354	0.49102	0.9356875	0.216773684
15	45827540	cg07558734	0.833766667	0.50017	0.877473418	0.5945	0.9428625	0.318489474
15	23057163	cg07573797	0.89385	0.531935	0.917643038	0.61934	0.9444	0.338452632
3	129180151	cg07587746	0.848683333	0.5427325	0.854927848	0.6449	0.9362625	0.361652632
5	142815463	cg07589972	0.792766667	0.50435	0.860013924	0.60322	0.93695	0.351136842
13	84413367	cg07591921	0.821266667	0.4467575	0.80974557	0.49142	0.9172375	0.281921053
4	184922382	cg07596819	0.202533333	0.3508175	0.854346835	0.49554	0.9182125	0.303621053
18	74729481	cg07611666	0.6847	0.411085	0.860617722	0.52946	0.9504375	0.230494737
7	41043816	cg07619656	0.814516667	0.56545	0.911756962	0.58194	0.9404375	0.470315789
13	111697142	cg07632571	0.868	0.5753575	0.926332911	0.62356	0.9728875	0.443842105
2	236760940	cg07642035	0.843933333	0.51379	0.865658228	0.50876	0.9111	0.398515789
3	64127184	cg07650392	0.834533333	0.518085	0.841379747	0.50536	0.9275	0.4296
4	58050932	cg07664029	0.175983333	0.3991975	0.882820253	0.38728	0.970725	0.479821053
10	669071	cg07665134	0.152383333	0.360615	0.858756962	0.45396	0.9066125	0.334847368
5	2112260	cg07672238	0.278933333	0.28052	0.871891139	0.3029	0.95445	0.254863158
13	113461305	cg07674485	0.885666667	0.5984025	0.906132911	0.67572	0.9596875	0.451236842
10	3313224	cg07694424	0.62925	0.40096	0.881460759	0.41078	0.911325	0.323968421
10	22911629	cg07701530	0.8391	0.5553275	0.867735443	0.65374	0.94365	0.383310526
4	1008738	cg07727358	0.793033333	0.463955	0.954998734	0.43468	0.97845	0.372836842
22	45638839	cg07727425	0.849866667	0.4051175	0.82831519	0.45316	0.90515	0.214678947
5	80542999	cg07727547	0.70025	0.4197525	0.837621519	0.35804	0.9352625	0.362526316
10	2815547	cg07735920	0.26225	0.248485	0.845302532	0.32734	0.950625	0.189984211
11	1486341	cg07737063	0.106333333	0.34077	0.918458228	0.41912	0.9466875	0.350321053
10	35698554	cg07740894	0.890283333	0.45596	0.81224557	0.40154	0.9403	0.361347368
22	41637467	cg07746282	0.887516667	0.598665	0.920888608	0.70812	0.9622	0.426652632
2	238990408	cg07780694	0.898583333	0.56035	0.920387342	0.65438	0.9578125	0.378131579
16	85687041	cg07784872	0.852383333	0.4537825	0.876172152	0.5204	0.933525	0.256373684
16	56266223	cg07790747	0.422883333	0.3964775	0.874375949	0.47648	0.9576375	0.329489474
1	59348451	cg07799907	0.7876	0.45149	0.916591139	0.47576	0.9644375	0.326047368
8	1404980	cg07802949	0.859916667	0.4974375	0.89406962	0.62868	0.93315	0.261957895
6	132890602	cg07805642	0.77655	0.49308	0.820073418	0.5972	0.936475	0.317631579
2	166535708	cg07811002	0.824816667	0.5109125	0.907788608	0.49552	0.9297375	0.417694737
13	52301946	cg07818422	0.469666667	0.441865	0.801088608	0.57742	0.9412125	0.313031579
1	174417175	cg07828612	0.411483333	0.432075	0.891308861	0.48378	0.9420375	0.399078947
16	19871730	cg07837520	0.130216667	0.345545	0.843075949	0.48314	0.9219	0.288205263
1	151267394	cg07841059	0.826383333	0.463215	0.919839241	0.5185	0.9584125	0.294352632
1	2174725	cg07842327	0.24735	0.40655	0.894449367	0.49526	0.9528875	0.384521053
17	68100944	cg07862930	0.767633333	0.4656225	0.877536709	0.45172	0.943	0.364410526
16	72459595	cg07864976	0.073216667	0.1552175	0.940367089	0.21	0.971375	0.131578947
15	51669526	cg07888040	0.91015	0.6195475	0.927781013	0.69038	0.9766	0.456094737
6	30172142	cg07891483	0.912016667	0.5529	0.923065823	0.64738	0.9674375	0.3548
6	30856439	cg07908039	0.85325	0.4785175	0.819222785	0.55202	0.9539875	0.286147368
15	86304357	cg07943548	0.857733333	0.539075	0.92774557	0.53726	0.9795375	0.425626316
1	67001108	cg07956346	0.186183333	0.2647675	0.868179747	0.30976	0.9202625	0.253031579
8	26237815	cg07966808	0.80125	0.5856275	0.8583	0.71194	0.9468875	0.420789474
16	15527940	cg07977490	0.188283333	0.3231575	0.812278481	0.3566	0.9497375	0.337573684
10	16570110	cg07990022	0.763916667	0.49734	0.87034557	0.5348	0.92705	0.378610526
7	150080842	cg07999732	0.7421	0.434275	0.833918987	0.46616	0.9254	0.301342105
14	100014785	cg08015762	0.17245	0.386355	0.909112658	0.49996	0.9584375	0.353984211
2	119987813	cg08024822	0.8149	0.466335	0.861867089	0.5728	0.9456875	0.277731579
1	201531514	cg08029299	0.843166667	0.587185	0.837867089	0.64824	0.945825	0.448121053
3	194877369	cg08054010	0.83705	0.4384775	0.83084557	0.49574	0.922875	0.267242105
2	7073095	cg08058160	0.488933333	0.379945	0.896424051	0.44846	0.9475375	0.294315789
20	44690652	cg08063745	0.223533333	0.4699225	0.886302532	0.52902	0.965	0.489952632
4	187572844	cg08064683	0.138816667	0.1994675	0.822950633	0.25736	0.91405	0.173621053
17	46608462	cg08076955	0.126983333	0.236185	0.853624051	0.28388	0.9526375	0.248447368
2	209054740	cg08093097	0.47805	0.310195	0.875373418	0.29658	0.970175	0.266952632
7	27626595	cg08093568	0.8214	0.5080825	0.87716962	0.6053	0.9456	0.331515789
2	3463558	cg08094235	0.335666667	0.4287275	0.817325316	0.52158	0.9537375	0.379152632
17	17283670	cg08106393	0.7856	0.528385	0.804427848	0.59796	0.929775	0.396578947
12	125590291	cg08118942	0.838166667	0.54702	0.903762025	0.63376	0.94535	0.386494737
14	21270850	cg08122234	0.885183333	0.45572	0.830588608	0.49252	0.9680625	0.275515789
7	101819329	cg08135718	0.22075	0.3336475	0.86845443	0.45258	0.9654375	0.280494737
16	4679396	cg08147187	0.849466667	0.4502025	0.901343038	0.58636	0.93945	0.233305263
6	33761600	cg08149747	0.554816667	0.437015	0.819446835	0.51034	0.9297125	0.346384211
19	1255392	cg08176140	0.192	0.3823125	0.87515443	0.4853	0.954625	0.361273684
2	6122814	cg08180229	0.835766667	0.4081575	0.868716456	0.4159	0.929375	0.253084211
2	242754364	cg08180831	0.759516667	0.5213425	0.867656962	0.54184	0.9230875	0.427536842
2	233680285	cg08188368	0.816816667	0.5906425	0.877707595	0.6159	0.942225	0.486036842
16	88680780	cg08195758	0.837116667	0.46378	0.819349367	0.53702	0.9157375	0.290352632
6	5472095	cg08200851	0.545683333	0.4107275	0.87878481	0.3696	0.9121125	0.404978947
8	142217653	cg08205396	0.687416667	0.5738525	0.802249367	0.6234	0.91345	0.499336842
2	128409268	cg08209336	0.861966667	0.6333775	0.917913924	0.71078	0.9183375	0.495657895
7	2109244	cg08210507	0.713733333	0.3311325	0.861258228	0.32696	0.919875	0.204347368
5	77144016	cg08216684	0.863266667	0.4707975	0.870937975	0.5599	0.9080375	0.273273684
3	60994171	cg08223225	0.477833333	0.414235	0.89668481	0.55712	0.9432875	0.278742105
6	112066424	cg08270099	0.816733333	0.5563625	0.911324051	0.58786	0.956425	0.446242105
10	134451258	cg08277036	0.646583333	0.51105	0.880486076	0.50292	0.918275	0.463242105
14	55492636	cg08292050	0.392633333	0.472855	0.804710127	0.52758	0.904825	0.451168421
14	96010497	cg08292290	0.720216667	0.5014375	0.88724557	0.52478	0.9577625	0.423215789
7	44423096	cg08306614	0.692533333	0.50104	0.814148101	0.53706	0.9105125	0.418510526
10	119867973	cg08308801	0.8047	0.4237225	0.804581013	0.4206	0.92505	0.307278947
15	99337389	cg08315825	0.77815	0.5841825	0.884181013	0.66284	0.9371125	0.464831579
4	154147841	cg08322448	0.325466667	0.4465525	0.850120253	0.5614	0.9427375	0.3764
11	58361664	cg08325842	0.589916667	0.516755	0.804940506	0.62542	0.9560125	0.406126316
19	11558539	cg08337184	0.79375	0.5500725	0.963549367	0.56928	0.970025	0.471152632
15	65188788	cg08337876	0.860016667	0.5179875	0.883960759	0.54176	0.941275	0.381957895
16	86568657	cg08381868	0.762083333	0.4431425	0.901826582	0.47246	0.94625	0.310910526
10	131697669	cg08434399	0.7469	0.5548175	0.820696203	0.6035	0.9001	0.448536842
17	1900131	cg08457620	0.800416667	0.401585	0.812946835	0.36252	0.9398125	0.308615789
7	1315866	cg08474521	0.870866667	0.5297275	0.963573418	0.54086	0.9671125	0.421794737
7	6370717	cg08476364	0.8359	0.5882125	0.89726962	0.6405	0.9517625	0.474531579
4	1749241	cg08488569	0.605033333	0.4800625	0.839424051	0.54988	0.9385125	0.387363158
10	6216350	cg08500510	0.155366667	0.297485	0.828105063	0.42944	0.9600625	0.2269
19	16226402	cg08523456	0.132083333	0.255545	0.811689873	0.4059	0.9007625	0.169321053
7	25216828	cg08543244	0.758366667	0.5097625	0.832274684	0.54146	0.9187	0.374031579
1	11361900	cg08544453	0.87855	0.45269	0.812678481	0.48044	0.9433375	0.286715789
2	220379968	cg08557523	0.8041	0.5088875	0.855503797	0.53836	0.91915	0.398836842
13	41053715	cg08569979	0.7378	0.376075	0.873811392	0.3992	0.920975	0.231363158
10	99349395	cg08571020	0.608333333	0.463745	0.897788608	0.58568	0.9438125	0.312489474
6	26276143	cg08578491	0.803183333	0.49845	0.811992405	0.59524	0.9534625	0.3199
2	102460597	cg08583240	0.844933333	0.450655	0.884459494	0.4005	0.9653625	0.365468421
15	68877272	cg08594043	0.574166667	0.321155	0.854155696	0.38706	0.9527	0.192452632
16	88096995	cg08595782	0.654883333	0.385295	0.818183544	0.48506	0.956575	0.220836842
10	98119151	cg08597682	0.825583333	0.4748475	0.840981013	0.57554	0.9008875	0.285110526
12	8332156	cg08624705	0.6396	0.40775	0.835411392	0.47086	0.95275	0.266268421
7	101989013	cg08637257	0.895216667	-0.0117475	0.904997468	0.87972	0.9545375	-1
2	201489698	cg08645207	0.891883333	0.5576675	0.866092405	0.66398	0.939625	0.384157895
10	128275034	cg08650132	0.31885	0.4056175	0.844265823	0.40496	0.940575	0.403373684
1	8497643	cg08653904	0.870516667	0.557075	0.897212658	0.60744	0.9387125	0.417294737
1	178508868	cg08660555	0.19765	0.44865	0.858241772	0.59562	0.9542625	0.403610526
3	197663828	cg08684733	0.823816667	0.6196225	0.858540506	0.72022	0.9320875	0.496931579
16	74782152	cg08699631	0.771983333	0.3862575	0.877696203	0.4486	0.912975	0.203863158
4	184922433	cg08715725	0.19865	0.4116075	0.853560759	0.55362	0.9430625	0.3822
7	129382312	cg08722883	0.575783333	0.4121675	0.845868354	0.50656	0.939975	0.296731579
4	190769280	cg08741833	0.8611	0.60911	0.916153165	0.68876	0.9438875	0.465010526
7	104829801	cg08746290	0.7045	0.57149	0.839270886	0.65928	0.939175	0.453384211
16	1024642	cg08750280	0.719633333	0.43651	0.815448101	0.47654	0.9488	0.307810526
15	79143574	cg08762628	0.759566667	0.3759375	0.847648101	0.44382	0.9414375	0.198178947
