chr,start,end,cereb_average,all_brain_average,other_brain_avg,pref_average,leuk_average,white_matter,temporal,X.Sample_geo_accession
chr5,2205990,2205991,0.28595,0.4712775,0.890124051,0.56344,0.926925,0.467405263,0.54375,cg00420911
chr5,2206205,2206206,0.6391,0.551785,0.887187342,0.6257,0.9007375,0.457863158,0.64089,cg02563165
chr5,2547252,2547253,0.141566667,0.28639,0.865941772,0.35918,0.9125625,0.273921053,0.36058,cg21962324
chr5,2866877,2866878,0.108866667,0.223815,0.912911392,0.34708,0.9647625,0.153078947,0.36555,cg16252110
chr5,2867363,2867364,0.17365,0.4331375,0.81531519,0.5443,0.918475,0.426036842,0.54674,cg21756587
chr5,2990194,2990195,0.386683333,0.2794025,0.800760759,0.38142,0.9286875,0.159394737,0.39204,cg09014626
chr5,2998264,2998265,0.8832,0.5603875,0.868941772,0.57506,0.9558625,0.467063158,0.53668,cg18731024
chr5,3513521,3513522,0.556016667,0.4372025,0.835494937,0.48832,0.9330125,0.3692,0.46956,cg09148417
chr5,3932233,3932234,0.678116667,0.4526225,0.860893671,0.52312,0.9274875,0.329157895,0.51666,cg19852204
chr5,4230502,4230503,0.7853,0.5099925,0.862177215,0.50622,0.9612875,0.419421053,0.51878,cg14971327
chr5,4230567,4230568,0.515333333,0.43105,0.825011392,0.45722,0.93235,0.3636,0.49555,cg25588274
chr5,7348329,7348330,0.695466667,0.4669625,0.810878481,0.52292,0.931425,0.367005263,0.4918,cg24067325
chr5,8839873,8839874,0.8069,0.4432,0.866613924,0.4273,0.9275125,0.325963158,0.45568,cg12204974
chr5,8843071,8843072,0.84625,0.5435875,0.885394937,0.62792,0.939025,0.375215789,0.63973,cg22450878
chr5,9523352,9523353,0.872033333,0.63231,0.909817722,0.69786,0.927325,0.494863158,0.71685,cg12676289
chr5,12669584,12669585,0.731983333,0.5545175,0.855508861,0.64496,0.9390375,0.451789474,0.598,cg23468045
chr5,13944491,13944492,0.875633333,0.493648718,0.852093671,0.50574,0.9339625,0.346977778,0.52242,cg03503295
chr5,15927184,15927185,0.835133333,0.541925,0.837856962,0.4798,0.9219375,0.493636842,0.48881,cg00664723
chr5,17005065,17005066,0.850016667,0.54728,0.818394937,0.58668,0.9344625,0.418268421,0.59106,cg04173816
chr5,32871131,32871132,0.68885,0.4395575,0.858117722,0.45868,0.9164625,0.328889474,0.49069,cg10945695
chr5,34686500,34686501,0.846616667,0.5073275,0.854758228,0.59378,0.92565,0.328552632,0.6002,cg22429911
chr5,43558859,43558860,0.716333333,0.545275,0.882508861,0.56344,0.9212375,0.478005263,0.56137,cg07544482
chr5,51339709,51339710,0.62115,0.48598,0.854956962,0.60128,0.9377,0.351536842,0.60267,cg22143274
chr5,52858131,52858132,0.608916667,0.5242375,0.825955696,0.5806,0.9425125,0.450915789,0.58456,cg01820007
chr5,53839886,53839887,0.809366667,0.5898925,0.844729114,0.69914,0.953425,0.444605263,0.67963,cg25460563
chr5,53850401,53850402,0.866133333,0.520345,0.895373418,0.59476,0.94415,0.323178947,0.65028,cg04136379
chr5,53992027,53992028,0.878133333,0.5881775,0.889951899,0.68234,0.956,0.422378947,0.68214,cg26866474
chr5,55460876,55460877,0.355166667,0.284805,0.813391139,0.35446,0.9378125,0.181989474,0.40311,cg16501561
chr5,57410856,57410857,0.80715,0.520715,0.872508861,0.59564,0.9229375,0.360357895,0.61607,cg12932951
chr5,58882753,58882754,0.18385,0.3683725,0.858473418,0.3575,0.9637625,0.441942105,0.34474,cg13112511
chr5,60699375,60699376,0.8529,0.501646154,0.903965823,0.5199,0.9718875,0.35325,0.54888,cg19456451
chr5,65114084,65114085,0.87035,0.38554,0.882021519,0.4661,0.941125,0.154031579,0.49424,cg02284297
chr5,67483875,67483876,0.827333333,0.330915,0.841922785,0.32886,0.945575,0.156894737,0.36473,cg17229173
chr5,67522442,67522443,0.3987,0.4021875,0.860450633,0.4761,0.9242,0.343184211,0.47943,cg18104285
chr5,71126255,71126256,0.768733333,0.5063975,0.844303797,0.57518,0.9555875,0.375084211,0.5641,cg19516619
chr5,71331494,71331495,0.528583333,0.545165,0.817494937,0.6437,0.9275625,0.477384211,0.63463,cg17008412
chr5,71478626,71478627,0.595583333,0.477255,0.877029114,0.51298,0.9510375,0.418531579,0.49997,cg02073775
chr5,71537334,71537335,0.83795,0.469085,0.907011392,0.56284,0.96085,0.274721053,0.57018,cg02377021
chr5,73482658,73482659,0.862983333,0.469595,0.804627848,0.55248,0.9406875,0.293815789,0.5261,cg11185950
chr5,74657448,74657449,0.738733333,0.5182675,0.840626582,0.53396,0.9293875,0.428694737,0.54833,cg26510404
chr5,77144016,77144017,0.863266667,0.4707975,0.870937975,0.5599,0.9080375,0.273273684,0.56606,cg08216684
chr5,77289836,77289837,0.66635,0.3363125,0.907262025,0.35248,0.9705,0.202978947,0.38354,cg09645993
chr5,79334767,79334768,0.833616667,0.5835425,0.830089873,0.62138,0.9056,0.478910526,0.61338,cg22636631
chr5,79911547,79911548,0.480516667,0.3451575,0.871894937,0.4259,0.95045,0.238605263,0.42602,cg06010724
chr5,80272559,80272560,0.827416667,0.5952275,0.862201266,0.63072,0.9318125,0.482126316,0.65306,cg15620250
chr5,80542999,80543000,0.70025,0.4197525,0.837621519,0.35804,0.9352625,0.362526316,0.39104,cg07727547
chr5,82395650,82395651,0.627616667,0.454745,0.836496203,0.58618,0.93225,0.3015,0.57647,cg09507411
chr5,82969524,82969525,0.813216667,0.469755,0.849937975,0.49088,0.951925,0.347573684,0.48526,cg25325949
chr5,82969530,82969531,0.66045,0.4178275,0.804243038,0.47464,0.9424875,0.294321053,0.47851,cg01045835
chr5,83409549,83409550,0.702083333,0.5160625,0.859164557,0.58522,0.9358875,0.401305263,0.58791,cg19680583
chr5,87543646,87543647,0.785133333,0.4705975,0.865074684,0.56906,0.9143875,0.299094737,0.5585,cg24620709
chr5,87848492,87848493,0.189716667,0.4273625,0.826306329,0.49068,0.906975,0.448242105,0.49862,cg25541666
chr5,95245456,95245457,0.8557,0.578325,0.894388608,0.67388,0.970625,0.417773684,0.66917,cg10483112
chr5,95278638,95278639,0.8378,0.5832425,0.893067442,0.69556,0.949625,0.433347368,0.65915,cg16656078
chr5,99979316,99979317,0.755233333,0.581845,0.888688608,0.66886,0.92705,0.473531579,0.6401,cg21593211
chr5,102211822,102211823,0.840816667,0.4320625,0.82474557,0.49882,0.9668875,0.253852632,0.49203,cg22911687
chr5,102834858,102834859,0.615866667,0.41784,0.898305063,0.45482,0.9682875,0.309263158,0.48683,cg06612355
chr5,107437721,107437722,0.4281,0.4005225,0.84305443,0.52596,0.9622125,0.293857895,0.52392,cg26912069
chr5,112054378,112054379,0.803316667,0.5743675,0.86588481,0.6199,0.9367875,0.460552632,0.63048,cg25645338
chr5,112182657,112182658,0.8868,0.6112425,0.827263291,0.6642,0.9647125,0.483684211,0.66179,cg05511853
chr5,112203375,112203376,0.781366667,0.569545,0.872196203,0.66122,0.949975,0.422410526,0.67617,cg23052267
chr5,114651968,114651969,0.90645,0.5032225,0.887665823,0.60546,0.9490125,0.306452632,0.58403,cg05715727
chr5,116289441,116289442,0.769483333,0.4972625,0.880672152,0.61354,0.9302,0.320615789,0.61142,cg27343660
chr5,118738381,118738382,0.794083333,0.50163,0.824688608,0.56836,0.9363375,0.352705263,0.57575,cg07464250
chr5,118966450,118966451,0.574166667,0.489385,0.865597468,0.5476,0.931075,0.409642105,0.56092,cg24561266
chr5,121305621,121305622,0.552566667,0.35449,0.809313924,0.4667,0.9478125,0.194563158,0.4834,cg08853571
chr5,122152740,122152741,0.531966667,0.36022,0.860820253,0.43632,0.9624,0.252547368,0.4237,cg08763673
chr5,122297244,122297245,0.82245,0.5846075,0.876788608,0.687,0.9375625,0.424889474,0.69417,cg14971439
chr5,122343639,122343640,0.52555,0.5369475,0.874421519,0.60018,0.938075,0.478731579,0.62278,cg18021257
chr5,123090970,123090971,0.840333333,0.5222175,0.843903797,0.533,0.9054625,0.411794737,0.53576,cg25980539
chr5,123979287,123979288,0.887066667,0.6078125,0.915783544,0.653,0.9522375,0.464715789,0.68955,cg11917750
chr5,123990364,123990365,0.580283333,0.498715,0.881579747,0.64116,0.9462625,0.366484211,0.62979,cg22562003
chr5,124835828,124835829,0.657416667,0.30864,0.834325316,0.34498,0.9187,0.151521053,0.37973,cg15380511
chr5,126430183,126430184,0.86375,0.5245775,0.878973418,0.61256,0.9386,0.355657895,0.59803,cg15678380
chr5,126634803,126634804,0.6726,0.3873625,0.841370886,0.45792,0.92965,0.230068421,0.4798,cg06697380
chr5,128734215,128734216,0.545083333,0.4098775,0.848802532,0.53856,0.9322875,0.267273684,0.53536,cg05158146
chr5,130847962,130847963,0.881216667,0.5684125,0.925487342,0.59034,0.956375,0.434442105,0.62431,cg17578380
chr5,132070490,132070491,0.766933333,0.51311,0.873151899,0.58732,0.935925,0.392005263,0.55381,cg25011809
chr5,132073916,132073917,0.86745,0.526135,0.90173038,0.48082,0.9568375,0.466642105,0.45704,cg25404410
chr5,132115709,132115710,0.888816667,0.5008875,0.895413924,0.60518,0.9429875,0.287678947,0.62108,cg03726377
chr5,132118820,132118821,0.761066667,0.60368,0.802291139,0.6694,0.94835,0.484915789,0.70204,cg13904481
chr5,132861322,132861323,0.80065,0.5196425,0.827694937,0.52154,0.9573125,0.433368421,0.51401,cg02378360
chr5,135058453,135058454,0.89385,0.5723,0.846293671,0.62798,0.9073875,0.427210526,0.6272,cg25450335
chr5,136831390,136831391,0.7174,0.49155,0.875997468,0.58236,0.9240625,0.332705263,0.61244,cg03565923
chr5,138205434,138205435,0.3074,0.3650275,0.864463291,0.41018,0.944425,0.350942105,0.40379,cg11503687
chr5,138211043,138211044,0.130933333,0.282051282,0.802183544,0.2962,0.9686125,0.318716667,0.29965,cg11677683
chr5,138211184,138211185,0.18945,0.2463675,0.825270886,0.29148,0.9112,0.217663158,0.3125,cg01156295
chr5,139055122,139055123,0.1921,0.4369575,0.864289873,0.62228,0.9436625,0.370747368,0.61701,cg06053376
chr5,139056674,139056675,0.302133333,0.4058075,0.806267089,0.42238,0.953775,0.422757895,0.42752,cg23167035
chr5,139113347,139113348,0.781116667,0.4217075,0.855786076,0.48364,0.956125,0.252084211,0.49738,cg11698445
chr5,139121862,139121863,0.3718,0.4848975,0.831967089,0.51924,0.9063625,0.494194737,0.51792,cg20655334
chr5,142815463,142815464,0.792766667,0.50435,0.860013924,0.60322,0.93695,0.351136842,0.57297,cg07589972
chr5,142815469,142815470,0.727283333,0.46221,0.847216456,0.54984,0.9201875,0.318789474,0.53185,cg12466613
chr5,146232064,146232065,0.8064,0.496245,0.816005063,0.54374,0.9039,0.353526316,0.55757,cg10208583
chr5,146910671,146910672,0.820633333,0.48075,0.81076962,0.55944,0.943875,0.295136842,0.59014,cg20436206
chr5,147160551,147160552,0.154133333,0.25875,0.879959494,0.30964,0.939925,0.249089474,0.31443,cg12905673
chr5,148442554,148442555,0.851616667,0.41899,0.823881013,0.48922,0.9363,0.222942105,0.49679,cg14818279
chr5,148759078,148759079,0.561216667,0.5571875,0.861481013,0.64088,0.9572875,0.495210526,0.63068,cg03876697
chr5,148876033,148876034,0.783516667,0.488635,0.874374684,0.5601,0.953025,0.347689474,0.54377,cg20564259
chr5,148894958,148894959,0.626116667,0.36733,0.864634177,0.41942,0.9579875,0.245026316,0.41839,cg21229718
chr5,149673232,149673233,0.461116667,0.402315,0.823116456,0.40662,0.9458125,0.377184211,0.41263,cg02260430
chr5,154255229,154255230,0.776466667,0.546175,0.86615443,0.66186,0.91495,0.378121053,0.66946,cg11257935
chr5,155877178,155877179,0.673933333,0.55633,0.816696203,0.62352,0.9003125,0.462321053,0.63079,cg19946437
chr5,155953894,155953895,0.891533333,0.52709,0.864212658,0.6268,0.9436125,0.338468421,0.61695,cg18530920
chr5,156695551,156695552,0.597416667,0.51461,0.913855696,0.50522,0.9656625,0.488052632,0.52008,cg00986320
chr5,156883553,156883554,0.816833333,0.444375,0.881522785,0.51086,0.9593875,0.259342105,0.53922,cg02627405
chr5,156886147,156886148,0.842333333,0.56241,0.879162025,0.65214,0.9356125,0.389984211,0.6772,cg11888085
chr5,160279389,160279390,0.8368,0.4870275,0.871563291,0.57706,0.9395125,0.300147368,0.58722,cg01779806
chr5,167989126,167989127,0.699416667,0.594405128,0.897520253,0.66336,0.9460875,0.498616667,0.66934,cg12812838
chr5,171808623,171808624,0.230566667,0.419295,0.874843038,0.47738,0.9591125,0.432421053,0.47855,cg02772159
chr5,171831028,171831029,0.844,0.5438625,0.844303797,0.5664,0.9565125,0.399852632,0.62613,cg13022534
chr5,172332685,172332686,0.788783333,0.44502,0.89258481,0.5062,0.9581,0.274268421,0.5326,cg26624794
chr5,172447638,172447639,0.637083333,0.441995,0.816268354,0.35506,0.933,0.436726316,0.37842,cg05595191
chr5,172982489,172982490,0.19985,0.3448925,0.804981013,0.47054,0.9413625,0.267684211,0.51579,cg20683802
chr5,176829198,176829199,0.856766667,0.4697825,0.88355443,0.51352,0.94135,0.306,0.52691,cg07292251
chr5,177656852,177656853,0.69675,0.401355,0.882612658,0.43664,0.9506875,0.287889474,0.42206,cg01606973
chr5,178014589,178014590,0.817483333,0.563745,0.833488608,0.58264,0.901775,0.455321053,0.60806,cg01831657
chr5,178195589,178195590,0.68455,0.4948925,0.807372152,0.52804,0.9150875,0.394115789,0.556,cg21227060
chr5,179402240,179402241,0.217583333,0.39219,0.915936709,0.49806,0.9257,0.347389474,0.52914,cg04265672
chr5,179443887,179443888,0.72435,0.48573,0.877532911,0.4746,0.9532,0.399289474,0.51236,cg04851992
chr5,179454990,179454991,0.5112,0.4667775,0.91333038,0.5974,0.9627875,0.356994737,0.5834,cg12509424
chr6,436969,436970,0.893766667,0.559975,0.840702532,0.55114,0.945275,0.456205263,0.56128,cg11797364
chr6,515813,515814,0.819183333,0.6060175,0.897405063,0.62122,0.9354,0.494789474,0.68185,cg08998593
chr6,1581879,1581880,0.884983333,0.5601275,0.906793671,0.58414,0.96095,0.413542105,0.63172,cg23360922
chr6,1664673,1664674,0.865633333,0.44245,0.913783544,0.48208,0.971175,0.267936842,0.5003,cg00750225
chr6,3193865,3193866,0.698583333,0.4253175,0.861264557,0.41394,0.9114625,0.341789474,0.42575,cg03597063
chr6,3285475,3285476,0.4665,0.34375,0.881431646,0.41524,0.9429625,0.238463158,0.4344,cg07028415
chr6,3386584,3386585,0.665466667,0.4035225,0.894536709,0.42992,0.937675,0.2881,0.45246,cg13703737
chr6,5152468,5152469,0.116733333,0.2397675,0.836208861,0.30482,0.96275,0.225342105,0.30847,cg09618197
chr6,5472095,5472096,0.545683333,0.4107275,0.87878481,0.3696,0.9121125,0.404978947,0.36124,cg08200851
chr6,8014323,8014324,0.778816667,0.5742425,0.855982278,0.68588,0.94335,0.424168421,0.68082,cg12411917
chr6,8195062,8195063,0.312533333,0.3952725,0.804601266,0.4939,0.9377375,0.327505263,0.52436,cg25944479
chr6,10836303,10836304,0.8449,0.6186675,0.865122785,0.72844,0.9387875,0.483810526,0.68427,cg00190412
chr6,13470414,13470415,0.461066667,0.35299,0.90466962,0.4252,0.9448875,0.264210526,0.42072,cg05372765
chr6,14450312,14450313,0.5267,0.3254025,0.82018481,0.41952,0.9218625,0.187205263,0.42014,cg02770252
chr6,14933411,14933412,0.551183333,0.3382525,0.843925316,0.38536,0.935775,0.2221,0.40763,cg04357789
chr6,15998909,15998910,0.736616667,0.5514075,0.835801266,0.54036,0.9471625,0.493163158,0.55647,cg19917254
chr6,16295454,16295455,0.873616667,0.606875,0.888105063,0.69234,0.9505375,0.449210526,0.70366,cg01590342
chr6,16804166,16804167,0.156633333,0.2180275,0.805313924,0.33942,0.913775,0.134336842,0.35318,cg07355507
chr6,17032431,17032432,0.757033333,0.3702625,0.857765823,0.3699,0.9006625,0.231810526,0.40144,cg19076258
chr6,17032522,17032523,0.830316667,0.405285,0.886506329,0.39552,0.961,0.257263158,0.43639,cg10807105
chr6,17032554,17032555,0.651716667,0.3516925,0.843222785,0.35026,0.933275,0.247078947,0.37116,cg13392422
chr6,17919174,17919175,0.855133333,0.55133,0.86278481,0.59128,0.916,0.424010526,0.59098,cg05558330
chr6,18023012,18023013,0.87685,0.5006925,0.882731646,0.48002,0.9636125,0.393205263,0.48956,cg17637342
chr6,18152154,18152155,0.88475,0.5028625,0.901740506,0.62912,0.9667,0.289,0.61694,cg06702726
chr6,18458468,18458469,0.87715,0.4850075,0.842978481,0.52084,0.96285,0.335215789,0.51641,cg00731304
chr6,20426845,20426846,0.55415,0.4552325,0.84841519,0.55738,0.935825,0.343842105,0.55645,cg05450477
chr6,22467088,22467089,0.821816667,0.5060325,0.800107595,0.52624,0.9627125,0.405105263,0.49822,cg17404640
chr6,22737718,22737719,0.811233333,0.5442575,0.856910127,0.59172,0.9607375,0.419868421,0.59668,cg21284524
chr6,26276143,26276144,0.803183333,0.49845,0.811992405,0.59524,0.9534625,0.3199,0.60646,cg08578491
chr6,28348476,28348477,0.811083333,0.5479825,0.868859494,0.62816,0.93295,0.407421053,0.6171,cg21771726
chr6,28371032,28371033,0.1989,0.4826225,0.885818987,0.63404,0.95935,0.440815789,0.65658,cg04799120
chr6,29581054,29581055,0.498933333,0.49607,0.872125316,0.51194,0.91395,0.485952632,0.50564,cg25635805
chr6,29588575,29588576,0.167166667,0.402155,0.819237975,0.37808,0.9492,0.481731579,0.40399,cg06538238
chr6,29624956,29624957,0.837583333,0.5109575,0.863610127,0.59356,0.91195,0.331615789,0.61443,cg23105820
chr6,29625991,29625992,0.807716667,0.5027675,0.845797468,0.59044,0.941775,0.315357895,0.63204,cg17242574
chr6,29627167,29627168,0.8935,0.510365,0.944858228,0.58946,0.9486125,0.325805263,0.5916,cg02589899
chr6,29627290,29627291,0.8826,0.4998275,0.888553165,0.58864,0.9277,0.302226316,0.6012,cg14656245
chr6,29627395,29627396,0.9016,0.5241025,0.885232911,0.62056,0.9624875,0.3359,0.60696,cg02450267
chr6,29627845,29627846,0.89485,0.576275,0.913225316,0.66544,0.9667,0.396247368,0.6826,cg17375177
chr6,29641118,29641119,0.861116667,0.5297,0.894607595,0.61028,0.9359125,0.3712,0.59171,cg25396488
chr6,30021725,30021726,0.825233333,0.5970525,0.908435443,0.70366,0.957575,0.460984211,0.66537,cg25964035
chr6,30159594,30159595,0.720533333,0.4182175,0.836221519,0.48474,0.9320125,0.272605263,0.48023,cg24701097
chr6,30172142,30172143,0.912016667,0.5529,0.923065823,0.64738,0.9674375,0.3548,0.66658,cg07891483
chr6,30175967,30175968,0.865633333,0.4827275,0.800064557,0.55568,0.950875,0.307431579,0.54957,cg19885979
chr6,30526487,30526488,0.851683333,0.6257875,0.886311392,0.70766,0.9335875,0.496663158,0.69465,cg11320544
chr6,30594186,30594187,0.799216667,0.5191875,0.895964557,0.60052,0.93385,0.352478947,0.62725,cg13542073
chr6,30856439,30856440,0.85325,0.4785175,0.819222785,0.55202,0.9539875,0.286147368,0.58243,cg07908039
chr6,30856693,30856694,0.851783333,0.5399025,0.878825316,0.58224,0.9483375,0.409294737,0.57976,cg21677258
chr6,31327376,31327377,0.726816667,0.498025,0.831402532,0.5826,0.93715,0.374447368,0.55326,cg09301052
chr6,31850465,31850466,0.189,0.4417725,0.866927848,0.55726,0.962325,0.443189474,0.533,cg21087321
chr6,32026605,32026606,0.83915,0.4675975,0.880792405,0.52842,0.9477125,0.302684211,0.52759,cg21951797
chr6,32026610,32026611,0.748116667,0.450395,0.859879747,0.5367,0.96035,0.287584211,0.53795,cg25596754
chr6,32044203,32044204,0.6493,0.51176,0.828368354,0.49426,0.97385,0.482410526,0.49375,cg20407792
chr6,32131722,32131723,0.866883333,0.48509,0.87824557,0.5466,0.9574125,0.314336842,0.54969,cg13705888
chr6,32363888,32363889,0.60885,0.53097,0.849705063,0.62744,0.9053625,0.437484211,0.61363,cg25663310
chr6,32363933,32363934,0.638766667,0.59099,0.900732911,0.69966,0.9292375,0.497742105,0.68516,cg14945317
chr6,33158526,33158527,0.857983333,0.5090875,0.882361538,0.5726,0.9230875,0.342005263,0.58545,cg12472351
chr6,33255172,33255173,0.920016667,0.62131,0.914991139,0.66326,0.9280125,0.492778947,0.66532,cg03426762
chr6,33761600,33761601,0.554816667,0.437015,0.819446835,0.51034,0.9297125,0.346384211,0.50187,cg08149747
chr6,34566245,34566246,0.7995,0.51821,0.801596203,0.46602,0.9250625,0.459426316,0.48722,cg02827572
chr6,38105691,38105692,0.747183333,0.5274,0.895296203,0.4994,0.9737125,0.461684211,0.53439,cg08889776
chr6,41554529,41554530,0.134383333,0.15725,0.838303797,0.23524,0.9275875,0.089363158,0.26096,cg15760474
chr6,42046377,42046378,0.914716667,0.4965225,0.965962025,0.56872,0.9665375,0.307331579,0.56897,cg20637405
chr6,42225756,42225757,0.55445,0.3637575,0.812564557,0.45098,0.9294875,0.238178947,0.44433,cg11548059
chr6,43457511,43457512,0.559683333,0.3511475,0.82573038,0.43836,0.9607375,0.226726316,0.41882,cg26995083
chr6,44081549,44081550,0.770116667,0.55447,0.820103797,0.59238,0.9288125,0.459994737,0.58563,cg13644645
chr6,46434547,46434548,0.74975,0.579555,0.831192405,0.67372,0.922475,0.457521053,0.66222,cg23053977
chr6,51814431,51814432,0.236616667,0.41662,0.855611392,0.53406,0.943725,0.385594737,0.52485,cg10991450
chr6,52230573,52230574,0.70435,0.3217525,0.812312658,0.34122,0.904325,0.174368421,0.36249,cg23136573
chr6,52965200,52965201,0.789316667,0.588035,0.826063291,0.69134,0.9330375,0.454884211,0.6686,cg15359916
chr6,58289118,58289119,0.676983333,0.53468,0.837593671,0.58106,0.9332875,0.427615789,0.62953,cg25233299
chr6,64286415,64286416,0.54265,0.50931,0.836753488,0.60656,0.94275,0.413842105,0.62207,cg15805540
chr6,64515007,64515008,0.8194,0.5829575,0.819641772,0.67376,0.93095,0.440521053,0.66632,cg01860271
chr6,70507787,70507788,0.252816667,0.5148475,0.830831646,0.66052,0.9614125,0.491131579,0.64429,cg07062388
chr6,79940953,79940954,0.83635,0.580485,0.861393671,0.69166,0.9475,0.416468421,0.68301,cg16343616
chr6,89284076,89284077,0.6714,0.44158,0.809186076,0.50684,0.9070375,0.310721053,0.51969,cg20389063
chr6,90271866,90271867,0.322883333,0.3029275,0.819525316,0.318,0.96205,0.289631579,0.30868,cg26978611
chr6,90658359,90658360,0.861333333,0.574355,0.85246962,0.5722,0.9304625,0.478378947,0.5856,cg12090880
chr6,90696018,90696019,0.787166667,0.415725,0.845956962,0.51114,0.91625,0.226536842,0.50461,cg13664079
chr6,90905332,90905333,0.824533333,0.575465,0.885633333,0.70182,0.93305,0.417615789,0.66276,cg11523221
chr6,96021314,96021315,0.71765,0.561665,0.852192405,0.60236,0.9149,0.477336842,0.60795,cg05501969
chr6,97375699,97375700,0.80265,0.465375,0.878789873,0.53262,0.9578625,0.313873684,0.51724,cg18880646
chr6,97457431,97457432,0.8874,0.47824,0.90384557,0.53216,0.951375,0.288994737,0.56535,cg11247129
chr6,102224868,102224869,0.216466667,0.40506,0.903612658,0.56876,0.9683375,0.337505263,0.56472,cg24574819
chr6,105918992,105918993,0.687516667,0.4913775,0.860853165,0.59126,0.9318875,0.3523,0.588,cg14212412
chr6,107783986,107783987,0.452,0.4534775,0.824327848,0.59908,0.94175,0.337763158,0.60142,cg12772086
chr6,111994010,111994011,0.728866667,0.56523,0.90304557,0.59312,0.92405,0.492121053,0.59201,cg06144088
chr6,112042632,112042633,0.7554,0.4528875,0.875183544,0.46832,0.9610125,0.3373,0.48328,cg21888059
chr6,112066424,112066425,0.816733333,0.5563625,0.911324051,0.58786,0.956425,0.446242105,0.59362,cg08270099
chr6,113639635,113639636,0.188066667,0.2705025,0.852140506,0.404,0.9473125,0.189594737,0.40694,cg07259165
chr6,114098428,114098429,0.815,0.5193975,0.806381013,0.61358,0.9329125,0.349094737,0.61852,cg10169070
chr6,114376759,114376760,0.336183333,0.4748125,0.881507595,0.62404,0.9614,0.388263158,0.64782,cg02201066
chr6,119220428,119220429,0.79185,0.4604175,0.866074684,0.486,0.930925,0.320768421,0.5141,cg02053092
chr6,125341187,125341188,0.447666667,0.4223175,0.869683544,0.471,0.968125,0.369852632,0.48245,cg01080927
chr6,126021665,126021666,0.826233333,0.4780975,0.898583544,0.62444,0.942375,0.2545,0.62088,cg15590671
chr6,128452547,128452548,0.548666667,0.43831,0.877649367,0.58442,0.9598,0.275878947,0.60766,cg16940399
chr6,130746050,130746051,0.564516667,0.5010675,0.808625316,0.51106,0.9327,0.469847368,0.51732,cg11857548
chr6,131247280,131247281,0.785216667,0.4436325,0.882964557,0.48768,0.9615375,0.287215789,0.51385,cg21787560
chr6,131265261,131265262,0.811183333,0.589495,0.888355696,0.6138,0.937,0.493021053,0.62763,cg21282736
chr6,132890602,132890603,0.77655,0.49308,0.820073418,0.5972,0.936475,0.317631579,0.60429,cg07805642
chr6,132891505,132891506,0.7015,0.4819175,0.897364557,0.5673,0.9616375,0.340721053,0.57575,cg12813797
chr6,134384706,134384707,0.79945,0.5379875,0.844207595,0.60064,0.9611125,0.400752632,0.61053,cg00043444
chr6,134504523,134504524,0.845816667,0.5906675,0.815394937,0.68358,0.9059375,0.449163158,0.65998,cg04060943
chr6,134637428,134637429,0.169,0.2706025,0.849192405,0.4039,0.944075,0.193221053,0.41194,cg05966641
chr6,135224345,135224346,0.84525,0.4869175,0.811774684,0.57892,0.908525,0.307594737,0.56663,cg12549451
chr6,136227579,136227580,0.824233333,0.508585,0.807432911,0.52228,0.906525,0.406389474,0.50652,cg17148503
chr6,136812645,136812646,0.201116667,0.51212,0.854231646,0.68626,0.934575,0.478657895,0.67523,cg22118309
chr6,137792869,137792870,0.120166667,0.3168075,0.895850633,0.45348,0.9664875,0.266489474,0.46206,cg23163917
chr6,138752062,138752063,0.149233333,0.3691925,0.827582278,0.37786,0.9195375,0.431489474,0.37847,cg24363858
chr6,143130570,143130571,0.683066667,0.397025,0.872163291,0.4649,0.96045,0.251852632,0.46729,cg12616114
chr6,143929511,143929512,0.204466667,0.33063,0.826034177,0.3803,0.9699125,0.3413,0.36122,cg19205041
chr6,148142629,148142630,0.168866667,0.27793,0.845135443,0.33524,0.94455,0.284147368,0.3029,cg21973687
chr6,148615459,148615460,0.665283333,0.51408,0.839060759,0.5407,0.9385625,0.440605263,0.54965,cg12668216
chr6,148634858,148634859,0.1733,0.3688275,0.812697468,0.50478,0.9378875,0.322531579,0.50613,cg07189366
chr6,148869461,148869462,0.167183333,0.477155,0.854565823,0.61806,0.9702625,0.451636842,0.64117,cg27422807
chr6,148869489,148869490,0.1848,0.3650925,0.810627848,0.5204,0.9384375,0.280657895,0.55604,cg19758859
chr6,148869535,148869536,0.232833333,0.3549825,0.823511392,0.50452,0.936975,0.270536842,0.51395,cg11631592
chr6,151274597,151274598,0.7189,0.491755,0.871388608,0.53156,0.9399875,0.3984,0.51294,cg10496619
chr6,151346358,151346359,0.799716667,0.412835,0.860079747,0.46424,0.959675,0.244852632,0.47417,cg04718883
chr6,153079640,153079641,0.807016667,0.524325,0.833239241,0.58866,0.9464625,0.399178947,0.56032,cg13966752
chr6,154858688,154858689,0.76935,0.552265,0.881506329,0.66274,0.958875,0.400326316,0.65546,cg14131835
chr6,155584613,155584614,0.769916667,0.5662775,0.843703797,0.6576,0.9167875,0.417331579,0.68143,cg10876863
chr6,155584968,155584969,0.839116667,0.50935,0.8573,0.60332,0.943375,0.319721053,0.6248,cg20603543
chr6,155593746,155593747,0.782866667,0.4140375,0.80848481,0.43702,0.948375,0.276331579,0.44289,cg10743291
chr6,156428912,156428913,0.665233333,0.4778625,0.816592405,0.50882,0.947475,0.398794737,0.50019,cg26739230
