chr	start	CpG probe	Cerebellum Average	All brain average	"Average all tissues, not brain"	Prefrontal Cortex Average	Leukocyte Average	White Matter Average
11	64140424	cg05888643	0.156383333	0.3863375	0.827296203	0.38386	0.9295375	0.468178947
14	62075110	cg05917797	0.222116667	0.39753	0.827011392	0.46336	0.926325	0.3883
18	21737584	cg05926667	0.349033333	0.5093025	0.913943038	0.49036	0.9560875	0.553873684
1	2188894	cg05937603	0.187816667	0.2056425	0.80035443	0.2455	0.924325	0.172868421
6	134637428	cg05966641	0.169	0.2706025	0.849192405	0.4039	0.944075	0.193221053
3	66456600	cg05972059	0.505733333	0.3640725	0.840927848	0.4194	0.9469875	0.263363158
8	29732519	cg05977072	0.775066667	0.3821025	0.848755696	0.36572	0.9618875	0.264794737
2	16124662	cg05996160	0.193616667	0.34817	0.821856962	0.41854	0.9001375	0.336115789
7	101849120	cg06010390	0.523216667	0.3812775	0.944031646	0.41676	0.9504375	0.326089474
5	79911547	cg06010724	0.480516667	0.3451575	0.871894937	0.4259	0.95045	0.238605263
10	72191804	cg06016645	0.778033333	0.4647925	0.876672152	0.46554	0.9421	0.352510526
17	36499751	cg06051753	0.253533333	0.3537275	0.817506329	0.41888	0.918425	0.318221053
15	32964277	cg06059069	0.78565	0.4289775	0.857407595	0.4392	0.948425	0.281189474
16	30959315	cg06084952	0.222333333	0.5346125	0.878097468	0.44438	0.9559	0.707415789
12	14109584	cg06111374	0.7931	0.4032175	0.871859494	0.4112	0.9183125	0.289678947
11	124805538	cg06142324	0.711116667	0.36276	0.87265443	0.4261	0.9553375	0.192084211
16	1373703	cg06193520	0.213983333	0.267855	0.844353165	0.41146	0.9240875	0.161605263
1	155148157	cg06203102	0.190883333	0.371485	0.81168481	0.41676	0.9183625	0.393921053
13	113436564	cg06206670	0.244483333	0.256115	0.889367089	0.37144	0.9585375	0.156263158
3	49557076	cg06223018	0.5746	0.3311625	0.835818987	0.32992	0.9199875	0.230136842
11	45373299	cg06233517	0.771433333	0.5139625	0.86134557	0.48616	0.9257375	0.455752632
8	26481822	cg06250135	0.158833333	0.27598	0.858407595	0.383	0.9574125	0.223210526
17	73056002	cg06254425	0.300116667	0.384855	0.836655696	0.38928	0.9034875	0.420863158
2	25045211	cg06293172	0.4055	0.29747	0.860948101	0.37844	0.936675	0.193510526
18	12455633	cg06306636	0.816233333	0.4030525	0.882274684	0.46068	0.9404	0.215136842
16	766888	cg06320418	0.3376	0.352175	0.855913924	0.4399	0.921775	0.274915789
7	141385142	cg06390077	0.107483333	0.2847975	0.839835443	0.39384	0.9588125	0.254952632
17	63535223	cg06405341	0.134433333	0.54585	0.823620253	0.41588	0.9181625	0.778831579
11	60691287	cg06406157	0.183866667	0.4614775	0.827674684	0.44212	0.9318125	0.567294737
10	133809855	cg06411987	0.36275	0.469475	0.806163291	0.49576	0.9404875	0.478678947
4	156723708	cg06449205	0.829183333	0.4278975	0.82931519	0.43958	0.9532125	0.271689474
19	47158242	cg06454084	0.859166667	0.3652375	0.843893671	0.41716	0.909475	0.160136842
19	19104064	cg06508379	0.424216667	0.4499675	0.87883038	0.46696	0.933225	0.458436842
6	29588575	cg06538238	0.167166667	0.402155	0.819237975	0.37808	0.9492	0.481731579
11	69461008	cg06539449	0.70695	0.3641075	0.824064557	0.3432	0.94915	0.2711
18	74729145	cg06548292	0.3782	0.3561925	0.833834177	0.45118	0.9557625	0.264042105
15	93442219	cg06572974	0.556733333	0.453475	0.864029114	0.47034	0.9464125	0.410610526
2	2337093	cg06588782	0.148833333	0.3921325	0.837567089	0.41034	0.901	0.460773684
5	102834858	cg06612355	0.615866667	0.41784	0.898305063	0.45482	0.9682875	0.309263158
4	139137902	cg06623625	0.6498	0.4091125	0.879493671	0.44302	0.9460625	0.286705263
19	13138816	cg06623668	0.139816667	0.3222775	0.864486076	0.41086	0.9205625	0.285336842
1	8442507	cg06634717	0.0598	0.1223525	0.895839241	0.21364	0.9488125	0.066594737
2	236716285	cg06694561	0.76515	0.42023	0.880668354	0.45424	0.936	0.278663158
12	131057092	cg06697057	0.748133333	0.475845	0.810516456	0.41102	0.9005	0.439089474
5	126634803	cg06697380	0.6726	0.3873625	0.841370886	0.45792	0.92965	0.230068421
7	101762633	cg06721601	0.811283333	0.378225	0.865724051	0.48256	0.95745	0.168373684
2	236716372	cg06747919	0.8221	0.3830725	0.881811392	0.4093	0.908775	0.217668421
13	97991111	cg06784689	0.459616667	0.3227025	0.879448101	0.36266	0.9690625	0.245747368
1	2006465	cg06791083	0.174466667	0.3299225	0.894987342	0.36334	0.9423125	0.347042105
7	2699820	cg06795858	0.16055	0.44038	0.801524051	0.47616	0.9108625	0.490336842
11	62360527	cg06798749	0.659166667	0.3733125	0.856868354	0.4632	0.940025	0.211473684
1	6333843	cg06834177	0.344166667	0.300305	0.914008861	0.42354	0.949425	0.1936
17	74442338	cg06840243	0.478616667	0.434175	0.819726582	0.49092	0.924025	0.379184211
8	18743898	cg06866712	0.228816667	0.4194025	0.901535443	0.48042	0.9056375	0.425836842
11	121665583	cg06898823	0.855	0.4273175	0.929103797	0.41396	0.92905	0.279178947
2	74602278	cg06909228	0.61695	0.4884025	0.862734177	0.46512	0.9625	0.468436842
9	135360863	cg06943467	0.5761	0.39052	0.87598481	0.42444	0.958825	0.297963158
1	45976998	cg06989253	0.562	0.3874875	0.86316962	0.49394	0.9147625	0.241394737
6	3285475	cg07028415	0.4665	0.34375	0.881431646	0.41524	0.9429625	0.238463158
2	236539618	cg07048592	0.8671	0.4961625	0.932788608	0.49426	0.973	0.363557895
7	4747261	cg07076109	0.63335	0.550485	0.869455696	0.41328	0.9664125	0.644994737
12	116639897	cg07091934	0.664366667	0.38179	0.84886962	0.43208	0.9564	0.235336842
16	70714357	cg07128900	0.405283333	0.3678625	0.876072152	0.44678	0.9449125	0.285615789
2	3270259	cg07131274	0.1614	0.3547125	0.881746835	0.4426	0.9651625	0.341136842
7	102775759	cg07148407	0.70745	0.4468975	0.800283544	0.48294	0.9415125	0.310410526
12	125500511	cg07155331	0.889133333	0.4632	0.907624051	0.42572	0.9355625	0.345821053
16	73266047	cg07178278	0.165516667	0.2747975	0.910826582	0.35904	0.966325	0.242584211
16	72459825	cg07209034	0.156733333	0.1635775	0.942591139	0.24224	0.9643	0.094394737
1	10221203	cg07209987	0.1485	0.3014675	0.858411392	0.46286	0.9673875	0.212810526
2	240279976	cg07222900	0.81515	0.5087375	0.852970886	0.4947	0.950825	0.427742105
8	120684721	cg07223952	0.58555	0.4012225	0.809848101	0.49042	0.9392875	0.260457895
10	134420183	cg07249433	0.2834	0.328705	0.831070886	0.42472	0.9672125	0.248189474
6	113639635	cg07259165	0.188066667	0.2705025	0.852140506	0.404	0.9473125	0.189594737
7	101723521	cg07266412	0.119016667	0.253605	0.866049367	0.3091	0.9524125	0.257505263
4	186741447	cg07272677	0.64265	0.4539625	0.887931646	0.4981	0.9303	0.360942105
12	52408906	cg07285764	0.734433333	0.5611975	0.833550633	0.4535	0.9389125	0.594973684
10	64133406	cg07305719	0.30435	0.278315	0.829401266	0.32808	0.9123375	0.227905263
6	16804166	cg07355507	0.156633333	0.2180275	0.805313924	0.33942	0.913775	0.134336842
1	61333617	cg07363657	0.207383333	0.3198375	0.855416456	0.37468	0.93965	0.332152632
17	55993519	cg07373578	0.830266667	0.399285	0.831489873	0.41102	0.9196125	0.249205263
2	69662765	cg07410210	0.666766667	0.3914	0.867610127	0.43604	0.959725	0.264673684
16	8813274	cg07431888	0.1312	0.2504825	0.807741772	0.3969	0.9352	0.181884211
12	133351687	cg07433499	0.46495	0.532585	0.919518987	0.48712	0.919775	0.595663158
13	113698946	cg07443074	0.203933333	0.2827275	0.818350633	0.31706	0.92765	0.267821053
4	80334832	cg07450849	0.203016667	0.4477525	0.832007595	0.46116	0.9200625	0.496726316
11	125952694	cg07498426	0.655933333	0.374395	0.822721519	0.45194	0.9221	0.208184211
11	133940520	cg07545846	0.844066667	0.4152725	0.809068354	0.49102	0.9356875	0.216773684
1	39724195	cg07554759	0.7989	0.5619925	0.802259494	0.47648	0.908225	0.547594737
13	84413367	cg07591921	0.821266667	0.4467575	0.80974557	0.49142	0.9172375	0.281921053
4	184922382	cg07596819	0.202533333	0.3508175	0.854346835	0.49554	0.9182125	0.303621053
4	58050932	cg07664029	0.175983333	0.3991975	0.882820253	0.38728	0.970725	0.479821053
10	669071	cg07665134	0.152383333	0.360615	0.858756962	0.45396	0.9066125	0.334847368
5	2112260	cg07672238	0.278933333	0.28052	0.871891139	0.3029	0.95445	0.254863158
10	3313224	cg07694424	0.62925	0.40096	0.881460759	0.41078	0.911325	0.323968421
4	1008738	cg07727358	0.793033333	0.463955	0.954998734	0.43468	0.97845	0.372836842
22	45638839	cg07727425	0.849866667	0.4051175	0.82831519	0.45316	0.90515	0.214678947
5	80542999	cg07727547	0.70025	0.4197525	0.837621519	0.35804	0.9352625	0.362526316
10	2815547	cg07735920	0.26225	0.248485	0.845302532	0.32734	0.950625	0.189984211
11	1486341	cg07737063	0.106333333	0.34077	0.918458228	0.41912	0.9466875	0.350321053
10	35698554	cg07740894	0.890283333	0.45596	0.81224557	0.40154	0.9403	0.361347368
16	56266223	cg07790747	0.422883333	0.3964775	0.874375949	0.47648	0.9576375	0.329489474
1	59348451	cg07799907	0.7876	0.45149	0.916591139	0.47576	0.9644375	0.326047368
2	166535708	cg07811002	0.824816667	0.5109125	0.907788608	0.49552	0.9297375	0.417694737
1	174417175	cg07828612	0.411483333	0.432075	0.891308861	0.48378	0.9420375	0.399078947
16	19871730	cg07837520	0.130216667	0.345545	0.843075949	0.48314	0.9219	0.288205263
1	2174725	cg07842327	0.24735	0.40655	0.894449367	0.49526	0.9528875	0.384521053
17	68100944	cg07862930	0.767633333	0.4656225	0.877536709	0.45172	0.943	0.364410526
16	72459595	cg07864976	0.073216667	0.1552175	0.940367089	0.21	0.971375	0.131578947
1	67001108	cg07956346	0.186183333	0.2647675	0.868179747	0.30976	0.9202625	0.253031579
16	15527940	cg07977490	0.188283333	0.3231575	0.812278481	0.3566	0.9497375	0.337573684
10	405182	cg07983394	0.421416667	0.5292075	0.862874684	0.47534	0.9021375	0.6182
7	150080842	cg07999732	0.7421	0.434275	0.833918987	0.46616	0.9254	0.301342105
14	100014785	cg08015762	0.17245	0.386355	0.909112658	0.49996	0.9584375	0.353984211
3	194877369	cg08054010	0.83705	0.4384775	0.83084557	0.49574	0.922875	0.267242105
2	7073095	cg08058160	0.488933333	0.379945	0.896424051	0.44846	0.9475375	0.294315789
4	187572844	cg08064683	0.138816667	0.1994675	0.822950633	0.25736	0.91405	0.173621053
17	46608462	cg08076955	0.126983333	0.236185	0.853624051	0.28388	0.9526375	0.248447368
2	209054740	cg08093097	0.47805	0.310195	0.875373418	0.29658	0.970175	0.266952632
1	2060014	cg08106279	0.255483333	0.5306125	0.809631646	0.441	0.9474	0.684515789
14	21270850	cg08122234	0.885183333	0.45572	0.830588608	0.49252	0.9680625	0.275515789
7	101819329	cg08135718	0.22075	0.3336475	0.86845443	0.45258	0.9654375	0.280494737
11	70185278	cg08171022	0.205416667	0.4914225	0.842665823	0.48446	0.954625	0.593247368
19	1255392	cg08176140	0.192	0.3823125	0.87515443	0.4853	0.954625	0.361273684
2	6122814	cg08180229	0.835766667	0.4081575	0.868716456	0.4159	0.929375	0.253084211
6	5472095	cg08200851	0.545683333	0.4107275	0.87878481	0.3696	0.9121125	0.404978947
7	2109244	cg08210507	0.713733333	0.3311325	0.861258228	0.32696	0.919875	0.204347368
10	119867973	cg08308801	0.8047	0.4237225	0.804581013	0.4206	0.92505	0.307278947
10	679514	cg08324703	0.299483333	0.4563675	0.84745443	0.38274	0.945975	0.573326316
16	86568657	cg08381868	0.762083333	0.4431425	0.901826582	0.47246	0.94625	0.310910526
17	1900131	cg08457620	0.800416667	0.401585	0.812946835	0.36252	0.9398125	0.308615789
10	6216350	cg08500510	0.155366667	0.297485	0.828105063	0.42944	0.9600625	0.2269
19	16226402	cg08523456	0.132083333	0.255545	0.811689873	0.4059	0.9007625	0.169321053
1	11361900	cg08544453	0.87855	0.45269	0.812678481	0.48044	0.9433375	0.286715789
13	41053715	cg08569979	0.7378	0.376075	0.873811392	0.3992	0.920975	0.231363158
2	102460597	cg08583240	0.844933333	0.450655	0.884459494	0.4005	0.9653625	0.365468421
15	68877272	cg08594043	0.574166667	0.321155	0.854155696	0.38706	0.9527	0.192452632
16	88096995	cg08595782	0.654883333	0.385295	0.818183544	0.48506	0.956575	0.220836842
12	8332156	cg08624705	0.6396	0.40775	0.835411392	0.47086	0.95275	0.266268421
10	128275034	cg08650132	0.31885	0.4056175	0.844265823	0.40496	0.940575	0.403373684
16	74782152	cg08699631	0.771983333	0.3862575	0.877696203	0.4486	0.912975	0.203863158
16	1024642	cg08750280	0.719633333	0.43651	0.815448101	0.47654	0.9488	0.307810526
15	79143574	cg08762628	0.759566667	0.3759375	0.847648101	0.44382	0.9414375	0.198178947
5	122152740	cg08763673	0.531966667	0.36022	0.860820253	0.43632	0.9624	0.252547368
16	86604854	cg08785317	0.625133333	0.51054	0.815098734	0.45436	0.9052375	0.533289474
16	1017338	cg08799778	0.249716667	0.42371	0.806473418	0.39666	0.9464625	0.500515789
16	524414	cg08830105	0.216116667	0.2893225	0.851889873	0.3922	0.9126375	0.229221053
5	121305621	cg08853571	0.552566667	0.35449	0.809313924	0.4667	0.9478125	0.194563158
6	168225439	cg08854266	0.174483333	0.292395	0.848439241	0.33934	0.92915	0.285
3	185798025	cg08875605	0.833983333	0.6729525	0.826697468	0.45916	0.9073	0.775847368
6	38105691	cg08889776	0.747183333	0.5274	0.895296203	0.4994	0.9737125	0.461684211
11	75132468	cg08900426	0.482416667	0.3651425	0.873570886	0.40474	0.95975	0.299378947
19	47157825	cg08906015	0.761533333	0.311365	0.811924051	0.35154	0.9094625	0.126447368
8	144902836	cg08924415	0.6945	0.4263775	0.821840506	0.4584	0.909625	0.308252632
12	14109569	cg08931917	0.756916667	0.4059525	0.845365823	0.4282	0.90295	0.301478947
9	133738155	cg08951958	0.81335	0.4529175	0.8634	0.4178	0.9077875	0.382036842
10	101284950	cg08956474	0.568733333	0.46761	0.809425316	0.46126	0.941025	0.464068421
16	1036201	cg08992854	0.5586	0.43696	0.831205063	0.46028	0.945825	0.366489474
16	70700420	cg08996445	0.114783333	0.52707	0.80771519	0.49698	0.9479	0.653494737
17	30821827	cg09010067	0.152933333	0.27617	0.882805063	0.36336	0.95515	0.235252632
5	2990194	cg09014626	0.386683333	0.2794025	0.800760759	0.38142	0.9286875	0.159394737
2	239495053	cg09050372	0.140916667	0.2486675	0.818125316	0.34854	0.9378375	0.198489474
10	11047368	cg09052548	0.196716667	0.326875	0.837951899	0.4033	0.938525	0.337963158
17	20904603	cg09084106	0.246983333	0.353615	0.864136709	0.43154	0.9215375	0.339736842
12	2046045	cg09094964	0.198633333	0.1894225	0.83436962	0.30774	0.932775	0.080831579
10	7486981	cg09137125	0.171016667	0.17402	0.838343038	0.29888	0.910025	0.054989474
5	3513521	cg09148417	0.556016667	0.4372025	0.835494937	0.48832	0.9330125	0.3692
7	75984284	cg09150733	0.830883333	0.4580675	0.858218987	0.48784	0.911075	0.327847368
13	109779749	cg09165893	0.13295	0.34923	0.890092405	0.48004	0.95345	0.303278947
13	111773936	cg09173621	0.3908	0.4827125	0.805246835	0.43676	0.9266125	0.572363158
11	2571399	cg09197492	0.4052	0.4258025	0.808744304	0.44748	0.928	0.3313
4	6052533	cg09199014	0.829366667	0.6274725	0.824231646	0.45422	0.934975	0.697431579
11	120434710	cg09221960	0.770783333	0.3536475	0.858379747	0.31982	0.9268125	0.243905263
10	134980671	cg09323395	0.240733333	0.458145	0.805550633	0.43542	0.9444875	0.522336842
12	94559051	cg09366587	0.811233333	0.40591	0.84878481	0.4251	0.9342375	0.255468421
4	186227243	cg09373676	0.66875	0.3184625	0.814356962	0.31556	0.93335	0.198678947
11	2571525	cg09390414	0.471983333	0.4608725	0.804555696	0.43648	0.962075	0.3921
12	120130253	cg09414280	0.71915	0.465405	0.830865823	0.43848	0.952025	0.422915789
12	67073022	cg09414535	0.121433333	0.247005	0.805798734	0.33934	0.973175	0.230568421
17	14683948	cg09420412	0.293066667	0.2175975	0.830510127	0.23378	0.9024625	0.174094737
4	146740968	cg09427605	0.120633333	0.2650525	0.856837975	0.38042	0.9673	0.229610526
7	28757771	cg09450153	0.852866667	0.4147925	0.805479747	0.48304	0.9175875	0.208578947
1	36559506	cg09506001	0.129533333	0.2152975	0.849673418	0.35034	0.945825	0.116036842
1	26234015	cg09518245	0.5852	0.50728	0.816821519	0.44112	0.9145	0.529542105
2	95961703	cg09533708	0.3659	0.479225	0.815903797	0.4666	0.9060875	0.516510526
4	74125882	cg09570807	0.4387	0.4008425	0.831682278	0.43164	0.944475	0.353410526
6	5152468	cg09618197	0.116733333	0.2397675	0.836208861	0.30482	0.96275	0.225342105
3	3843887	cg09623845	0.12245	0.4325325	0.807943038	0.36208	0.950225	0.589168421
12	94580657	cg09625259	0.155966667	0.2055925	0.807421519	0.24536	0.9843	0.194610526
5	77289836	cg09645993	0.66635	0.3363125	0.907262025	0.35248	0.9705	0.202978947
7	149462836	cg09646197	0.159433333	0.372395	0.855839241	0.45828	0.98145	0.356442105
3	47932918	cg09652142	0.383766667	0.6314425	0.864906329	0.49856	0.957375	0.805284211
12	133102331	cg09663836	0.411416667	0.3559525	0.895188608	0.4291	0.970925	0.263426316
1	42179097	cg09664054	0.2961	0.498015	0.804546835	0.493	0.9304375	0.554147368
10	11382024	cg09707253	0.380066667	0.4987975	0.873675949	0.45708	0.9496625	0.571315789
11	124806173	cg09763790	0.73025	0.369995	0.826606329	0.4134	0.9269625	0.210631579
10	3283887	cg09787504	0.412483333	0.196905	0.911650633	0.23804	0.94675	0.092521053
1	201794425	cg09795973	0.330566667	0.359675	0.825407595	0.36994	0.9103	0.359136842
6	164520673	cg09805254	0.214866667	0.253475	0.86081519	0.33692	0.9405	0.183168421
1	90023237	cg09818397	0.777116667	0.40807	0.895418987	0.36912	0.9617625	0.315173684
17	20140352	cg09818912	0.846633333	0.4241675	0.889646835	0.45492	0.951975	0.259384211
11	121665641	cg09833720	0.886533333	0.43503	0.958465823	0.37168	0.9453375	0.326642105
2	227734267	cg09860047	0.493333333	0.3228275	0.800641772	0.42866	0.9149625	0.188310526
2	227871081	cg09863138	0.547833333	0.42257	0.90603038	0.39392	0.9656125	0.396763158
7	157913147	cg09874333	0.09865	0.386545	0.827429114	0.4484	0.93295	0.440463158
6	164520746	cg09883659	0.163633333	0.273485	0.879917722	0.38356	0.952125	0.202268421
17	75881093	cg09889477	0.243233333	0.40717	0.806320253	0.48904	0.9351	0.373547368
17	1824386	cg09918318	0.1514	0.4016025	0.849817722	0.37832	0.9619875	0.482842105
16	522007	cg09962377	0.1957	0.26912	0.874693671	0.34498	0.961225	0.215547368
14	62273629	cg10015444	0.7436	0.464045	0.807949367	0.4698	0.902175	0.362684211
2	235701348	cg10021633	0.655566667	0.466395	0.858270886	0.41544	0.9146375	0.441557895
1	51888574	cg10027723	0.337683333	0.2915575	0.803046835	0.28334	0.95405	0.292421053
17	45742350	cg10046900	0.456483333	0.3892225	0.843075949	0.44954	0.9159375	0.327573684
14	77767800	cg10052285	0.820966667	0.49816	0.863351899	0.49064	0.9427375	0.392989474
16	27063429	cg10052782	0.434516667	0.23714	0.802897468	0.26076	0.9236625	0.163952632
21	17442467	cg10068793	0.35225	0.3298925	0.85691519	0.36864	0.95615	0.293326316
20	62795830	cg10071275	0.16325	0.354065	0.852340506	0.42522	0.9569	0.347494737
6	163587182	cg10072168	0.581416667	0.3707975	0.861773418	0.45532	0.93155	0.226942105
16	1533880	cg10079027	0.763283333	0.4103975	0.882550633	0.49796	0.9515	0.235257895
10	134058796	cg10084213	0.7418	0.398575	0.856196203	0.437	0.9469625	0.258726316
4	15022372	cg10099813	0.797633333	0.4446625	0.881503797	0.46624	0.9366625	0.314789474
17	20203992	cg10109635	0.82635	0.4928275	0.905236709	0.44262	0.968825	0.427778947
2	54087517	cg10124812	0.46295	0.40337	0.841018987	0.46736	0.9270375	0.341036842
1	10169029	cg10125465	0.477	0.39322	0.802637975	0.39814	0.96015	0.369126316
6	3226289	cg10133610	0.646183333	0.52754	0.880127848	0.4189	0.974825	0.5698
17	76220672	cg10140240	0.1295	0.3158775	0.851165823	0.36986	0.9693125	0.316584211
22	50657598	cg10150278	0.279	0.44375	0.924607595	0.45418	0.9321375	0.461489474
3	182218332	cg10152627	0.174016667	0.2955525	0.822178481	0.38922	0.938175	0.2586
1	10788801	cg10234511	0.823	0.5028725	0.820835443	0.47606	0.9360625	0.405442105
21	17441953	cg10273072	0.283983333	0.274585	0.841079747	0.34674	0.92935	0.217015789
12	124850836	cg10283674	0.56085	0.4136625	0.811824051	0.47416	0.9145	0.329094737
2	16816994	cg10288578	0.684183333	0.43652	0.839143038	0.39758	0.924625	0.382989474
2	166554344	cg10356410	0.5485	0.516955	0.871468354	0.49952	0.9234375	0.510231579
8	9260354	cg10359460	0.18745	0.28326	0.880279747	0.3746	0.9690375	0.254857895
13	112815146	cg10375964	0.53395	0.3955775	0.851506329	0.39554	0.9233875	0.358836842
10	134529052	cg10406360	0.7721	0.448045	0.901870886	0.49944	0.9304625	0.293042105
14	69052740	cg10418626	0.240116667	0.313975	0.832973418	0.25388	0.9674625	0.381121053
8	9537322	cg10419849	0.120933333	0.2077075	0.850593671	0.27104	0.930325	0.174205263
3	123813596	cg10430690	0.895816667	0.518905	0.898460759	0.47098	0.948625	0.448821053
2	240062353	cg10515232	0.80895	0.4709125	0.839675949	0.3878	0.940025	0.453047368
17	49123976	cg10536349	0.21145	0.2638125	0.831182278	0.31278	0.9392625	0.240526316
4	24982540	cg10569820	0.7632	0.3740125	0.865481013	0.4141	0.917975	0.210442105
6	157876961	cg10592926	0.787816667	0.40119	0.825398734	0.43282	0.967825	0.257494737
15	101514474	cg10619411	0.6972	0.359865	0.816677215	0.33132	0.9352625	0.272578947
22	21977597	cg10628201	0.153066667	0.3245975	0.826864557	0.47374	0.9605875	0.242547368
10	111728983	cg10646968	0.770566667	0.3506325	0.848798734	0.35568	0.95825	0.225557895
3	149422266	cg10723575	0.763216667	0.408765	0.84201519	0.44036	0.928475	0.263442105
6	155593746	cg10743291	0.782866667	0.4140375	0.80848481	0.43702	0.948375	0.276331579
3	42191047	cg10772699	0.217583333	0.3261475	0.859489873	0.36652	0.9398375	0.320810526
6	17032522	cg10807105	0.830316667	0.405285	0.886506329	0.39552	0.961	0.257263158
10	79936959	cg10809560	0.833083333	0.3895825	0.948064557	0.3872	0.974325	0.225094737
8	10919403	cg10823658	0.324283333	0.3814025	0.815224051	0.44176	0.9454375	0.346415789
20	44993770	cg10823707	0.12915	0.2417	0.825564557	0.32614	0.9012	0.187210526
12	67073062	cg10865238	0.322883333	0.425045	0.831953165	0.46636	0.91285	0.435478947
13	113436651	cg10883123	0.1919	0.2680425	0.831	0.38622	0.90795	0.189521053
4	113300821	cg10888461	0.20335	0.28216	0.839139241	0.32574	0.932675	0.272252632
11	84634620	cg10901805	0.83835	0.56794	0.831539241	0.40068	0.9050125	0.637694737
5	32871131	cg10945695	0.68885	0.4395575	0.858117722	0.45868	0.9164625	0.328889474
14	95562368	cg10948630	0.874433333	0.41116	0.904703797	0.48768	0.9551375	0.188794737
6	163736276	cg10950033	0.8315	0.38759	0.868231646	0.42126	0.93205	0.201610526
7	4747166	cg10982851	0.625333333	0.6317175	0.862856962	0.48512	0.9476625	0.752889474
4	83715381	cg11030446	0.71275	0.46511	0.865948101	0.45864	0.930075	0.365384211
12	2082218	cg11046030	0.5678	0.3278725	0.826313924	0.3986	0.9610625	0.202078947
16	88053094	cg11053632	0.1354	0.5018975	0.827294937	0.47986	0.969725	0.649810526
7	100480589	cg11055795	0.273183333	0.427005	0.875305063	0.4337	0.9193875	0.465589474
21	48024639	cg11064537	0.854116667	0.3767325	0.834212658	0.39362	0.9570125	0.185031579
1	117671033	cg11081093	0.836633333	0.441115	0.844018987	0.40504	0.925375	0.3481
10	11047586	cg11085304	0.169683333	0.310435	0.815511392	0.38312	0.9249875	0.319084211
15	100804081	cg11107116	0.830216667	0.457945	0.801665823	0.4515	0.9213	0.354389474
1	2900163	cg11142506	0.751866667	0.4885175	0.826686076	0.4666	0.9034375	0.415721053
10	11047354	cg11172629	0.1145	0.2607225	0.821346835	0.32182	0.9596	0.282294737
4	83718165	cg11188666	0.590066667	0.327775	0.854846835	0.32372	0.9195	0.2352
17	48258695	cg11200136	0.86255	0.4146975	0.846097468	0.47838	0.9393125	0.226163158
6	158460979	cg11230112	0.122733333	0.2312275	0.800544304	0.40572	0.9050125	0.129726316
19	19639970	cg11244672	0.166866667	0.3807175	0.818759494	0.35824	0.9520375	0.480031579
7	140776653	cg11344121	0.27585	0.5178925	0.878544304	0.45274	0.9189375	0.645989474
7	41746034	cg11354266	0.653283333	0.4016025	0.819586076	0.34088	0.9678125	0.375026316
4	113333069	cg11376227	0.359933333	0.32122	0.802164557	0.35796	0.9463	0.273521053
1	109260678	cg11413570	0.7518	0.37972	0.858107595	0.38834	0.9209625	0.255473684
2	239495208	cg11420192	0.190466667	0.3158875	0.841874684	0.40548	0.94915	0.273478947
2	48677627	cg11433659	0.314416667	0.3320825	0.829208861	0.44274	0.9494875	0.245157895
5	138205434	cg11503687	0.3074	0.3650275	0.864463291	0.41018	0.944425	0.350942105
6	42225756	cg11548059	0.55445	0.3637575	0.812564557	0.45098	0.9294875	0.238178947
5	1552064	cg11599887	0.590233333	0.4315225	0.870621519	0.48926	0.9639875	0.335531579
12	124812999	cg11601197	0.642783333	0.4225225	0.800497468	0.4816	0.9017625	0.313221053
3	48465017	cg11602148	0.837133333	0.4614925	0.910178481	0.46666	0.9772	0.326063158
10	3283847	cg11630169	0.445183333	0.2593775	0.930716456	0.32288	0.964225	0.155857895
5	138211043	cg11677683	0.130933333	0.25	0.802183544	0.2962	0.9686125	0.249310526
10	131151653	cg11688553	0.486683333	0.4592975	0.836265823	0.44012	0.915025	0.422815789
7	102790406	cg11692070	0.673483333	0.4137325	0.900588608	0.4028	0.9705875	0.333415789
5	139113347	cg11698445	0.781116667	0.4217075	0.855786076	0.48364	0.956125	0.252084211
6	163558823	cg11724750	0.767283333	0.33333	0.958022785	0.3213	0.952575	0.194831579
8	116506662	cg11730559	0.57	0.419285	0.801259494	0.41594	0.9703	0.368668421
10	134420208	cg11740348	0.3252	0.3394625	0.85294557	0.43068	0.9712875	0.257042105
10	126782538	cg11784626	0.19425	0.461735	0.802296203	0.44506	0.9323125	0.555378947
17	76719943	cg11786776	0.252783333	0.26138	0.845639241	0.31722	0.94205	0.217268421
1	230272656	cg11795921	0.2101	0.417495	0.814498734	0.41274	0.94485	0.486921053
17	27028982	cg11797226	0.365966667	0.334355	0.833821519	0.37406	0.92875	0.282463158
8	18666537	cg11818841	0.84465	0.4084675	0.819548101	0.46024	0.90425	0.225810526
1	83279545	cg11819369	0.7842	0.5639575	0.820643038	0.49322	0.912775	0.530468421
4	166131163	cg11836444	0.76135	0.3941925	0.849249367	0.39908	0.9515125	0.279026316
7	151833893	cg11872373	0.805266667	0.5549425	0.809734177	0.48118	0.9269375	0.529784211
8	143463667	cg11893698	0.706733333	0.4574025	0.851427848	0.43086	0.97365	0.401489474
7	105283982	cg11895696	0.159366667	0.2663725	0.871711392	0.36514	0.9411	0.219331579
21	34350875	cg11912202	0.864066667	0.4598075	0.844373418	0.4902	0.959825	0.301784211
10	2815429	cg11917579	0.242266667	0.241835	0.819906329	0.29524	0.9105	0.200373684
2	219566746	cg11926268	0.6522	0.5181725	0.809477215	0.48986	0.9121125	0.475689474
