chr	start	end	not_musc_avg	musc_average	dist	leuk_average
chr7	112120785	112120786	0.83649009	0.464466667	0.372023423	0.9661625
chr7	112120799	112120800	0.873426126	0.48155	0.391876126	0.97005
chr7	120644149	120644150	0.802	0.35025	0.45175	0.955025
chr7	123295785	123295786	0.841816216	0.449716667	0.39209955	0.917425
chr7	123302399	123302400	0.901913514	0.436516667	0.465396847	0.9736
chr7	129214879	129214880	0.810735135	0.457916667	0.352818468	0.9510625
chr7	130530784	130530785	0.801444144	0.498633333	0.302810811	0.9707
chr7	130788305	130788306	0.804890991	0.46095	0.343940991	0.9278875
chr7	143012960	143012961	0.83328018	0.3761	0.45718018	0.9027125
chr7	147207052	147207053	0.865031532	0.432433333	0.432598198	0.95115
chr7	148497907	148497908	0.837654054	0.474216667	0.363437387	0.9551125
chr7	148497970	148497971	0.836716216	0.407916667	0.42879955	0.952475
chr7	149979234	149979235	0.810799099	0.437583333	0.373215766	0.949625
chr7	150885027	150885028	0.84714955	0.425	0.42214955	0.920325
chr7	150934756	150934757	0.813152252	0.48685	0.326302252	0.9551125
chr7	150935054	150935055	0.814331532	0.449716667	0.364614865	0.907275
chr7	152524814	152524815	0.815312613	0.440316667	0.374995946	0.9515625
chr7	154545101	154545102	0.845154054	0.445583333	0.399570721	0.923725
chr7	157190100	157190101	0.844436937	0.463816667	0.38062027	0.9784625
chr7	157340390	157340391	0.850740541	0.424516667	0.426223874	0.9425125
chr7	157531864	157531865	0.811487387	0.385233333	0.426254054	0.91095
chr7	157551275	157551276	0.914381982	0.388633333	0.525748649	0.9346125
chr7	157860363	157860364	0.814903604	0.308016667	0.506886937	0.9016625
chr8	1614053	1614054	0.821393694	0.4092	0.412193694	0.9342
chr8	2024249	2024250	0.917889189	0.468633333	0.449255856	0.9562625
chr8	6630612	6630613	0.85510991	0.4277	0.42740991	0.9672125
chr8	8998853	8998854	0.83043964	0.426966667	0.403472973	0.960875
chr8	9015622	9015623	0.812297297	0.4372	0.375097297	0.906725
chr8	13296060	13296061	0.855454054	0.397233333	0.458220721	0.964425
chr8	17394958	17394959	0.820148649	0.430966667	0.389181982	0.90445
chr8	25836544	25836545	0.869979279	0.45925	0.410729279	0.966125
chr8	27948927	27948928	0.821536937	0.467133333	0.354403604	0.938675
chr8	38508140	38508141	0.819452252	0.356116667	0.463335586	0.946175
chr8	40206652	40206653	0.861861261	0.499266667	0.362594595	0.964375
chr8	41518139	41518140	0.837428829	0.48685	0.350578829	0.934025
chr8	41519308	41519309	0.822181982	0.439283333	0.382898649	0.9080125
chr8	42125496	42125497	0.811092793	0.3913	0.419792793	0.9567875
chr8	42136078	42136079	0.859172973	0.486616667	0.372556306	0.9623625
chr8	42659977	42659978	0.834857658	0.423233333	0.411624324	0.9544875
chr8	49493865	49493866	0.812092793	0.303566667	0.508526126	0.9695375
chr8	49835988	49835989	0.811546847	0.36055	0.450996847	0.9186125
chr8	52721802	52721803	0.800595495	0.384266667	0.416328829	0.945425
chr8	54557599	54557600	0.819669369	0.4677	0.351969369	0.9414375
chr8	58053663	58053664	0.829445946	0.430083333	0.399362613	0.9583
chr8	59494306	59494307	0.82505045	0.47755	0.34750045	0.9136875
chr8	61086176	61086177	0.805058559	0.48485	0.320208559	0.924425
chr8	66701194	66701195	0.872489189	0.436033333	0.436455856	0.9642125
chr8	66701377	66701378	0.821618018	0.489416667	0.332201351	0.9376125
chr8	67371088	67371089	0.827956757	0.43255	0.395406757	0.9157875
chr8	75226451	75226452	0.805787387	0.45555	0.350237387	0.931075
chr8	80877113	80877114	0.862798198	0.487866667	0.374931532	0.9042875
chr8	86349754	86349755	0.845952252	0.475383333	0.370568919	0.9190625
chr8	98635106	98635107	0.828238739	0.40555	0.422688739	0.9759875
chr8	99411691	99411692	0.849414414	0.3852	0.464214414	0.946725
chr8	100811462	100811463	0.813172973	0.46045	0.352722973	0.9361125
chr8	107782373	107782374	0.807724324	0.4515	0.356224324	0.9236375
chr8	107782577	107782578	0.805085586	0.46555	0.339535586	0.9250875
chr8	110553825	110553826	0.801123423	0.488016667	0.313106757	0.94475
chr8	122755315	122755316	0.843378378	0.48395	0.359428378	0.95405
chr8	124665021	124665022	0.864441441	0.389716667	0.474724775	0.9251
chr8	124665293	124665294	0.86060991	0.490033333	0.370576577	0.9377625
chr8	126272469	126272470	0.815568468	0.439266667	0.376301802	0.9505
chr8	129440328	129440329	0.829801802	0.463383333	0.366418468	0.9322625
chr8	131317969	131317970	0.898151351	0.404383333	0.493768018	0.9727875
chr8	133880105	133880106	0.806424324	0.339883333	0.466540991	0.9155625
chr8	134115653	134115654	0.801515315	0.461583333	0.339931982	0.96255
chr8	134546052	134546053	0.872400901	0.477066667	0.395334234	0.9062375
chr8	135490787	135490788	0.840365766	0.472683333	0.367682432	0.96545
chr8	135490821	135490822	0.831462162	0.497366667	0.334095495	0.9654875
chr8	135491240	135491241	0.841421622	0.478616667	0.362804955	0.9630875
chr8	140749025	140749026	0.864754054	0.462483333	0.402270721	0.9512625
chr8	141538019	141538020	0.803944144	0.431833333	0.372110811	0.9711
chr8	141577526	141577527	0.802544144	0.4867	0.315844144	0.9645625
chr8	142310200	142310201	0.834908108	0.438583333	0.396324775	0.9477875
chr8	142612885	142612886	0.84524955	0.489216667	0.356032883	0.9526625
chr8	144343915	144343916	0.884579279	0.40275	0.481829279	0.9334375
chr8	144523541	144523542	0.84936036	0.459266667	0.390093694	0.9387
chr8	144552452	144552453	0.804102703	0.4862	0.317902703	0.9054125
chr8	144568432	144568433	0.808662162	0.450466667	0.358195495	0.9439125
chr8	145019377	145019378	0.836663964	0.429216667	0.407447297	0.9426875
chr8	145538097	145538098	0.846353153	0.479583333	0.36676982	0.9629375
chr8	145729772	145729773	0.803287387	0.4581	0.345187387	0.969675
chr9	89762972	89762973	0.80270991	0.433283333	0.369426577	0.907875
chr9	97050131	97050132	0.850636036	0.40855	0.442086036	0.91875
chr9	97856079	97856080	0.924023423	0.480683333	0.44334009	0.96175
chr9	103340474	103340475	0.853404505	0.481816667	0.371587838	0.9447375
chr9	134616431	134616432	0.800898198	0.396416667	0.404481532	0.939625
chr9	135279160	135279161	0.808130631	0.3297	0.478430631	0.9452125
chr10	680352	680353	0.804762162	0.457783333	0.346978829	0.9415125
chr10	1084935	1084936	0.874335135	0.375166667	0.499168468	0.939575
chr10	1416569	1416570	0.8921	0.455566667	0.436533333	0.9572625
chr10	1416597	1416598	0.824708108	0.48685	0.337858108	0.9511625
chr10	1443686	1443687	0.821004505	0.4666	0.354404505	0.9162
chr10	2699291	2699292	0.856923423	0.36055	0.496373423	0.9431875
chr10	2978687	2978688	0.871978378	0.380733333	0.491245045	0.960375
chr10	3868336	3868337	0.84026036	0.415283333	0.424977027	0.9190375
chr10	3868493	3868494	0.848767568	0.4132	0.435567568	0.9589125
chr10	5406543	5406544	0.807062162	0.456033333	0.351028829	0.96415
chr10	6233774	6233775	0.850565766	0.45075	0.399815766	0.9255
chr10	7216145	7216146	0.800173874	0.449466667	0.350707207	0.9263125
chr10	14816973	14816974	0.839318018	0.418266667	0.421051351	0.933075
chr10	29659046	29659047	0.819575676	0.4425	0.377075676	0.9519875
chr10	29834018	29834019	0.870590991	0.4661	0.404490991	0.9203125
chr10	29834201	29834202	0.80887027	0.3683	0.44057027	0.9016125
chr10	29887530	29887531	0.814792793	0.443733333	0.371059459	0.9438625
chr10	29932431	29932432	0.895108108	0.499233333	0.395874775	0.96575
chr10	30980898	30980899	0.885067568	0.3113	0.573767568	0.9289875
chr10	35781962	35781963	0.827653153	0.44265	0.385003153	0.93845
chr10	46322076	46322077	0.816154054	0.493683333	0.322470721	0.9105875
chr10	50340047	50340048	0.830932432	0.4731	0.357832432	0.9453625
chr10	50506293	50506294	0.871286486	0.473916667	0.39736982	0.9571625
chr10	50530771	50530772	0.81190991	0.41305	0.39885991	0.9609375
chr10	60097505	60097506	0.832883784	0.369783333	0.46310045	0.932575
chr10	61900940	61900941	0.830887387	0.463166667	0.367720721	0.9355
chr10	62637805	62637806	0.828836937	0.490583333	0.338253604	0.9092875
chr10	64239663	64239664	0.807622523	0.489866667	0.317755856	0.93785
chr10	69838818	69838819	0.850328829	0.44005	0.410278829	0.9453125
chr10	69869364	69869365	0.830856757	0.365266667	0.46559009	0.949075
chr10	73081338	73081339	0.827134234	0.477833333	0.349300901	0.952375
chr10	75314128	75314129	0.824345045	0.456766667	0.367578378	0.9633125
chr10	75401315	75401316	0.807986486	0.412583333	0.395403153	0.9350875
chr10	76868766	76868767	0.859478378	0.455616667	0.403861712	0.93085
chr10	76869969	76869970	0.828342342	0.444233333	0.384109009	0.92065
chr10	84228439	84228440	0.827899099	0.492733333	0.335165766	0.9111125
chr10	85985319	85985320	0.814454054	0.48915	0.325304054	0.9030375
chr10	88445516	88445517	0.82498018	0.431083333	0.393896847	0.9402875
chr10	88466389	88466390	0.909285586	0.4504	0.458885586	0.91145
chr10	88475771	88475772	0.809874775	0.363883333	0.445991441	0.935925
chr10	88575435	88575436	0.884746847	0.46965	0.415096847	0.95375
chr10	89969136	89969137	0.88566036	0.475133333	0.410527027	0.9500125
chr10	94594494	94594495	0.828227027	0.355983333	0.472243694	0.9602375
chr10	95706927	95706928	0.810863063	0.348783333	0.46207973	0.9508625
chr10	95972702	95972703	0.853069369	0.428616667	0.424452703	0.961525
chr10	96980135	96980136	0.812706306	0.4675	0.345206306	0.9184625
chr10	99330056	99330057	0.8421	0.424716667	0.417383333	0.94595
chr10	99330076	99330077	0.814242342	0.405216667	0.409025676	0.942475
chr10	103865456	103865457	0.835994595	0.462766667	0.373227928	0.9137625
chr10	104512523	104512524	0.823014414	0.333416667	0.489597748	0.9667375
chr10	115424103	115424104	0.872866667	0.476116667	0.39675	0.937425
chr10	121056615	121056616	0.819790991	0.40845	0.411340991	0.9520625
chr10	126632159	126632160	0.817446847	0.452916667	0.36453018	0.953225
chr10	126700684	126700685	0.801736937	0.4035	0.398236937	0.952525
chr10	130185305	130185306	0.811083784	0.401366667	0.409717117	0.9207875
chr10	130828619	130828620	0.865145045	0.34245	0.522695045	0.907825
chr10	130831421	130831422	0.812315315	0.341416667	0.470898649	0.932125
chr10	131214543	131214544	0.831751351	0.453433333	0.378318018	0.964175
chr10	131214562	131214563	0.807231532	0.462983333	0.344248198	0.926425
chr10	131577638	131577639	0.843956757	0.445766667	0.39819009	0.9302375
chr10	131584334	131584335	0.84778018	0.425116667	0.422663514	0.9383375
chr10	132999672	132999673	0.889769369	0.454816667	0.434952703	0.942225
chr10	133775762	133775763	0.807276577	0.37865	0.428626577	0.952125
chr10	134055144	134055145	0.83596036	0.430733333	0.405227027	0.964325
chr10	134536030	134536031	0.901193694	0.49605	0.405143694	0.932725
chr10	134536236	134536237	0.864790991	0.472116667	0.392674324	0.9779
chr10	134659548	134659549	0.842377477	0.499216667	0.343160811	0.9125375
chr10	134893967	134893968	0.91953964	0.489316667	0.430222973	0.9490375
chr10	134894004	134894005	0.922096396	0.43015	0.491946396	0.97355
chr10	134894796	134894797	0.886667568	0.317816667	0.568850901	0.9408
chr11	888316	888317	0.803218018	0.445083333	0.358134685	0.9110625
chr11	1156039	1156040	0.858645946	0.488383333	0.370262613	0.9640375
chr11	1889547	1889548	0.807315315	0.421966667	0.385348649	0.9528375
chr11	1892888	1892889	0.834413514	0.4507	0.383713514	0.967725
chr11	2559880	2559881	0.85440991	0.490166667	0.364243243	0.92215
chr11	3666662	3666663	0.876687387	0.4768	0.399887387	0.9351375
chr11	6501594	6501595	0.832712613	0.470366667	0.362345946	0.910975
chr11	9142260	9142261	0.808841441	0.463333333	0.345508108	0.9239125
chr11	12692986	12692987	0.865286486	0.494883333	0.370403153	0.9385375
chr11	12790203	12790204	0.840844144	0.4455	0.395344144	0.91385
chr11	13305152	13305153	0.853359459	0.480733333	0.372626126	0.9658625
chr11	14282775	14282776	0.817541441	0.462766667	0.354774775	0.9406
chr11	17409602	17409603	0.834782883	0.447666667	0.387116216	0.9326125
chr11	19223517	19223518	0.842678378	0.378533333	0.464145045	0.91755
chr11	19259298	19259299	0.885509009	0.434483333	0.451025676	0.966775
chr11	47470887	47470888	0.846417117	0.441016667	0.40540045	0.94385
chr11	57308142	57308143	0.858699099	0.495366667	0.363332432	0.9184
chr11	57308952	57308953	0.808994595	0.38195	0.427044595	0.91765
chr11	57308986	57308987	0.811146847	0.405166667	0.40598018	0.9028
chr11	58392809	58392810	0.85873964	0.44335	0.41538964	0.974125
chr11	62339136	62339137	0.834963063	0.4842	0.350763063	0.9218125
chr11	63932088	63932089	0.814241441	0.49185	0.322391441	0.9088625
chr11	63990629	63990630	0.808278378	0.418016667	0.390261712	0.9507125
chr11	64428252	64428253	0.873757658	0.465166667	0.408590991	0.9680125
chr11	64529072	64529073	0.888091892	0.4954	0.392691892	0.9705875
chr11	64594467	64594468	0.805623423	0.458383333	0.34724009	0.9327625
chr11	64594647	64594648	0.830315315	0.472216667	0.358098649	0.91035
chr11	66137134	66137135	0.822323423	0.375366667	0.446956757	0.959975
chr11	66315239	66315240	0.802917117	0.411416667	0.39150045	0.945075
chr11	68517529	68517530	0.834484685	0.467166667	0.367318018	0.9433375
chr11	70516558	70516559	0.82035045	0.473616667	0.346733784	0.9247875
chr11	73720406	73720407	0.828473874	0.4882	0.340273874	0.913625
chr11	75898195	75898196	0.905913514	0.498783333	0.40713018	0.9647375
chr11	75898203	75898204	0.842573874	0.457066667	0.385507207	0.942925
chr11	77534497	77534498	0.811054955	0.415183333	0.395871622	0.9118875
chr11	111154742	111154743	0.848436937	0.49955	0.348886937	0.917275
chr11	111154826	111154827	0.822737838	0.318866667	0.503871171	0.9475875
chr11	112163357	112163358	0.802798198	0.498933333	0.303864865	0.937275
chr11	113725687	113725688	0.803324324	0.495683333	0.307640991	0.939175
chr11	114082594	114082595	0.81944955	0.4899	0.32954955	0.9407875
chr11	122118676	122118677	0.848069369	0.4395	0.408569369	0.9445375
chr11	125214709	125214710	0.897327928	0.49295	0.404377928	0.962875
chr11	131965815	131965816	0.821753153	0.466133333	0.35561982	0.9253
chr11	132031417	132031418	0.882434234	0.467766667	0.414667568	0.9221875
chr11	132582488	132582489	0.827731532	0.293583333	0.534148198	0.9300625
chr11	132582808	132582809	0.879030631	0.449866667	0.429163964	0.960925
chr12	1478761	1478762	0.811704505	0.381783333	0.429921171	0.930525
chr12	1609245	1609246	0.808375676	0.4774	0.330975676	0.9555375
chr12	3142845	3142846	0.923592793	0.417033333	0.506559459	0.951275
chr12	4226577	4226578	0.858376577	0.4644	0.393976577	0.9196375
chr12	6950123	6950124	0.819757658	0.348816667	0.470940991	0.9143875
chr12	11151622	11151623	0.862372973	0.49875	0.363622973	0.945625
chr12	12856749	12856750	0.836813514	0.470266667	0.366546847	0.9290375
chr12	29891306	29891307	0.825836937	0.4824	0.343436937	0.9435625
chr12	45686263	45686264	0.815913514	0.400333333	0.41558018	0.9444125
chr12	56109265	56109266	0.810711712	0.46935	0.341361712	0.94335
chr12	56515094	56515095	0.830569369	0.438566667	0.392002703	0.959525
chr12	56655821	56655822	0.843258559	0.4226	0.420658559	0.9402875
chr12	57644658	57644659	0.842414414	0.329133333	0.513281081	0.9704875
chr12	57645108	57645109	0.843002703	0.384016667	0.458986036	0.9436375
chr12	58275014	58275015	0.869851351	0.4733	0.396551351	0.96835
chr12	61267009	61267010	0.858136937	0.482366667	0.37577027	0.9076125
chr12	68046905	68046906	0.85093964	0.4748	0.37613964	0.94065
chr12	75435362	75435363	0.801026126	0.462183333	0.338842793	0.9154375
chr12	76927207	76927208	0.812956757	0.413666667	0.39929009	0.9577875
chr12	96034280	96034281	0.882398198	0.4959	0.386498198	0.9356125
chr12	101961257	101961258	0.826409009	0.350866667	0.475542342	0.948575
chr12	105024473	105024474	0.852375676	0.496133333	0.356242342	0.9602125
chr12	109059679	109059680	0.804513514	0.461966667	0.342546847	0.9016
chr12	111358627	111358628	0.846342342	0.483616667	0.362725676	0.934675
chr12	111598328	111598329	0.826882883	0.43875	0.388132883	0.932825
chr12	115255983	115255984	0.828281081	0.4985	0.329781081	0.921
chr12	115256011	115256012	0.855941441	0.346916667	0.509024775	0.91235
chr12	117036703	117036704	0.832244144	0.4736	0.358644144	0.965325
chr12	120621244	120621245	0.800863063	0.453716667	0.347146396	0.925075
chr12	122614630	122614631	0.802872973	0.429633333	0.37323964	0.901375
chr12	122868973	122868974	0.819864865	0.456416667	0.363448198	0.9430375
chr12	124248926	124248927	0.801979279	0.4974	0.304579279	0.9506125
chr12	125197501	125197502	0.811201802	0.462766667	0.348435135	0.9544
chr12	128170477	128170478	0.807537838	0.450783333	0.356754505	0.9536125
chr12	130262964	130262965	0.807146847	0.354333333	0.452813514	0.9538875
chr12	130603995	130603996	0.860159459	0.49485	0.365309459	0.960275
chr12	130670760	130670761	0.883185586	0.4159	0.467285586	0.9600125
chr12	130765406	130765407	0.84023964	0.450983333	0.389256306	0.924675
chr12	130961949	130961950	0.825444144	0.49325	0.332194144	0.94535
chr12	132845336	132845337	0.813736937	0.20025	0.613486937	0.9403375
chr12	132845874	132845875	0.892701802	0.475533333	0.417168468	0.9543625
chr12	132865474	132865475	0.833586486	0.49235	0.341236486	0.9602125
chr12	133352427	133352428	0.889433333	0.49845	0.390983333	0.9437125
chr13	21303077	21303078	0.822846847	0.305016667	0.51783018	0.9119875
chr13	21400325	21400326	0.812473874	0.481683333	0.330790541	0.945
chr13	23942179	23942180	0.8732	0.468833333	0.404366667	0.951175
chr13	26496803	26496804	0.859145045	0.3718	0.487345045	0.917125
chr13	30054440	30054441	0.855496396	0.4522	0.403296396	0.9347375
chr13	35167000	35167001	0.807683784	0.46035	0.347333784	0.9154
chr13	38276207	38276208	0.825181081	0.465366667	0.359814414	0.92245
chr13	41109565	41109566	0.830464865	0.1971	0.633364865	0.91445
chr13	41109598	41109599	0.859827027	0.29	0.569827027	0.918175
chr13	45966279	45966280	0.860656757	0.46035	0.400306757	0.9548875
chr13	51011701	51011702	0.832648649	0.4599	0.372748649	0.9283375
chr13	89179261	89179262	0.847281982	0.4703	0.376981982	0.9503875
chr13	103532159	103532160	0.836367568	0.4132	0.423167568	0.936075
chr13	103532339	103532340	0.843918919	0.36985	0.474068919	0.9414375
chr13	103532349	103532350	0.843011712	0.435116667	0.407895045	0.9673875
chr13	110591252	110591253	0.820218919	0.430816667	0.389402252	0.9483375
chr13	111563046	111563047	0.848374775	0.371	0.477374775	0.953075
chr13	113648607	113648608	0.828763964	0.426383333	0.402380631	0.9536875
chr13	114065008	114065009	0.827557658	0.442883333	0.384674324	0.9660625
chr13	114065897	114065898	0.842253153	0.324816667	0.517436486	0.9582
chr13	114106419	114106420	0.84270991	0.487683333	0.355026577	0.940375
chr13	114106645	114106646	0.840155856	0.418333333	0.421822523	0.9504125
chr13	114107554	114107555	0.859096396	0.372666667	0.48642973	0.9116875
chr13	114107790	114107791	0.824241441	0.345016667	0.479224775	0.928075
chr14	20904169	20904170	0.821036036	0.443	0.378036036	0.9549
chr14	31859505	31859506	0.838654054	0.439216667	0.399437387	0.940725
chr14	31859515	31859516	0.834393694	0.452083333	0.38231036	0.9476125
chr14	60001474	60001475	0.828563964	0.499033333	0.329530631	0.9324375
chr14	64680996	64680997	0.823	0.4763	0.3467	0.9502625
chr14	64681257	64681258	0.815896396	0.4688	0.347096396	0.9364625
chr14	64682702	64682703	0.867197297	0.430483333	0.436713964	0.9525875
chr14	64682912	64682913	0.860811712	0.425516667	0.435295045	0.95985
chr14	70316638	70316639	0.914404505	0.439066667	0.475337838	0.96575
chr14	75108625	75108626	0.801489189	0.412033333	0.389455856	0.926
chr14	76394423	76394424	0.826031532	0.451083333	0.374948198	0.9645875
chr14	76630320	76630321	0.854921622	0.429683333	0.425238288	0.94985
chr14	77731074	77731075	0.830664865	0.445733333	0.384931532	0.9424875
chr14	85779929	85779930	0.826110811	0.4951	0.331010811	0.962875
chr14	92357953	92357954	0.806235135	0.419166667	0.387068468	0.9383125
chr14	94423192	94423193	0.840761261	0.354466667	0.486294595	0.9415375
chr14	94423950	94423951	0.87852973	0.356916667	0.521613063	0.9099125
chr14	94432162	94432163	0.860981081	0.493983333	0.366997748	0.9645375
chr14	94448493	94448494	0.86191982	0.47425	0.38766982	0.9614875
chr14	95331466	95331467	0.817487387	0.486016667	0.331470721	0.9165875
chr14	95585023	95585024	0.833347748	0.3707	0.462647748	0.9435375
chr14	101244542	101244543	0.837955856	0.406516667	0.431439189	0.942275
chr14	101543050	101543051	0.800633333	0.444366667	0.356266667	0.9463125
chr14	102394773	102394774	0.80140991	0.3684	0.43300991	0.94495
chr14	103990661	103990662	0.811254955	0.4824	0.328854955	0.9164375
chr14	104687369	104687370	0.834655856	0.43715	0.397505856	0.900325
chr14	105618576	105618577	0.873768468	0.449866667	0.423901802	0.90215
chr14	105793310	105793311	0.807548649	0.434566667	0.372981982	0.9555
chr14	105793554	105793555	0.881001802	0.455316667	0.425685135	0.916225
chr15	25841862	25841863	0.876259459	0.458216667	0.418042793	0.9486375
chr15	25842025	25842026	0.83096036	0.388233333	0.442727027	0.958
chr15	25842111	25842112	0.83733964	0.4845	0.35283964	0.9457
chr15	31246272	31246273	0.82510991	0.469633333	0.355476577	0.9559
chr15	33165563	33165564	0.833847748	0.349783333	0.484064414	0.949675
chr15	42650662	42650663	0.876144144	0.466266667	0.409877477	0.9577375
chr15	42651086	42651087	0.809535135	0.36145	0.448085135	0.9204125
chr15	50519374	50519375	0.841459459	0.469933333	0.371526126	0.9549
chr15	55799927	55799928	0.834818919	0.490616667	0.344202252	0.9127625
chr15	57404080	57404081	0.896128829	0.489216667	0.406912162	0.966925
chr15	58839555	58839556	0.917524324	0.494533333	0.422990991	0.9252625
chr15	61946284	61946285	0.817375676	0.471033333	0.346342342	0.9042875
chr15	63270641	63270642	0.808566667	0.495283333	0.313283333	0.9163
chr15	63372838	63372839	0.830357658	0.463266667	0.367090991	0.9644625
chr15	65602323	65602324	0.841176577	0.461083333	0.380093243	0.9390125
chr15	68399221	68399222	0.827637838	0.465633333	0.362004505	0.963775
chr15	72105880	72105881	0.899787387	0.431266667	0.468520721	0.93595
chr15	78296041	78296042	0.818834234	0.45045	0.368384234	0.9647
chr15	80818827	80818828	0.847314414	0.4737	0.373614414	0.9436125
chr15	81648729	81648730	0.808021622	0.459633333	0.348388288	0.9077125
chr15	86040528	86040529	0.861533333	0.499916667	0.361616667	0.963625
chr15	89693656	89693657	0.801220721	0.4773	0.323920721	0.9185875
chr15	99650312	99650313	0.831393694	0.455416667	0.375977027	0.9053625
chr15	99715925	99715926	0.866610811	0.44595	0.420660811	0.942725
chr15	102193416	102193417	0.845263063	0.4922	0.353063063	0.9563375
chr16	1147829	1147830	0.822842342	0.39205	0.430792342	0.9254375
chr16	2140404	2140405	0.852052252	0.455316667	0.396735586	0.9745625
chr16	2140431	2140432	0.821563964	0.4904	0.331163964	0.9670125
chr16	2168517	2168518	0.821101802	0.40535	0.415751802	0.9397875
chr16	2261107	2261108	0.82130991	0.46665	0.35465991	0.97385
chr16	2635862	2635863	0.803537838	0.432683333	0.370854505	0.9299
chr16	2749496	2749497	0.811964865	0.439533333	0.372431532	0.9392
chr16	3587183	3587184	0.831903604	0.460316667	0.371586937	0.9158125
chr16	3999188	3999189	0.867500901	0.470183333	0.397317568	0.982475
chr16	4163819	4163820	0.825727928	0.388583333	0.437144595	0.967475
chr16	12359297	12359298	0.882055856	0.450533333	0.431522523	0.9656875
chr16	29196699	29196700	0.839885586	0.44045	0.399435586	0.9555125
chr16	30386044	30386045	0.825967568	0.452816667	0.373150901	0.9238375
chr16	46791076	46791077	0.85447027	0.48995	0.36452027	0.9597625
chr16	49594026	49594027	0.825605405	0.406	0.419605405	0.9620375
chr16	49856768	49856769	0.853366667	0.485916667	0.36745	0.9078875
chr16	56713771	56713772	0.86537027	0.483766667	0.381603604	0.9661
chr16	57736130	57736131	0.879177477	0.461233333	0.417944144	0.9445625
chr16	58582488	58582489	0.874931532	0.469766667	0.405164865	0.962675
chr16	65789547	65789548	0.852317117	0.340933333	0.511383784	0.9714375
chr16	66953432	66953433	0.804084685	0.46295	0.341134685	0.9008125
chr16	66970577	66970578	0.800656757	0.47355	0.327106757	0.97045
chr16	67999055	67999056	0.853566667	0.470533333	0.383033333	0.9636
chr16	70562892	70562893	0.812752252	0.472916667	0.339835586	0.928425
chr16	79030857	79030858	0.835025225	0.4534	0.381625225	0.9314875
chr16	81214503	81214504	0.801163964	0.496916667	0.304247297	0.9002625
chr16	81806083	81806084	0.871154955	0.488366667	0.382788288	0.9551
chr16	84487078	84487079	0.823063063	0.39995	0.423113063	0.9535
chr16	85196736	85196737	0.849184685	0.480833333	0.368351351	0.94005
chr16	85242949	85242950	0.827018919	0.456266667	0.370752252	0.934375
chr16	86489326	86489327	0.801678378	0.441783333	0.359895045	0.9404
chr16	87391861	87391862	0.82762973	0.463683333	0.363946396	0.9175875
chr16	87392001	87392002	0.826404505	0.397533333	0.428871171	0.904525
chr16	87392029	87392030	0.801036036	0.396533333	0.404502703	0.9529625
chr16	87392076	87392077	0.839345946	0.493316667	0.346029279	0.941275
chr16	88185021	88185022	0.834122523	0.416733333	0.417389189	0.948975
chr16	88498132	88498133	0.807106306	0.363416667	0.44368964	0.9193625
chr16	88949985	88949986	0.823246847	0.491083333	0.332163514	0.9186625
chr16	88950197	88950198	0.850591892	0.4075	0.443091892	0.9636625
chr16	88960261	88960262	0.884294595	0.456316667	0.427977928	0.9068875
chr16	89036698	89036699	0.907902703	0.439033333	0.468869369	0.9439875
chr16	89151852	89151853	0.809154955	0.419233333	0.389921622	0.941725
chr17	733876	733877	0.805800901	0.4889	0.316900901	0.9263875
chr17	805469	805470	0.858853153	0.201233333	0.65761982	0.9117
chr17	872770	872771	0.846243243	0.490533333	0.35570991	0.940075
chr17	1437430	1437431	0.834048649	0.497883333	0.336165315	0.944575
chr17	3500417	3500418	0.860473874	0.488266667	0.372207207	0.96505
chr17	4489504	4489505	0.809143243	0.437366667	0.371776577	0.9195125
chr17	4495735	4495736	0.859636937	0.483866667	0.37577027	0.9226625
chr17	7151975	7151976	0.84889009	0.494983333	0.353906757	0.9129
chr17	7192940	7192941	0.902227928	0.372033333	0.530194595	0.9425875
chr17	7480077	7480078	0.816588288	0.498766667	0.317821622	0.9328
chr17	10421635	10421636	0.805741441	0.420316667	0.385424775	0.9245625
chr17	10421910	10421911	0.801945045	0.3492	0.452745045	0.9023375
chr17	10453296	10453297	0.837197297	0.463883333	0.373313964	0.9369375
chr17	10560676	10560677	0.8515	0.421016667	0.430483333	0.9466625
chr17	10560861	10560862	0.808933333	0.482483333	0.32645	0.9444125
chr17	10560928	10560929	0.810354054	0.438316667	0.372037387	0.9357
chr17	11461244	11461245	0.876890991	0.387883333	0.489007658	0.941275
chr17	11461316	11461317	0.902500901	0.40695	0.495550901	0.9320125
chr17	11461572	11461573	0.8307	0.365283333	0.465416667	0.9380375
chr17	12453277	12453278	0.81205045	0.485533333	0.326517117	0.9532875
chr17	15317624	15317625	0.803214414	0.40405	0.399164414	0.929025
chr17	18854760	18854761	0.851422523	0.437133333	0.414289189	0.94715
chr17	18854799	18854800	0.828721622	0.345016667	0.483704955	0.9159875
chr17	27948506	27948507	0.838638739	0.422266667	0.416372072	0.91765
chr17	27953503	27953504	0.805592793	0.456833333	0.348759459	0.9061125
chr17	30348814	30348815	0.830282883	0.4617	0.368582883	0.962675
chr17	32366529	32366530	0.8218	0.489883333	0.331916667	0.9391125
chr17	33474914	33474915	0.818738739	0.457383333	0.361355405	0.9063625
chr17	33475031	33475032	0.836831532	0.3803	0.456531532	0.946425
chr17	37814072	37814073	0.827785586	0.487633333	0.340152252	0.9371875
