"X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8"
"5323657" 0 92.3076923076923 85.7142857142857 100 92.8571428571429 80 100 100
"24776206" 30 100 93.75 100 100 100 100 100
"5842562" 80 71.4285714285714 60 70.5882352941177 75 28.5714285714286 92.8571428571429 100
"11001354" 25 100 100 100 100 100 94.4444444444444 100
"39062321" 0 100 100 100 94.4444444444444 100 100 100
"42300103" 0 100 100 100 94.4444444444444 100 100 100
"13174811" 9.09090909090909 89.4736842105263 85.7142857142857 91.6666666666667 92.3076923076923 94.4444444444444 86.6666666666667 100
"29163719" 0 86.3636363636364 91.304347826087 88.2352941176471 88.8888888888889 84.6153846153846 84.6153846153846 85.7142857142857
"27739497" 100 94.1176470588235 92.8571428571429 66.6666666666667 100 100 100 100
"14053681" 100 92.8571428571429 91.6666666666667 66.6666666666667 100 100 100 100
"26365776" 100 92.8571428571429 91.6666666666667 66.6666666666667 100 100 100 100
"11466269" 90 93.3333333333333 90.9090909090909 62.5 100 100 100 100
"23881876" 77.7777777777778 0 0 8.33333333333333 0 0 0 0
"1010999" 33.3333333333333 100 100 92.8571428571429 100 100 100 100
"12363801" 58.3333333333333 0 5.26315789473684 0 0 0 0 0
"28726263" 88.8888888888889 93.75 91.6666666666667 66.6666666666667 100 100 100 100
"32075971" 0 93.1034482758621 88.8888888888889 100 92.3076923076923 85.7142857142857 87.5 100
"4383980" 37.5 94.7368421052632 94.7368421052632 100 92.3076923076923 100 89.2857142857143 88.8888888888889
"21158137" 100 93.3333333333333 95.2380952380952 66.6666666666667 100 100 100 100
"31539237" 90 90.9090909090909 50 100 100 100 100 100
"35172310" 0 94.7368421052632 87.5 100 100 100 92.3076923076923 100
"30947427" 16.6666666666667 100 100 100 100 100 93.75 100
"22746404" 83.3333333333333 0 0 0 0 0 6.25 0
"25896482" 83.3333333333333 0 0 0 0 0 6.25 0
"16106417" 33.3333333333333 100 100 100 100 100 95 100
"6531564" 0 94.4444444444444 95.4545454545455 80 100 100 93.3333333333333 100
"34146796" 50 100 95.4545454545455 100 100 100 100 100
"16688747" 0 100 90.9090909090909 100 100 100 100 100
"28909624" 0 100 90.9090909090909 100 100 100 100 100
"6361754" 100 0 9.09090909090909 0 0 0 0 0
"41899131" 100 94.1176470588235 95.4545454545455 66.6666666666667 100 100 100 100
"22226902" 50 91.6666666666667 93.3333333333333 100 90.9090909090909 89.4736842105263 93.3333333333333 90
"43409998" 53.8461538461538 100 100 95 100 100 100 100
"22247270" 33.3333333333333 90.9090909090909 95.4545454545455 85.7142857142857 92.8571428571429 86.6666666666667 91.6666666666667 100
"40168000" 12.5 88.8888888888889 87.5 92.8571428571429 85.7142857142857 85.7142857142857 93.3333333333333 93.3333333333333
"22606301" 0 100 94.1176470588235 100 100 100 95.6521739130435 100
"29394539" 0 100 100 100 94.4444444444444 96.1538461538462 100 100
"38030385" 45.4545454545455 0 4.16666666666667 0 0 0 0 0
"38521116" 90.9090909090909 0 8.33333333333333 0 0 0 0 0
"38659850" 90.9090909090909 0 8.33333333333333 0 0 0 0 0
"43580572" 16.6666666666667 100 100 90.9090909090909 100 100 100 100
"25653187" 100 88.8888888888889 88.8888888888889 50 100 100 100 100
"41972770" 42.8571428571429 100 100 93.75 100 100 100 100
"42069377" 42.8571428571429 100 100 93.75 100 100 100 100
"1609001" 0 91.6666666666667 94.1176470588235 100 90 92.8571428571429 92.3076923076923 100
"35773921" 42.8571428571429 100 94.7368421052632 100 100 100 100 100
"29454576" 16.6666666666667 100 100 100 100 93.75 100 100
"2408625" 54.5454545454545 100 100 95 100 100 100 100
"21607142" 100 93.3333333333333 91.6666666666667 62.5 100 100 100 100
"34882015" 28.5714285714286 91.304347826087 92.3076923076923 90.9090909090909 92.3076923076923 100 88 84.6153846153846
"31554378" 30.7692307692308 92.8571428571429 89.4736842105263 100 92.8571428571429 88.8888888888889 88.8888888888889 100
"29311272" 38.4615384615385 0 3.57142857142857 0 0 0 0 0
"36719133" 100 92.3076923076923 94.1176470588235 63.6363636363636 100 100 100 100
"41097297" 0 100 100 100 100 100 92.3076923076923 100
"27755172" 100 95.2380952380952 95 78.5714285714286 100 100 100 100
"1451961" 66.6666666666667 71.4285714285714 16.6666666666667 83.3333333333333 83.3333333333333 87.5 76.9230769230769 83.3333333333333
"5118745" 25 100 100 91.6666666666667 100 100 100 100
"8011279" 25 100 100 91.6666666666667 100 100 100 100
"13612431" 28.5714285714286 100 93.3333333333333 100 100 100 100 100
"35058743" 28.5714285714286 100 93.3333333333333 100 100 100 100 100
"13174545" 0 100 100 88.8888888888889 100 100 100 100
"40401487" 0 100 100 88.8888888888889 100 100 100 100
"1140149" 50 100 100 94.4444444444444 100 100 100 100
"2691392" 50 100 100 94.4444444444444 100 100 100 100
"21875862" 50 100 100 94.4444444444444 100 100 100 100
"10684381" 57.1428571428571 100 100 95.2380952380952 100 100 100 100
"40972740" 90 92.3076923076923 94.1176470588235 66.6666666666667 100 100 100 100
"29694796" 28.5714285714286 94.7368421052632 92.8571428571429 85.7142857142857 94.7368421052632 93.75 100 100
"26594413" 44.4444444444444 94.1176470588235 94.7368421052632 93.3333333333333 94.4444444444444 90.9090909090909 90.9090909090909 100
"3318065" 43.75 100 94.7368421052632 100 100 100 100 100
"7488944" 33.3333333333333 100 93.75 100 100 100 100 100
"43731975" 33.3333333333333 100 93.75 100 100 100 100 100
"17538175" 0 94.1176470588235 100 90 100 90 100 100
"16919182" 0 91.6666666666667 93.3333333333333 84.6153846153846 88.8888888888889 91.6666666666667 91.6666666666667 100
"24679457" 18.75 100 100 90.9090909090909 100 100 100 100
"3056609" 0 95.6521739130435 91.6666666666667 92.3076923076923 92.3076923076923 91.6666666666667 100 100
"7787422" 0 94.1176470588235 100 92.8571428571429 100 100 100 100
"35393749" 37.5 100 94.1176470588235 100 100 100 100 100
"31317598" 38.4615384615385 94.7368421052632 90.9090909090909 100 94.4444444444444 86.6666666666667 100 100
"34489735" 0 76.9230769230769 72.2222222222222 82.3529411764706 78.5714285714286 85.7142857142857 69.2307692307692 77.7777777777778
"29870818" 55.5555555555556 0 0 6.25 0 0 0 0
"36498730" 28.5714285714286 90.9090909090909 96 90.9090909090909 93.3333333333333 88.8888888888889 91.6666666666667 100
"484201" 0 100 100 100 100 92.3076923076923 100 100
"874800" 0 100 100 100 100 92.3076923076923 100 100
"10748538" 0 100 100 100 100 92.3076923076923 100 100
"13909309" 0 100 100 100 100 92.3076923076923 100 100
"33610626" 0 100 100 100 100 92.3076923076923 100 100
"37000845" 0 11.1111111111111 10 50 0 0 0 0
"23525859" 100 92.8571428571429 90.9090909090909 60 100 100 100 100
"1247385" 100 6.25 0 9.09090909090909 0 0 7.14285714285714 0
"25892572" 100 95 94.1176470588235 76.9230769230769 100 100 100 100
"1877577" 88.8888888888889 92.3076923076923 90.9090909090909 66.6666666666667 100 100 100 100
"38725657" 0 92 100 94.4444444444444 94.1176470588235 100 92.3076923076923 83.3333333333333
"30270243" 80 80 80 37.5 90 93.3333333333333 100 83.3333333333333
"4967566" 30 100 93.3333333333333 100 100 100 100 100
"5492121" 50 100 95.2380952380952 100 100 100 100 100
"8282111" 50 100 95.2380952380952 100 100 100 100 100
"18921607" 0 95.2380952380952 90 84.6153846153846 100 100 93.75 100
"32150566" 30 90.9090909090909 90 91.6666666666667 90 90 89.4736842105263 100
"25093170" 100 94.4444444444444 94.7368421052632 66.6666666666667 100 100 100 100
"11163628" 80 0 0 0 0 6.25 0 0
"14745716" 0 93.75 100 90 100 100 100 100
"18601186" 16.6666666666667 93.75 88.8888888888889 92.3076923076923 92.8571428571429 100 92.8571428571429 100
"21823520" 11.1111111111111 94.1176470588235 100 87.5 100 100 100 100
"34418272" 0 81.8181818181818 80 81.25 83.3333333333333 91.6666666666667 84.6153846153846 87.5
"5511524" 88.8888888888889 94.7368421052632 94.7368421052632 69.2307692307692 100 100 100 100
"11106538" 91.6666666666667 94.7368421052632 66.6666666666667 100 100 100 100 100
"10708663" 42.8571428571429 100 100 100 100 100 95.4545454545455 100
"8172537" 33.3333333333333 91.6666666666667 93.3333333333333 81.8181818181818 93.3333333333333 87.5 93.75 100
"13031967" 90 93.75 62.5 100 100 100 100 100
"35224945" 66.6666666666667 0 0 7.69230769230769 0 0 0 0
"39357156" 42.8571428571429 94.1176470588235 95.4545454545455 90 94.7368421052632 87.5 95 100
"10038601" 33.3333333333333 100 100 92.3076923076923 100 100 100 100
"27679558" 33.3333333333333 100 100 92.3076923076923 100 100 100 100
"17140920" 46.1538461538462 90 87.5 90.9090909090909 91.6666666666667 92.8571428571429 94.7368421052632 90
"43523314" 0 94.7368421052632 100 100 100 90.9090909090909 100 100
"30013006" 83.3333333333333 0 0 0 0 0 6.66666666666667 0
"22285247" 100 0 0 0 5.88235294117647 0 0 0
"40617735" 53.8461538461538 0 0 6.25 0 0 0 0
"11273248" 33.3333333333333 90.4761904761905 94.1176470588235 87.5 92.8571428571429 86.3636363636364 96.1538461538462 100
"14668884" 25 93.75 90 92.3076923076923 93.75 100 88.8888888888889 100
"21865470" 50 88.2352941176471 85.7142857142857 87.5 87.5 85.7142857142857 91.304347826087 90
"275459" 25 82.3529411764706 87.5 80 81.25 81.8181818181818 80 80
"30976471" 22.2222222222222 100 100 100 100 100 93.75 100
"719350" 54.5454545454545 95.8333333333333 100 100 93.75 95.2380952380952 94.7368421052632 91.6666666666667
"23628417" 42.8571428571429 100 100 100 100 95.4545454545455 100 100
"20978565" 42.8571428571429 100 100 93.3333333333333 100 100 100 100
"22307058" 28.5714285714286 100 100 91.6666666666667 100 100 100 100
"32242059" 28.5714285714286 100 100 91.6666666666667 100 100 100 100
"38164295" 28.5714285714286 100 100 91.6666666666667 100 100 100 100
"8357334" 57.1428571428571 0 0 6.66666666666667 0 0 0 0
"4536016" 71.4285714285714 0 0 8.33333333333333 0 0 0 0
"37944786" 22.2222222222222 100 100 90.9090909090909 100 100 100 100
"4043144" 94.1176470588235 96.1538461538462 75 100 100 100 100 100
"37389908" 40 100 94.1176470588235 100 100 100 100 100
"36101143" 0 96.6666666666667 93.75 100 93.75 89.4736842105263 91.304347826087 100
"20991605" 50 100 100 94.1176470588235 100 100 100 100
"7850957" 50 0 0 5.88235294117647 0 0 0 0
"2828625" 100 94.4444444444444 93.75 75 100 100 100 100
"32015314" 100 92.8571428571429 93.75 57.1428571428571 100 100 100 100
