chr,start,not_musc_avg,musc_average,dist,leuk_average,X.Sample_geo_accession,gene_id,closest.SNP,SNP.allele.freq,gene_name
16,88950197,0.850591892,0.4075,0.443091892,0.9636625,cg01168962,NM_175931;NM_005187,rs542837644;rs561114506;rs71395336;rs182086689;rs73254220;rs117619599;rs532384251,0.001398;0.000200;0.500000;0.001398;0.011382;0.003994;0.000200,CBFA2T3;CBFA2T3
15,25842025,0.83096036,0.388233333,0.442727027,0.958,cg03898385,,rs55835539;rs552555059,0.012580;0.000399,
4,15376180,0.819912613,0.3773,0.442612613,0.9604625,cg01198391,NM_001135170;NM_001135171;NM_001135171,,,C1QTNF7;C1QTNF7;C1QTNF7
4,100574653,0.877451351,0.435066667,0.442384685,0.953925,cg17594047,,rs575675781;rs184879252,0.000200;0.000200,
2,170366961,0.858179279,0.41595,0.442229279,0.9356,cg01881761,NM_006063,rs141395388,0.003254,KBTBD10
9,97050131,0.850636036,0.40855,0.442086036,0.91875,cg14403776,NM_194320,rs535537290,0.000399,ZNF169
3,119379414,0.800455856,0.3588,0.441655856,0.945,cg07382070,NM_022135,rs574829805,0.0002,POPDC2
6,168983447,0.868061261,0.4266,0.441461261,0.947875,cg24114708,NM_022138;NM_001166412,rs7751054;rs536926632,0.001597;0.000200,SMOC2;SMOC2
4,184941395,0.841690991,0.400466667,0.441224324,0.964625,cg26541233,,,,
6,17169462,0.809138739,0.368083333,0.441055405,0.9469875,cg22235522,,rs564570257;rs533508048,0.000200;0.000200,
7,612876,0.817047748,0.376016667,0.441031081,0.928075,cg05060486,NM_001164759;NM_001164762;NM_001164758;NM_001164760;NM_001164761;NM_002735,rs527885875;rs111495642,0.001198;0.500000,PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B
4,100571622,0.834284685,0.393283333,0.441001351,0.9131,cg03809403,,rs192931094,0.001597,
7,27217606,0.833228829,0.392333333,0.440895495,0.9602125,cg15864691,NM_153715,rs184335542;rs17472224;rs188640415;rs578223107,0.002196;0.000200;0.000200;0.000200,HOXA10
10,29834201,0.80887027,0.3683,0.44057027,0.9016125,cg05559808,NM_021738;NR_030335;NM_003174,,,SVIL;MIR604;SVIL
2,240228189,0.810604505,0.370183333,0.440421171,0.946125,cg06855182,NM_006037,rs552362555;rs570654199;rs6543522,0.000200;0.000200;0.332468,HDAC4
3,119379220,0.833566667,0.39325,0.440316667,0.925825,cg09411212,NM_022135,rs147587717;rs141778533,0.000220;0.001597,POPDC2
5,109042237,0.837553153,0.39815,0.439403153,0.9663625,cg15106420,NM_002372,rs575311166;rs187577508,0.000200;0.000599,MAN2A1
3,197584287,0.895501802,0.45615,0.439351802,0.957625,cg24923866,NM_032773,rs543862634;rs4528996;rs183883305,0.000399;0.167931;0.019968,LRCH3
2,88366847,0.845117117,0.405766667,0.43935045,0.9055125,cg00578637,NM_198274,rs145204935;rs184117199,0.000399;0.000399,SMYD1
4,177190421,0.892915315,0.454366667,0.438548649,0.9614875,cg04563119,NM_080874,rs570529281;rs532846184,0.000200;0.000200,ASB5
2,236877492,0.850152252,0.411966667,0.438185586,0.9512875,cg07216610,NM_014914;NM_001037131,rs182371952;rs185124888;rs370259797;rs13428207;rs537481889,0.000200;0.000200;0.000200;0.154553;0.000200,AGAP1;AGAP1
7,2189488,0.858887387,0.421066667,0.437820721,0.9502625,cg18991862,NM_003550;NM_001013837;NM_001013836,rs144991778,0.0002,MAD1L1;MAD1L1;MAD1L1
16,4163819,0.825727928,0.388583333,0.437144595,0.967475,cg09947844,NM_001116,rs148530006;rs565530412;rs200991819;rs72556393,0.000220;0.000200;0.000200;0.052632,ADCY9
2,103379054,0.878108108,0.440966667,0.437141441,0.95625,cg01243790,NM_144632,rs540932130;rs370445639;rs200283037;rs201534618;rs144693740;rs570162702,0.000399;0.000998;0.000200;0.000200;0.000220;0.000200,TMEM182
14,64682702,0.867197297,0.430483333,0.436713964,0.9525875,cg21055933,NM_182910;NM_182914;NM_182910;NM_015180;NM_182913,rs113622798;rs553902838;rs574243237,0.500000;0.000200;0.000599,SYNE2;SYNE2;SYNE2;SYNE2;SYNE2
10,1416569,0.8921,0.455566667,0.436533333,0.9572625,cg16296438,NM_018702,rs111608097,0.5,ADARB2
8,66701194,0.872489189,0.436033333,0.436455856,0.9642125,cg26266308,NM_002603;NM_002603;NM_002604,rs61736485,0.014577,PDE7A;PDE7A;PDE7A
17,81014667,0.853224324,0.417066667,0.436157658,0.94955,cg20821566,,rs553393568;rs11871998;rs142022546,0.000200;0.132588;0.000399,
6,152127812,0.858445946,0.422633333,0.435812613,0.9543375,cg15543523,NM_000125;NM_001122741;NM_001122740;NM_001122742,,,ESR1;ESR1;ESR1;ESR1
10,3868493,0.848767568,0.4132,0.435567568,0.9589125,cg09572377,,rs140436976,0.000399,
3,69171822,0.825953153,0.390583333,0.43536982,0.9379875,cg26574240,NM_198271,rs539597390;rs2872690;rs371756816,0.000200;0.278554;0.002796,LMOD3
14,64682912,0.860811712,0.425516667,0.435295045,0.95985,cg08238265,NM_182910;NM_182914;NM_182910;NM_015180;NM_182913,rs112209461;rs545240383,0.500000;0.001997,SYNE2;SYNE2;SYNE2;SYNE2;SYNE2
10,132999672,0.889769369,0.454816667,0.434952703,0.942225,cg04936238,NM_174937,rs73396415;rs541506766;rs185158736,0.000200;0.000200;0.000599,TCERG1L
1,167063879,0.884501802,0.4504,0.434101802,0.9629375,cg05460716,NM_001080426,,,DUSP27
20,3687817,0.857199099,0.423416667,0.433782432,0.9172,cg13753515,NM_023068,rs147471035;rs369616664;rs111358778,0.000799;0.000399;0.008586,SIGLEC1
14,102394773,0.80140991,0.3684,0.43300991,0.94495,cg17064870,,rs143980345;rs528866173;rs1678016;rs137886052;rs192228056,0.000799;0.000200;0.097444;0.005391;0.000200,
4,87974092,0.835878378,0.403,0.432878378,0.927875,cg17813310,NM_001166693;NM_005935,rs565072334;rs186864097,0.000200;0.000200,AFF1;AFF1
6,149358767,0.843865766,0.411,0.432865766,0.9546875,cg03556869,NM_005715,rs574475719;rs116045945;rs563184508,0.000200;0.024760;0.000200,UST
2,240224285,0.853967568,0.421316667,0.432650901,0.956825,cg02047225,NM_006037,rs529070031,0.0002,HDAC4
5,150040606,0.870240541,0.4376,0.432640541,0.9589,cg13214422,NM_133371;NM_001122853;NM_001122853;NM_133371,rs145162002,0.000799,MYOZ3;MYOZ3;MYOZ3;MYOZ3
7,147207052,0.865031532,0.432433333,0.432598198,0.95115,cg03436967,NR_031690;NM_014141,rs538677447,0.0002,MIR548I4;CNTNAP2
1,228403357,0.907010811,0.474466667,0.432544144,0.9575625,cg26066912,NM_052843;NM_001098623,rs193175485,0.003594,OBSCN;OBSCN
20,61151472,0.816887387,0.384433333,0.432454054,0.9513625,cg00596687,NM_178463;NR_029780,rs534022058;rs374441751;rs573565308,0.000200;0.000200;0.000200,C20orf166;MIR1-1
1,12609308,0.812199099,0.37975,0.432449099,0.96135,cg07143158,,rs183815027;rs543518103;rs560634686;rs375364852,0.000998;0.000200;0.000399;0.000799,
22,26138429,0.853361261,0.421366667,0.431994595,0.9391,cg07654843,NM_032608,rs532143935;rs139719297,0.000200;0.006789,MYO18B
16,12359297,0.882055856,0.450533333,0.431522523,0.9656875,cg16712866,NM_001080530,rs143709118;rs79992595;rs192382811;rs370383131,0.000200;0.004792;0.006190;0.001797,SNX29
14,101244542,0.837955856,0.406516667,0.431439189,0.942275,cg27086900,,rs552468960;rs28521709;rs531348912;rs138815602,0.000200;0.196685;0.000399;0.004393,
16,1147829,0.822842342,0.39205,0.430792342,0.9254375,cg27136719,,rs118005819;rs113979120;rs538697814;rs558373079;rs74001182;rs74001183;rs554834798,0.015775;0.016973;0.000399;0.001398;0.128594;0.128594;0.000200,
17,10560676,0.8515,0.421016667,0.430483333,0.9466625,cg22108292,NM_002470,rs78479133;rs555944431;rs73974808,0.040934;0.000599;0.038938,MYH3
3,13517897,0.878581982,0.448266667,0.430315315,0.9526125,cg03190578,,rs541475864,0.0002,
10,134893967,0.91953964,0.489316667,0.430222973,0.9490375,cg19552690,,rs373545877,0.001997,
12,1478761,0.811704505,0.381783333,0.429921171,0.930525,cg14971574,NM_178039;NR_027948;NR_027949;NM_178040;NR_027946,rs73595982;rs565356480,0.022564;0.000200,ERC1;ERC1;ERC1;ERC1;ERC1
19,2255658,0.869007207,0.439416667,0.429590541,0.93965,cg11449372,NM_144616,rs567816763;rs79256406;rs146315540,0.001198;0.000599;0.000599,JSRP1
11,132582808,0.879030631,0.449866667,0.429163964,0.960925,cg04110962,NM_002545;NM_001012393,rs1793282;rs572256103,0.078674;0.000200,OPCML;OPCML
16,87392001,0.826404505,0.397533333,0.428871171,0.904525,cg04826831,NR_024568;NM_024735,rs187498346,0.001797,FBXO31;FBXO31
7,148497970,0.836716216,0.407916667,0.42879955,0.952475,cg19709083,NM_003592,rs577115013;rs546386997;rs139736775,0.000200;0.000200;0.003794,CUL1
10,133775762,0.807276577,0.37865,0.428626577,0.952125,cg26869506,,rs538712561;rs552015942,0.000200;0.000200,
17,65039695,0.920185586,0.491816667,0.428368919,0.9459,cg03237431,NM_000727,rs528778135;rs540963826;rs559070864;rs529667494,0.000399;0.000200;0.000200;0.000200,CACNG1
1,64067694,0.883706306,0.455416667,0.42828964,0.96955,cg25471740,NM_002633,,,PGM1
3,12735618,0.808836036,0.380783333,0.428052703,0.9177625,cg05675527,,rs71306016;rs150148962,0.500000;0.000399,
16,88960261,0.884294595,0.456316667,0.427977928,0.9068875,cg00460789,NM_175931;NM_005187,rs2968469;rs373796117;rs558954287,0.303914;0.000599;0.000399,CBFA2T3;CBFA2T3
8,6630612,0.85510991,0.4277,0.42740991,0.9672125,cg08588748,,rs139222617;rs571879472;rs114799713,0.000998;0.001198;0.017772,
2,239064292,0.802648649,0.375316667,0.427331982,0.9111625,cg01046507,,rs550403690;rs530828323;rs192727838;rs570862166;rs528612174;rs546781984,0.000399;0.000200;0.000200;0.000200;0.000200;0.000399,
5,58299024,0.821427027,0.394366667,0.42706036,0.95175,cg06046805,NM_001165899;NM_001104631;NM_006203,rs550464078,0.0002,PDE4D;PDE4D;PDE4D
11,57308952,0.808994595,0.38195,0.427044595,0.91765,cg17039830,NM_001105565,rs541384265;rs188018082,0.000200;0.000200,SMTNL1
2,3826621,0.817131532,0.390183333,0.426948198,0.9368375,cg00910015,,rs138446316;rs149615999;rs570401787;rs72437937,0.002596;0.001597;0.000399;0.019169,
5,134608044,0.862548649,0.436016667,0.426531982,0.9593375,cg17937365,,rs11242240;rs544890244,0.386581;0.000399,
6,6737080,0.836532432,0.410133333,0.426399099,0.9022125,cg22684370,,rs549379631;rs111255141;rs112024647;rs556429641;rs575350676,0.000399;0.004992;0.004992;0.000200;0.000200,
7,157531864,0.811487387,0.385233333,0.426254054,0.91095,cg20809036,NM_002847;NM_130842;NM_130843,rs116658176;rs570402083;rs187108808,0.009385;0.000200;0.000200,PTPRN2;PTPRN2;PTPRN2
7,157340390,0.850740541,0.424516667,0.426223874,0.9425125,cg05482502,NM_002847;NM_130842;NM_130843,rs77198031;rs190041836;rs577910643;rs545179612,0.500000;0.001797;0.000399;0.000200,PTPRN2;PTPRN2;PTPRN2
4,10110163,0.800746847,0.374566667,0.42618018,0.9262875,cg25688164,NM_005112;NM_017491,rs530659591;rs114906583;rs565265643;rs532625824,0.002196;0.005391;0.000200;0.001398,WDR1;WDR1
4,95457406,0.842861261,0.4171,0.425761261,0.9559875,cg19674166,NR_024179;NM_001011515;NM_006457;NM_001011516;NM_001011513,rs77681345;rs528112288,0.009784;0.000200,PDLIM5;PDLIM5;PDLIM5;PDLIM5;PDLIM5
14,105793554,0.881001802,0.455316667,0.425685135,0.916225,cg08208595,NM_015197;NM_001100913,rs144607754;rs116194592;rs587717881,0.000200;0.000998;0.000200,PACS2;PACS2
6,170365525,0.828686486,0.403016667,0.42566982,0.91605,cg07818141,,rs544421780;rs562526443;rs368354875,0.000599;0.000399;0.000799,
2,1647197,0.914445045,0.488866667,0.425578378,0.9646875,cg15796818,NM_012293,rs199885858;rs372616895;rs183629867;rs147066927;rs534514319,0.000200;0.000200;0.000200;0.013778;0.000200,PXDN
14,76630320,0.854921622,0.429683333,0.425238288,0.94985,cg09241267,NM_017972;NM_017926,,,C14orf118;C14orf118
10,3868336,0.84026036,0.415283333,0.424977027,0.9190375,cg19347588,,rs576089095;rs146798872;rs78789906;rs559252783;rs540835669;rs559522361,0.000200;0.000399;0.012979;0.000998;0.000399;0.000200,
19,56688423,0.921132432,0.496283333,0.424849099,0.9547125,cg06635764,NM_001145546;NM_033106,rs529203635;rs549378738;rs367671017;rs568228478;rs182520658;rs139844098;rs575840221,0.000200;0.000200;0.001198;0.000200;0.000200;0.000200;0.000799,GALP;GALP
7,95115354,0.846791892,0.422233333,0.424558559,0.963925,cg11554605,NM_145872;NM_016116,rs574380923;rs201275152,0.000399;0.001000,ASB4;ASB4
10,95972702,0.853069369,0.428616667,0.424452703,0.961525,cg27638309,NM_001165979;NM_016341,rs576796087;rs116241618;rs565473928;rs572594650,0.000200;0.003395;0.000599;0.000200,PLCE1;PLCE1
14,105618576,0.873768468,0.449866667,0.423901802,0.90215,cg24971846,NM_002226;NM_145159,rs143376032;rs148372480;rs587732532,0.000200;0.000200;0.000200,JAG2;JAG2
13,103532159,0.836367568,0.4132,0.423167568,0.936075,cg24330793,NR_026965,rs543923752;rs146400681;rs752344,0.000200;0.001597;0.009884,LOC121952
16,84487078,0.823063063,0.39995,0.423113063,0.9535,cg04832450,NM_014861,rs373018596;rs60133623;rs370823726;rs550490854;rs247884;rs144145759;rs541728921,0.001797;0.123203;0.000200;0.000799;0.069189;0.000799;0.000200,ATP2C2
17,39573085,0.826108108,0.40305,0.423058108,0.9334,cg06128521,,rs555164165;rs187876735,0.000200;0.002596,
15,58839555,0.917524324,0.494533333,0.422990991,0.9252625,cg09610311,NM_000236,rs114127971;rs12442747,0.001597;0.025160,LIPC
2,105363536,0.908774775,0.485833333,0.422941441,0.9591,cg18703066,,rs73944969,0.001997,
1,231518525,0.867175676,0.444416667,0.422759009,0.9529625,cg00063456,NM_022051,rs559244651;rs193299368,0.000998;0.000399,EGLN1
4,8154405,0.869045045,0.4463,0.422745045,0.95125,cg19635501,NM_032432;NM_001130083;NM_001130087;NM_001130088;NM_001130084;NM_001130085;NM_001130086,rs542097499;rs563455980,0.000399;0.000200,ABLIM2;ABLIM2;ABLIM2;ABLIM2;ABLIM2;ABLIM2;ABLIM2
8,98635106,0.828238739,0.40555,0.422688739,0.9759875,cg24314288,,rs116614396;rs548723105,0.036741;0.000200,
10,131584334,0.84778018,0.425116667,0.422663514,0.9383375,cg10132287,,rs530099945;rs146400557;rs139400114,0.000200;0.000599;0.000399,
1,116311644,0.813510811,0.390866667,0.422644144,0.917675,cg23892856,NM_001232,,,CASQ2
1,196619631,0.834334234,0.411916667,0.422417568,0.9273375,cg27331828,NM_001014975;NM_000186,rs560178810;rs527801882,0.000200;0.000200,CFH;CFH
6,150525359,0.88320991,0.460833333,0.422376577,0.9438875,cg22735834,NM_030949,rs560310767,0.0002,PPP1R14C
7,150885027,0.84714955,0.425,0.42214955,0.920325,cg10980293,NM_001142459;NM_080871;NM_001142460,,,ASB10;ASB10;ASB10
13,114106645,0.840155856,0.418333333,0.421822523,0.9504125,cg23359401,NM_138430,rs66773470;rs564752731;rs531997593;rs543780318,0.149361;0.000200;0.000599;0.000200,ADPRHL1
2,62420915,0.857079279,0.435416667,0.421662613,0.9494625,cg05253327,,rs554200559;rs564438057;rs531482900,0.000399;0.000200;0.000200,
6,166100316,0.860079279,0.438766667,0.421312613,0.9594125,cg27028202,,rs188526162,0.0002,
5,102132021,0.830844144,0.409683333,0.421160811,0.9529375,cg15337521,,rs116584740,0.002196,
10,14816973,0.839318018,0.418266667,0.421051351,0.933075,cg12285118,NM_031453,rs189073414,0.000599,FAM107B
15,99715925,0.866610811,0.44595,0.420660811,0.942725,cg19596208,NM_001040658;NM_001040659;NM_001040655;NM_001040660;NM_022905;NM_001040656;NM_001040657,rs561788204;rs543813265,0.001997;0.000200,TTC23;TTC23;TTC23;TTC23;TTC23;TTC23;TTC23
12,56655821,0.843258559,0.4226,0.420658559,0.9402875,cg20059881,,,,
2,145162489,0.855589189,0.435133333,0.420455856,0.961675,cg26572651,NM_014795;NM_001171653,rs140810090,0.00022,ZEB2;ZEB2
6,168983411,0.902347748,0.482483333,0.419864414,0.9616875,cg17297775,NM_022138;NM_001166412,,,SMOC2;SMOC2
8,42125496,0.811092793,0.3913,0.419792793,0.9567875,cg11738724,,rs540278324,0.0002,
16,49594026,0.825605405,0.406,0.419605405,0.9620375,cg09672448,NM_015069,,,ZNF423
17,78935269,0.918744144,0.49935,0.419394144,0.9559375,cg09491897,NM_001163034;NM_020761,rs143802144;rs112261045;rs147241989,0.000339;0.500000;0.000399,RPTOR;RPTOR
4,95460771,0.854137838,0.43535,0.418787838,0.9379375,cg17810966,NR_024179;NM_001011515;NM_006457;NM_001011516;NM_001011513,rs142375476;rs560414541,0.004193;0.000200,PDLIM5;PDLIM5;PDLIM5;PDLIM5;PDLIM5
22,36013444,0.844410811,0.4257,0.418710811,0.9685625,cg23095812,NM_203378;NM_005368;NM_203378;NM_203377,rs566065571;rs185295112;rs548098541,0.000200;0.000200;0.000200,MB;MB;MB;MB
7,878040,0.903863964,0.485233333,0.418630631,0.972325,cg27215236,NM_025154;NM_001130965,rs537543869;rs550964288;rs190563950;rs560473738,0.000200;0.000200;0.000599;0.002196,UNC84A;UNC84A
2,96852116,0.810427027,0.391933333,0.418493694,0.9050375,cg20058848,NM_020151,rs191555053,0.0002,STARD7
19,35523468,0.875846847,0.457566667,0.41828018,0.9390625,cg05894948,NM_001037;NM_199037,rs200339565,0.001,SCN1B;SCN1B
1,240654013,0.853408108,0.435183333,0.418224775,0.91575,cg02031308,NM_022469,rs561071581;rs187642211,0.000399;0.000399,GREM2
17,56069567,0.878252252,0.460116667,0.418135586,0.9649625,cg24008395,,rs375535506,0.000399,
15,25841862,0.876259459,0.458216667,0.418042793,0.9486375,cg27376339,,rs148349206;rs540768748;rs560746963,0.000599;0.000200;0.000200,
2,1544370,0.862638739,0.4446,0.418038739,0.9598375,cg18995558,NM_175719;NM_000547;NM_175721;NM_175722,rs200303318;rs190968346;rs546683738,0.000200;0.001398;0.000200,TPO;TPO;TPO;TPO
3,101502248,0.898392793,0.480416667,0.417976126,0.9786,cg02059297,NM_145037;NM_001134456,,,FAM55C;FAM55C
16,57736130,0.879177477,0.461233333,0.417944144,0.9445625,cg06339396,NM_032269,rs534486235,0.0002,CCDC135
19,2645923,0.889292793,0.4714,0.417892793,0.9624875,cg21885159,NM_052847,rs139115715;rs115081794,0.000399;0.007588,GNG7
19,2774197,0.843481081,0.4256,0.417881081,0.964575,cg00869989,NM_003021,rs138170369;rs553867589;rs572079914;rs546157508,0.000200;0.000200;0.000200;0.000200,SGTA
7,22852335,0.844421622,0.426916667,0.417504955,0.9674,cg22213449,NM_019059,,,TOMM7
16,88185021,0.834122523,0.416733333,0.417389189,0.948975,cg00966920,,rs576864010;rs544206725;rs556189158;rs151177660,0.000998;0.000399;0.000200;0.002995,
10,99330056,0.8421,0.424716667,0.417383333,0.94595,cg07748741,NM_024954,rs567215770;rs201913607;rs546233811;rs140570505;rs150033577,0.000200;0.000200;0.000399;0.000911;0.000799,UBTD1
12,132845874,0.892701802,0.475533333,0.417168468,0.9543625,cg20321706,NM_001122636,rs561185791;rs530220899,0.000200;0.000200,GALNT9
1,168698867,0.830779279,0.413816667,0.416962613,0.921175,cg25746387,NM_001937,rs551384525;rs566791778;rs114271887;rs10918966,0.000399;0.000200;0.017173;0.022364,DPT
17,79793208,0.824675676,0.407783333,0.416892342,0.9084625,cg12008350,NM_001007533,rs139647899;rs150006185,0.039137;0.000998,DYSFIP1
6,152127821,0.823489189,0.40665,0.416839189,0.9448,cg26089753,NM_000125;NM_001122741;NM_001122740;NM_001122742,,,ESR1;ESR1;ESR1;ESR1
2,220317372,0.846286486,0.42965,0.416636486,0.9250375,cg03030650,NM_005876,rs116818441;rs576629550;rs114397515,0.012580;0.000200;0.011781,SPEG
17,27948506,0.838638739,0.422266667,0.416372072,0.91765,cg11404795,NM_032854,rs114668106,0.010383,CORO6
8,52721802,0.800595495,0.384266667,0.416328829,0.945425,cg21514857,NM_144651,rs559382150;rs369904284;rs185259721,0.000200;0.000200;0.000399,PXDNL
5,96256918,0.858136036,0.442066667,0.416069369,0.9104375,cg16279529,,rs145554360;rs116694936,0.000200;0.000200,
17,65040769,0.874736937,0.458933333,0.415803604,0.96535,cg18780432,NM_000727;NM_000727,rs202072611;rs144718253,0.001398;0.000220,CACNG1;CACNG1
16,2168517,0.821101802,0.40535,0.415751802,0.9397875,cg27227497,NM_001009944;NM_000296,rs556854889;rs576798320;rs56371853;rs565112614;rs572435898,0.000200;0.000998;0.002796;0.000200;0.000200,PKD1;PKD1
1,54859921,0.883561261,0.467816667,0.415744595,0.9481375,cg05886125,NM_001009955;NM_018070;NM_145716,rs190050933;rs114200699;rs575630816,0.000599;0.011182;0.000200,SSBP3;SSBP3;SSBP3
12,45686263,0.815913514,0.400333333,0.41558018,0.9444125,cg25365421,NM_001142679;NM_001142678;NM_001142680;NM_001025356,rs71461106;rs535131403,0.009185;0.000200,ANO6;ANO6;ANO6;ANO6
4,76622044,0.891804505,0.476333333,0.415471171,0.95645,cg24797456,,rs75873797;rs566423646;rs533923418,0.190096;0.000200;0.000399,
11,58392809,0.85873964,0.44335,0.41538964,0.974125,cg18476176,NM_000614;NR_024091,rs187435172,0.0002,CNTF;ZFP91-CNTF
19,360072,0.85556036,0.440266667,0.415293694,0.9431125,cg00693060,,rs560657341,0.0002,
10,88575435,0.884746847,0.46965,0.415096847,0.95375,cg16231906,NM_004329,rs115203052;rs181065441;rs552614827,0.004593;0.000399;0.000399,BMPR1A
18,56296243,0.810277477,0.395466667,0.414810811,0.9263875,cg00031779,NM_052947,rs184211535,0.000799,ALPK2
11,132031417,0.882434234,0.467766667,0.414667568,0.9221875,cg25859670,NM_001144059;NM_001048209;NM_001144058;NM_016522,rs559946684;rs530335480;rs3936012,0.000200;0.000200;0.115216,NTM;NTM;NTM;NTM
17,41852574,0.849932432,0.435433333,0.414499099,0.9210125,cg20885198,NM_004090,rs180862851,0.0002,DUSP3
4,186063110,0.831855856,0.41745,0.414405856,0.9464375,cg05996789,NM_001151,,,SLC25A4
17,18854760,0.851422523,0.437133333,0.414289189,0.94715,cg18449048,NM_152351;NM_001042450,rs11651570,0.196086,SLC5A10;SLC5A10
1,11020631,0.878346847,0.4642,0.414146847,0.942875,cg21157465,NM_001170754;NM_173507,,,C1orf127;C1orf127
1,1849195,0.861144144,0.44725,0.413894144,0.9482875,cg16989443,NM_178545,rs557550673;rs577912849;rs527355109;rs552219939,0.002995;0.000200;0.000200;0.000200,TMEM52
3,14582901,0.834631532,0.422216667,0.412414865,0.9177625,cg19605565,NM_001080423,rs554611431,0.0002,GRIP2
8,1614053,0.821393694,0.4092,0.412193694,0.9342,cg21620107,NM_004745,rs554605698;rs574557795,0.000200;0.000399,DLGAP2
7,24818413,0.8272,0.415116667,0.412083333,0.933925,cg12378001,,rs7777471,0.025559,
8,42659977,0.834857658,0.423233333,0.411624324,0.9544875,cg06815361,,rs544216110,0.0002,
10,121056615,0.819790991,0.40845,0.411340991,0.9520625,cg17961556,NM_005308,rs73445459;rs117505014;rs565869808,0.010583;0.031350;0.000200,GRK5
1,116311579,0.837530631,0.4265,0.411030631,0.9441,cg05037360,NM_001232,rs532478165,0.0002,CASQ2
8,25836544,0.869979279,0.45925,0.410729279,0.966125,cg06078892,NM_022659,,,EBF2
3,69172203,0.804840541,0.394233333,0.410607207,0.9158125,cg05834895,NM_198271,rs146318687,0.0002,LMOD3
10,89969136,0.88566036,0.475133333,0.410527027,0.9500125,cg18691254,,rs189517566;rs76332737,0.001997;0.011582,
1,167063668,0.847068468,0.4367,0.410368468,0.933725,cg23595055,NM_001080426,rs75801030;rs574588051;rs541720191,0.002196;0.000599;0.000200,DUSP27
10,69838818,0.850328829,0.44005,0.410278829,0.9453125,cg02635625,,rs185680778;rs79897233,0.000200;0.028954,
2,219485946,0.851915315,0.442,0.409915315,0.9520625,cg20571116,NM_032726,rs563543989,0.0002,PLCD4
15,42650662,0.876144144,0.466266667,0.409877477,0.9577375,cg11427177,NM_000070;NM_212465;NM_024344;NR_027911;NR_027912;NM_173087,rs28364353;rs149589341,0.012780;0.000799,CAPN3;CAPN3;CAPN3;CAPN3;CAPN3;CAPN3
10,130185305,0.811083784,0.401366667,0.409717117,0.9207875,cg16359424,,rs1339514;rs374712793;rs530375409,0.001198;0.001398;0.000200,
6,35468847,0.845107207,0.435866667,0.409240541,0.960975,cg02333187,NM_003322,rs181716462;rs567231445;rs3777746;rs556138721,0.000799;0.000200;0.102835;0.000200,TULP1
10,99330076,0.814242342,0.405216667,0.409025676,0.942475,cg02613380,NM_024954,rs201913607;rs546233811;rs140570505;rs150033577,0.000200;0.000399;0.000911;0.000799,UBTD1
2,47356596,0.889004505,0.480066667,0.408937838,0.9455125,cg25245569,NM_001163561;NM_173649,,,C2orf61;C2orf61
7,95115246,0.825254955,0.416416667,0.408838288,0.966725,cg20040691,NM_145872;NM_016116,rs375768854,0.0002,ASB4;ASB4
2,100634259,0.808295495,0.399533333,0.408762162,0.9628625,cg22162422,NM_001025108;NM_002285,rs186485339;rs149806865,0.000200;0.000200,AFF3;AFF3
7,2827233,0.825883784,0.41725,0.408633784,0.9205125,cg18634690,NM_007353,rs193070883;rs532484849;rs141833057;rs2258960;rs535344378,0.000200;0.000399;0.000799;0.483826;0.000200,GNA12
11,64428252,0.873757658,0.465166667,0.408590991,0.9680125,cg03586390,NM_138732;NM_015080,rs201018694;rs146517173;rs200147057,0.001000;0.000220;0.000200,NRXN2;NRXN2
11,122118676,0.848069369,0.4395,0.408569369,0.9445375,cg20723705,,rs191185914;rs561325244,0.001398;0.000599,
4,146097432,0.833830631,0.425316667,0.408513964,0.9565375,cg07696277,NM_017493;NM_199324;NM_001102653,rs556963177,0.0002,OTUD4;OTUD4;OTUD4
2,100689798,0.816643243,0.4083,0.408343243,0.92855,cg10140126,NM_001025108;NM_002285,rs187993229;rs73966416,0.001198;0.000998,AFF3;AFF3
6,2382649,0.800371171,0.392133333,0.408237838,0.9335375,cg04098263,,rs536278891,0.0002,
7,101789685,0.808625225,0.400433333,0.408191892,0.96345,cg00567872,NM_181500;NM_181552;NM_001913,rs552786920,0.0002,CUX1;CUX1;CUX1
1,236848700,0.818342342,0.410183333,0.408159009,0.9198375,cg10014470,NM_001103,rs111244714,0.5,ACTN2
13,103532349,0.843011712,0.435116667,0.407895045,0.9673875,cg09287356,NR_026965,rs139676901;rs566610585;rs74112825;rs186651458,0.000599;0.000200;0.041533;0.001597,LOC121952
6,125543048,0.810866667,0.40315,0.407716667,0.9626875,cg13520736,NM_001003395;NM_003287;NM_001003397;NM_001003396,rs528107938,0.000399,TPD52L1;TPD52L1;TPD52L1;TPD52L1
2,242445904,0.841604505,0.434,0.407604505,0.9452,cg04222344,NM_006374,rs34896814;rs531844400;rs373544590;rs571859856;rs191215423,0.000499;0.000399;0.002396;0.002796;0.000399,STK25
8,145019377,0.836663964,0.429216667,0.407447297,0.9426875,cg00128812,NM_000445;NR_030383;NM_201378;NM_201381;NM_201379;NM_201382;NM_201380,rs537959815;rs372639714,0.000200;0.000399,PLEC1;MIR661;PLEC1;PLEC1;PLEC1;PLEC1;PLEC1
11,75898195,0.905913514,0.498783333,0.40713018,0.9647375,cg13091717,NM_004626,rs144527675;rs559115261;rs148453764,0.000399;0.000200;0.000220,WNT11
